,회사명,거래소코드,회계년도,target
351,(주)금비,008870,2017,0
352,(주)금비,008870,2018,1
353,(주)금비,008870,2019,1
354,(주)금비,008870,2020,0
355,(주)금비,008870,2021,1
356,(주)금양,001570,2011,0
357,(주)금양,001570,2012,1
358,(주)금양,001570,2013,0
359,(주)금양,001570,2014,1
360,(주)금양,001570,2015,0
361,(주)금양,001570,2016,0
362,(주)금양,001570,2017,0
363,(주)금양,001570,2018,0
364,(주)금양,001570,2019,0
365,(주)금양,001570,2020,0
366,(주)금양,001570,2021,0
367,(주)금호에이치티,214330,2015,0
368,(주)금호에이치티,214330,2016,0
369,(주)금호에이치티,214330,2017,0
370,(주)금호에이치티,214330,2018,0
371,(주)금호에이치티,214330,2019,0
372,(주)금호에이치티,214330,2020,0
373,(주)금호에이치티,214330,2021,0
374,(주)금화피에스시,036190,2011,0
375,(주)금화피에스시,036190,2012,1
376,(주)금화피에스시,036190,2013,1
377,(주)금화피에스시,036190,2014,0
378,(주)금화피에스시,036190,2015,0
379,(주)금화피에스시,036190,2016,0
380,(주)금화피에스시,036190,2017,0
381,(주)금화피에스시,036190,2018,1
382,(주)금화피에스시,036190,2019,0
383,(주)금화피에스시,036190,2020,0
384,(주)금화피에스시,036190,2021,0
385,(주)기가레인,049080,2013,0
386,(주)기가레인,049080,2014,1
387,(주)기가레인,049080,2015,0
388,(주)기가레인,049080,2016,0
389,(주)기가레인,049080,2017,0
390,(주)기가레인,049080,2018,0
391,(주)기가레인,049080,2019,0
392,(주)기가레인,049080,2020,0
393,(주)기가레인,049080,2021,0
394,(주)까뮤이앤씨,013700,2011,0
395,(주)까뮤이앤씨,013700,2012,0
396,(주)까뮤이앤씨,013700,2013,0
397,(주)까뮤이앤씨,013700,2014,0
398,(주)까뮤이앤씨,013700,2015,0
399,(주)까뮤이앤씨,013700,2016,0
400,(주)까뮤이앤씨,013700,2017,1
401,(주)까뮤이앤씨,013700,2018,0
402,(주)까뮤이앤씨,013700,2019,1
403,(주)까뮤이앤씨,013700,2020,0
404,(주)까뮤이앤씨,013700,2021,0
405,(주)나노,187790,2015,0
406,(주)나노,187790,2016,0
407,(주)나노,187790,2017,0
408,(주)나노,187790,2018,0
409,(주)나노,187790,2019,0
410,(주)나노,187790,2020,0
411,(주)나노,187790,2021,0
412,(주)나노신소재,121600,2011,0
413,(주)나노신소재,121600,2012,0
414,(주)나노신소재,121600,2013,0
415,(주)나노신소재,121600,2014,0
416,(주)나노신소재,121600,2015,0
417,(주)나노신소재,121600,2016,0
418,(주)나노신소재,121600,2017,1
419,(주)나노신소재,121600,2018,1
420,(주)나노신소재,121600,2019,0
421,(주)나노신소재,121600,2020,0
422,(주)나노신소재,121600,2021,1
423,(주)나스미디어,089600,2013,0
424,(주)나스미디어,089600,2014,1
425,(주)나스미디어,089600,2015,1
426,(주)나스미디어,089600,2016,1
427,(주)나스미디어,089600,2017,1
428,(주)나스미디어,089600,2018,0
429,(주)나스미디어,089600,2019,1
430,(주)나스미디어,089600,2020,1
431,(주)나스미디어,089600,2021,1
432,(주)나이스디앤비,130580,2011,0
433,(주)나이스디앤비,130580,2012,1
434,(주)나이스디앤비,130580,2013,0
435,(주)나이스디앤비,130580,2014,1
436,(주)나이스디앤비,130580,2015,1
437,(주)나이스디앤비,130580,2016,0
438,(주)나이스디앤비,130580,2017,1
439,(주)나이스디앤비,130580,2018,1
440,(주)나이스디앤비,130580,2019,1
441,(주)나이스디앤비,130580,2020,1
442,(주)나이스디앤비,130580,2021,1
443,(주)나이스홀딩스,034310,2011,0
444,(주)나이스홀딩스,034310,2012,1
445,(주)나이스홀딩스,034310,2013,0
446,(주)나이스홀딩스,034310,2014,0
447,(주)나이스홀딩스,034310,2015,1
448,(주)나이스홀딩스,034310,2016,1
449,(주)나이스홀딩스,034310,2017,0
450,(주)나이스홀딩스,034310,2018,1
451,(주)나이스홀딩스,034310,2019,0
452,(주)나이스홀딩스,034310,2020,1
453,(주)나이스홀딩스,034310,2021,1
454,(주)남성,004270,2011,0
455,(주)남성,004270,2012,0
456,(주)남성,004270,2013,0
457,(주)남성,004270,2014,1
458,(주)남성,004270,2015,0
459,(주)남성,004270,2016,1
460,(주)남성,004270,2017,1
461,(주)남성,004270,2018,0
462,(주)남성,004270,2019,1
463,(주)남성,004270,2020,1
464,(주)남성,004270,2021,0
465,(주)네오셈,253590,2019,0
466,(주)네오셈,253590,2020,1
467,(주)네오셈,253590,2021,0
468,(주)네오오토,212560,2015,0
469,(주)네오오토,212560,2016,0
470,(주)네오오토,212560,2017,0
471,(주)네오오토,212560,2018,0
472,(주)네오오토,212560,2019,0
473,(주)네오오토,212560,2020,0
474,(주)네오오토,212560,2021,1
475,(주)네오위즈홀딩스,042420,2011,0
476,(주)네오위즈홀딩스,042420,2012,0
477,(주)네오위즈홀딩스,042420,2013,0
478,(주)네오위즈홀딩스,042420,2014,0
479,(주)네오위즈홀딩스,042420,2015,0
480,(주)네오위즈홀딩스,042420,2016,0
481,(주)네오위즈홀딩스,042420,2017,0
482,(주)네오위즈홀딩스,042420,2018,0
483,(주)네오위즈홀딩스,042420,2019,0
484,(주)네오위즈홀딩스,042420,2020,0
485,(주)네오위즈홀딩스,042420,2021,0
486,(주)네오티스,085910,2011,0
487,(주)네오티스,085910,2012,1
488,(주)네오티스,085910,2013,1
489,(주)네오티스,085910,2014,0
490,(주)네오티스,085910,2015,1
491,(주)네오티스,085910,2016,0
492,(주)네오티스,085910,2017,0
493,(주)네오티스,085910,2018,0
494,(주)네오티스,085910,2019,0
495,(주)네오티스,085910,2020,0
496,(주)네오티스,085910,2021,1
497,(주)네오팜,092730,2011,0
498,(주)네오팜,092730,2012,0
499,(주)네오팜,092730,2013,1
500,(주)네오팜,092730,2014,1
501,(주)네오팜,092730,2015,0
502,(주)네오팜,092730,2016,1
503,(주)네오팜,092730,2017,1
504,(주)네오팜,092730,2018,1
505,(주)네오팜,092730,2019,1
506,(주)네오팜,092730,2020,0
507,(주)네오팜,092730,2021,1
508,(주)네패스,033640,2011,0
509,(주)네패스,033640,2012,1
510,(주)네패스,033640,2013,0
511,(주)네패스,033640,2014,0
512,(주)네패스,033640,2015,0
513,(주)네패스,033640,2016,0
514,(주)네패스,033640,2017,0
515,(주)네패스,033640,2018,0
516,(주)네패스,033640,2019,0
517,(주)네패스,033640,2020,0
518,(주)네패스,033640,2021,0
519,(주)넥센,005720,2011,0
520,(주)넥센,005720,2012,1
521,(주)넥센,005720,2013,1
522,(주)넥센,005720,2014,1
523,(주)넥센,005720,2015,0
524,(주)넥센,005720,2016,1
525,(주)넥센,005720,2017,1
526,(주)넥센,005720,2018,0
527,(주)넥센,005720,2019,0
528,(주)넥센,005720,2020,1
529,(주)넥센,005720,2021,1
530,(주)넥스지,081970,2011,0
531,(주)넥스지,081970,2012,0
532,(주)넥스지,081970,2013,0
533,(주)넥스지,081970,2014,0
534,(주)넥스지,081970,2015,0
535,(주)넥스지,081970,2016,0
536,(주)넥스지,081970,2017,0
537,(주)넥스턴바이오사이언스,089140,2011,0
538,(주)넥스턴바이오사이언스,089140,2012,0
539,(주)넥스턴바이오사이언스,089140,2013,0
540,(주)넥스턴바이오사이언스,089140,2014,0
541,(주)넥스턴바이오사이언스,089140,2015,0
542,(주)넥스턴바이오사이언스,089140,2016,1
543,(주)넥스턴바이오사이언스,089140,2017,0
544,(주)넥스턴바이오사이언스,089140,2018,0
545,(주)넥스턴바이오사이언스,089140,2019,0
546,(주)넥스턴바이오사이언스,089140,2020,0
547,(주)넥스턴바이오사이언스,089140,2021,0
548,(주)넥스트아이,137940,2011,0
549,(주)넥스트아이,137940,2012,1
550,(주)넥스트아이,137940,2013,1
551,(주)넥스트아이,137940,2014,0
552,(주)넥스트아이,137940,2015,0
553,(주)넥스트아이,137940,2016,0
554,(주)넥스트아이,137940,2017,0
555,(주)넥스트아이,137940,2018,1
556,(주)넥스트아이,137940,2019,0
557,(주)넥스트아이,137940,2020,0
558,(주)넥스트아이,137940,2021,0
559,(주)넥스틴,348210,2020,0
560,(주)넥스틴,348210,2021,0
561,(주)노랑풍선,104620,2019,0
562,(주)노랑풍선,104620,2020,0
563,(주)노랑풍선,104620,2021,0
564,(주)노루페인트,090350,2011,0
565,(주)노루페인트,090350,2012,0
566,(주)노루페인트,090350,2013,0
567,(주)노루페인트,090350,2014,0
568,(주)노루페인트,090350,2015,0
569,(주)노루페인트,090350,2016,0
570,(주)노루페인트,090350,2017,1
571,(주)노루페인트,090350,2018,0
572,(주)노루페인트,090350,2019,1
573,(주)노루페인트,090350,2020,0
574,(주)노루페인트,090350,2021,0
575,(주)노루홀딩스,000320,2011,0
576,(주)노루홀딩스,000320,2012,0
577,(주)노루홀딩스,000320,2013,1
578,(주)노루홀딩스,000320,2014,0
579,(주)노루홀딩스,000320,2015,0
580,(주)노루홀딩스,000320,2016,1
581,(주)노루홀딩스,000320,2017,0
582,(주)노루홀딩스,000320,2018,0
583,(주)노루홀딩스,000320,2019,0
584,(주)노루홀딩스,000320,2020,1
585,(주)노루홀딩스,000320,2021,1
586,(주)노바렉스,194700,2018,0
587,(주)노바렉스,194700,2019,0
588,(주)노바렉스,194700,2020,1
589,(주)노바렉스,194700,2021,0
590,(주)노바텍,285490,2018,0
591,(주)노바텍,285490,2019,0
592,(주)노바텍,285490,2020,0
593,(주)노바텍,285490,2021,0
594,(주)노블엠앤비,106520,2012,0
595,(주)노블엠앤비,106520,2013,1
596,(주)노블엠앤비,106520,2014,0
597,(주)노블엠앤비,106520,2015,0
598,(주)노블엠앤비,106520,2016,0
599,(주)노블엠앤비,106520,2017,0
600,(주)노블엠앤비,106520,2018,0
601,(주)노블엠앤비,106520,2019,0
602,(주)노블엠앤비,106520,2020,0
603,(주)노블엠앤비,106520,2021,0
604,(주)노터스,278650,2019,0
605,(주)노터스,278650,2020,0
606,(주)노터스,278650,2021,0
607,(주)녹십자,006280,2011,0
608,(주)녹십자,006280,2012,0
609,(주)녹십자,006280,2013,1
610,(주)녹십자,006280,2014,0
611,(주)녹십자,006280,2015,1
612,(주)녹십자,006280,2016,0
613,(주)녹십자,006280,2017,0
614,(주)녹십자,006280,2018,0
615,(주)녹십자,006280,2019,0
616,(주)녹십자,006280,2020,1
617,(주)녹십자,006280,2021,1
618,(주)녹십자셀,031390,2011,0
619,(주)녹십자셀,031390,2012,0
620,(주)녹십자셀,031390,2013,0
621,(주)녹십자셀,031390,2014,0
622,(주)녹십자셀,031390,2015,0
623,(주)녹십자셀,031390,2016,0
624,(주)녹십자셀,031390,2017,0
625,(주)녹십자셀,031390,2018,1
626,(주)녹십자셀,031390,2019,1
627,(주)녹십자셀,031390,2020,0
628,(주)녹십자엠에스,142280,2014,0
629,(주)녹십자엠에스,142280,2015,0
630,(주)녹십자엠에스,142280,2016,0
631,(주)녹십자엠에스,142280,2017,0
632,(주)녹십자엠에스,142280,2018,0
633,(주)녹십자엠에스,142280,2019,0
634,(주)녹십자엠에스,142280,2020,0
635,(주)녹십자엠에스,142280,2021,0
636,(주)녹십자웰빙,234690,2019,0
637,(주)녹십자웰빙,234690,2020,0
638,(주)녹십자웰빙,234690,2021,1
639,(주)녹십자홀딩스,005250,2011,0
640,(주)녹십자홀딩스,005250,2012,1
641,(주)녹십자홀딩스,005250,2013,0
642,(주)녹십자홀딩스,005250,2014,1
643,(주)녹십자홀딩스,005250,2015,0
644,(주)녹십자홀딩스,005250,2016,0
645,(주)녹십자홀딩스,005250,2017,0
646,(주)녹십자홀딩스,005250,2018,0
647,(주)녹십자홀딩스,005250,2019,1
648,(주)녹십자홀딩스,005250,2020,1
649,(주)녹십자홀딩스,005250,2021,0
650,(주)녹원씨엔아이,065560,2011,0
651,(주)녹원씨엔아이,065560,2012,0
652,(주)녹원씨엔아이,065560,2013,0
653,(주)녹원씨엔아이,065560,2014,0
654,(주)녹원씨엔아이,065560,2015,0
655,(주)녹원씨엔아이,065560,2016,0
656,(주)녹원씨엔아이,065560,2017,0
657,(주)녹원씨엔아이,065560,2018,0
658,(주)녹원씨엔아이,065560,2019,0
659,(주)녹원씨엔아이,065560,2020,0
660,(주)녹원씨엔아이,065560,2021,0
661,(주)농심,004370,2011,0
662,(주)농심,004370,2012,0
663,(주)농심,004370,2013,0
664,(주)농심,004370,2014,0
665,(주)농심,004370,2015,0
666,(주)농심,004370,2016,0
667,(주)농심,004370,2017,0
668,(주)농심,004370,2018,0
669,(주)농심,004370,2019,0
670,(주)농심,004370,2020,0
671,(주)농심,004370,2021,0
672,(주)농심홀딩스,072710,2011,0
673,(주)농심홀딩스,072710,2012,0
674,(주)농심홀딩스,072710,2013,1
675,(주)농심홀딩스,072710,2014,0
676,(주)농심홀딩스,072710,2015,0
677,(주)농심홀딩스,072710,2016,0
678,(주)농심홀딩스,072710,2017,0
679,(주)농심홀딩스,072710,2018,0
680,(주)농심홀딩스,072710,2019,0
681,(주)농심홀딩스,072710,2020,0
682,(주)농심홀딩스,072710,2021,0
683,(주)누리플랜,069140,2011,0
684,(주)누리플랜,069140,2012,0
685,(주)누리플랜,069140,2013,0
686,(주)누리플랜,069140,2014,0
687,(주)누리플랜,069140,2015,0
688,(주)누리플랜,069140,2016,0
689,(주)누리플랜,069140,2017,0
690,(주)누리플랜,069140,2018,0
691,(주)누리플랜,069140,2019,0
692,(주)누리플랜,069140,2020,0
693,(주)누리플랜,069140,2021,0
694,(주)누리플렉스,040160,2012,0
695,(주)누리플렉스,040160,2013,0
696,(주)누리플렉스,040160,2014,0
697,(주)누리플렉스,040160,2015,0
698,(주)누리플렉스,040160,2016,0
699,(주)누리플렉스,040160,2017,0
700,(주)누리플렉스,040160,2018,0
701,(주)누리플렉스,040160,2019,0
702,(주)누리플렉스,040160,2020,0
703,(주)누리플렉스,040160,2021,0
704,(주)뉴트리,270870,2018,0
705,(주)뉴트리,270870,2019,1
706,(주)뉴트리,270870,2020,1
707,(주)뉴트리,270870,2021,1
708,(주)뉴파워프라즈마,144960,2016,0
709,(주)뉴파워프라즈마,144960,2017,1
710,(주)뉴파워프라즈마,144960,2018,0
711,(주)뉴파워프라즈마,144960,2019,0
712,(주)뉴파워프라즈마,144960,2020,0
713,(주)뉴파워프라즈마,144960,2021,0
714,(주)뉴프렉스,085670,2011,0
715,(주)뉴프렉스,085670,2012,0
716,(주)뉴프렉스,085670,2013,0
