회사명,거래소코드,회계년도,[제조]   연구비(연결),[제조]   경상개발비(연결),[제조]매출액(영업수익)(*)
(주)피씨디렉트,051380,2015/12,,,197723189
(주)피씨디렉트,051380,2016/12,,,208137846
(주)피씨디렉트,051380,2017/12,,,227418001
(주)피씨디렉트,051380,2018/12,,,240055038
(주)피씨디렉트,051380,2019/12,,,278615750
(주)피씨디렉트,051380,2020/12,,,313462867
(주)피씨디렉트,051380,2021/12,,,364850959
(주)피앤텔,054340,2011/12,0,1646422,53849629
(주)피앤텔,054340,2012/12,0,2481914,35911793
(주)피앤텔,054340,2013/12,0,1561276,42394494
(주)피앤텔,054340,2014/12,0,918892,9761740
(주)피앤텔,054340,2015/12,0,0,8515001
(주)피앤텔,054340,2016/12,0,467754,8299376
(주)피앤텔,054340,2017/12,0,427628,5324632
(주)피앤텔,054340,2018/12,0,217190,3943634
(주)피앤텔,054340,2019/12,0,200621,2082389
(주)피에스엠씨,024850,2011/12,0,183773,76942620
(주)피에스엠씨,024850,2012/12,0,0,69770341
(주)피에스엠씨,024850,2013/12,0,0,66187945
(주)피에스엠씨,024850,2014/12,0,0,55042947
(주)피에스엠씨,024850,2015/12,0,0,29217768
(주)피에스엠씨,024850,2016/12,0,0,17388456
(주)피에스엠씨,024850,2017/03,0,0,4468921
(주)피에스엠씨,024850,2018/03,0,0,22018339
(주)피에스엠씨,024850,2019/03,0,0,21079288
(주)피에스엠씨,024850,2020/03,0,0,25239715
(주)피에스엠씨,024850,2021/03,0,0,26914135
(주)피에이치씨,057880,2011/12,0,3594262,67972793
(주)피에이치씨,057880,2012/12,0,2842199,48465265
(주)피에이치씨,057880,2013/12,0,1671021,28958010
(주)피에이치씨,057880,2014/12,0,2223748,18715109
(주)피에이치씨,057880,2015/12,0,1010006,19762750
(주)피에이치씨,057880,2016/12,0,401927,18777867
(주)피에이치씨,057880,2017/12,0,674001,14270454
(주)피에이치씨,057880,2018/12,0,536424,6461844
(주)피에이치씨,057880,2019/12,0,141738,8178285
(주)피에이치씨,057880,2020/12,0,243887,22588526
(주)피에이치씨,057880,2021/12,0,660847,35707330
(주)피엔에이치테크,239890,2021/12,,,24058981
(주)피엔티,137400,2012/12,0,0,54670758
(주)피엔티,137400,2013/12,0,0,82704380
(주)피엔티,137400,2014/12,0,0,105650008
(주)피엔티,137400,2015/12,0,0,92554197
(주)피엔티,137400,2016/12,0,0,110496260
(주)피엔티,137400,2017/12,0,0,157081728
(주)피엔티,137400,2018/12,0,0,250564727
(주)피엔티,137400,2019/12,0,0,312614535
(주)피엔티,137400,2020/12,0,0,356334064
(주)피엔티,137400,2021/12,0,0,358856906
(주)피엔풍년,024940,2011/12,,,58188337
(주)피엔풍년,024940,2012/12,,,61678898
(주)피엔풍년,024940,2013/12,,,74142561
(주)피엔풍년,024940,2014/12,,,74554804
(주)피엔풍년,024940,2015/12,,,74519449
(주)피엔풍년,024940,2016/12,,,76146752
(주)피엔풍년,024940,2017/12,,,67111333
(주)피엔풍년,024940,2018/12,,,61842455
(주)피엔풍년,024940,2019/12,,,54592806
(주)피엔풍년,024940,2020/12,0,85523,57690337
(주)피엔풍년,024940,2021/12,0,95751,58206684
(주)피엘에이,082390,2011/12,0,98800,14452469
(주)피엘에이,082390,2012/12,0,0,9213911
(주)피엘에이,082390,2013/12,0,0,9533203
(주)피엘에이,082390,2014/12,0,0,3733294
(주)피엠디아카데미,144740,2013/12,,,28915975
(주)피엠디아카데미,144740,2014/12,,,30075687
(주)피엠디아카데미,144740,2015/12,,,31043661
(주)피엠디아카데미,144740,2016/12,,,10449416
(주)피엠디아카데미,144740,2017/12,,,6526262
(주)피엠에스,179440,2014/12,,,40572732
(주)피엠에스,179440,2015/12,,,38082951
(주)피제이메탈,128660,2011/12,,,137151565
(주)피제이메탈,128660,2012/12,,,118294560
(주)피제이메탈,128660,2013/12,,,121829092
(주)피제이메탈,128660,2014/12,,,115799392
(주)피제이메탈,128660,2015/12,,,101900866
(주)피제이메탈,128660,2016/12,,,99365541
(주)피제이메탈,128660,2017/12,,,135007816
(주)피제이메탈,128660,2018/12,,,150060076
(주)피제이메탈,128660,2019/12,,,142138702
(주)피제이메탈,128660,2020/12,,,128144127
(주)피제이메탈,128660,2021/12,,,246172067
(주)피제이전자,006140,2011/12,,,102270366
(주)피제이전자,006140,2012/12,,,111296785
(주)피제이전자,006140,2013/12,,,113158973
(주)피제이전자,006140,2014/12,,,104702473
(주)피제이전자,006140,2015/12,,,104793714
(주)피제이전자,006140,2016/12,,,105959818
(주)피제이전자,006140,2017/12,,,98557233
(주)피제이전자,006140,2018/12,,,101168945
(주)피제이전자,006140,2019/12,,,99328332
(주)피제이전자,006140,2020/12,,,104225686
(주)피제이전자,006140,2021/12,,,119898404
(주)피코그램,376180,2021/12,0,0,26313370
(주)피플바이오,304840,2020/12,,,507851
(주)피플바이오,304840,2021/12,0,2119064,164939
(주)피피아이,062970,2019/12,,,48631596
(주)피피아이,062970,2020/12,,,21853671
(주)피피아이,062970,2021/12,,,13458886
(주)픽셀플러스,087600,2015/12,0,11864693,106214922
(주)픽셀플러스,087600,2016/12,,,73444378
(주)픽셀플러스,087600,2017/12,,,54863317
(주)픽셀플러스,087600,2018/12,,,37849986
(주)픽셀플러스,087600,2019/12,,,35347030
(주)픽셀플러스,087600,2020/12,,,39080597
(주)픽셀플러스,087600,2021/12,,,50603998
(주)필옵틱스,161580,2017/12,0,6786574,279769940
(주)필옵틱스,161580,2018/12,0,111010,55515163
(주)필옵틱스,161580,2019/12,0,7781183,140377162
(주)필옵틱스,161580,2020/12,0,8434634,171275170
(주)필옵틱스,161580,2021/12,0,9515176,66834292
(주)핌스,347770,2020/12,0,764523,38776369
(주)핌스,347770,2021/12,0,781547,63751863
(주)핑거,163730,2021/12,0,292460,90942834
(주)하나기술,299030,2020/12,0,2661421,87422558
(주)하나기술,299030,2021/12,0,2666232,112376206
(주)하나투어,039130,2011/12,0,0,226023534
(주)하나투어,039130,2012/12,0,0,259175857
(주)하나투어,039130,2013/12,0,0,297598302
(주)하나투어,039130,2014/12,0,0,315417922
(주)하나투어,039130,2015/12,0,0,360011774
(주)하나투어,039130,2016/12,0,0,385789633
(주)하나투어,039130,2017/12,0,0,444648863
(주)하나투어,039130,2018/12,0,0,542073146
(주)하나투어,039130,2019/12,0,0,462940363
(주)하나투어,039130,2020/12,0,0,73947230
(주)하나투어,039130,2021/12,0,0,10781802
(주)하림,136480,2011/12,,,714466145
(주)하림,136480,2012/12,,,747581962
(주)하림,136480,2013/12,,,789049120
(주)하림,136480,2014/12,0,705608,754060662
(주)하림,136480,2015/12,0,924077,794594106
(주)하림,136480,2016/12,0,829765,822135760
(주)하림,136480,2017/12,0,859315,866516642
(주)하림,136480,2018/12,0,767616,828006891
(주)하림,136480,2019/12,0,937574,804827515
(주)하림,136480,2020/12,0,1055718,869657819
(주)하림,136480,2021/12,0,1160734,1087191457
(주)하림지주,003380,2017/12,0,5995000,12007594
(주)하림지주,003380,2018/12,0,4754000,12377914
(주)하림지주,003380,2019/12,0,5094000,13142700
(주)하림지주,003380,2020/12,0,6874000,15165830
(주)하림지주,003380,2021/12,0,7422000,44863866
(주)하림홀딩스,024660,2011/12,0,20482,2769217
(주)하림홀딩스,024660,2012/12,0,24905,690438
(주)하림홀딩스,024660,2013/12,0,209406,12920789
(주)하림홀딩스,024660,2014/12,0,112529,13210545
(주)하림홀딩스,024660,2015/12,0,58076,5007842
(주)하림홀딩스,024660,2016/12,0,2360,3785184
(주)하림홀딩스,024660,2017/12,0,1026341,6850706
(주)하이드로리튬,101670,2011/12,,,17043512
(주)하이드로리튬,101670,2012/12,,,15021697
(주)하이드로리튬,101670,2013/12,,,15303457
(주)하이드로리튬,101670,2014/12,,,10057353
(주)하이드로리튬,101670,2015/12,,,13625089
(주)하이드로리튬,101670,2016/12,,,14685102
(주)하이드로리튬,101670,2017/12,0,805180,13030513
(주)하이드로리튬,101670,2018/12,0,710685,11525626
(주)하이드로리튬,101670,2019/12,0,862540,11770769
(주)하이드로리튬,101670,2020/12,0,849346,10873503
(주)하이드로리튬,101670,2021/12,0,881037,15509087
(주)하이딥,365590,2020/12,,,
(주)하이딥,365590,2021/12,,,
(주)하이로닉,149980,2014/12,,,22816568
(주)하이로닉,149980,2015/12,0,1903912,17916048
(주)하이로닉,149980,2016/12,0,1742631,14768148
(주)하이로닉,149980,2017/12,0,2916620,14670508
(주)하이로닉,149980,2018/12,0,3107134,14240321
(주)하이로닉,149980,2019/12,0,2327397,13414980
(주)하이로닉,149980,2020/12,0,1966315,10661356
(주)하이로닉,149980,2021/12,0,1489669,20832274
(주)하이브,352820,2020/12,0,1654168,453369548
(주)하이브,352820,2021/12,0,2773818,536640323
(주)하이비젼시스템,126700,2011/12,,,
(주)하이비젼시스템,126700,2012/12,,,83599249
(주)하이비젼시스템,126700,2013/12,0,6321332,68274065
(주)하이비젼시스템,126700,2014/12,0,5456992,62178839
(주)하이비젼시스템,126700,2015/12,0,6639518,87280244
(주)하이비젼시스템,126700,2016/12,0,8054382,77082131
(주)하이비젼시스템,126700,2017/12,0,10450164,165307462
(주)하이비젼시스템,126700,2018/12,0,12579494,175468957
(주)하이비젼시스템,126700,2019/12,0,13512361,121976644
(주)하이비젼시스템,126700,2020/12,0,14947833,170577084
(주)하이비젼시스템,126700,2021/12,0,19097493,254589335
(주)하이소닉,106080,2011/12,0,333017,49666396
(주)하이소닉,106080,2012/12,0,585031,48336256
(주)하이소닉,106080,2013/12,0,948317,43739519
(주)하이소닉,106080,2014/12,0,809812,35183403
(주)하이소닉,106080,2015/12,0,579560,53606368
(주)하이소닉,106080,2016/12,0,647341,32294254
(주)하이소닉,106080,2017/12,0,591618,40084531
(주)하이소닉,106080,2018/12,0,671172,20064958
(주)하이소닉,106080,2019/12,0,150496,13164584
(주)하이소닉,106080,2020/12,0,0,10503544
(주)하이소닉,106080,2021/12,0,10225,4265804
(주)하이스틸,071090,2011/12,,,201572122
(주)하이스틸,071090,2012/12,,,261359568
(주)하이스틸,071090,2013/12,,,173733001
(주)하이스틸,071090,2014/12,,,190828623
(주)하이스틸,071090,2015/12,,,132863611
(주)하이스틸,071090,2016/12,,,148946925
(주)하이스틸,071090,2017/12,0,0,211722600
(주)하이스틸,071090,2018/12,0,0,171894281
(주)하이스틸,071090,2019/12,0,0,213437442
(주)하이스틸,071090,2020/12,0,0,156632188
(주)하이스틸,071090,2021/12,0,0,238750250
(주)하이텍팜,106190,2011/12,,,69268725
(주)하이텍팜,106190,2012/12,,,53873381
(주)하이텍팜,106190,2013/12,,,65183392
(주)하이텍팜,106190,2014/12,,,56897369
(주)하이텍팜,106190,2015/12,,,48092299
(주)하이텍팜,106190,2016/12,,,54835655
(주)하이텍팜,106190,2017/12,,,66049818
(주)하이텍팜,106190,2018/12,,,66388327
(주)하이텍팜,106190,2019/12,,,63067728
(주)하이텍팜,106190,2020/12,,,74462270
(주)하이텍팜,106190,2021/12,,,73287282
(주)하이트론씨스템즈,019490,2011/12,0,0,123051311
(주)하이트론씨스템즈,019490,2012/12,0,0,116592630
(주)하이트론씨스템즈,019490,2013/12,0,0,96641155
(주)하이트론씨스템즈,019490,2014/12,0,0,72572654
(주)하이트론씨스템즈,019490,2015/12,0,0,54341200
(주)하이트론씨스템즈,019490,2016/12,0,0,40808966
(주)하이트론씨스템즈,019490,2017/12,0,0,37484598
(주)하이트론씨스템즈,019490,2018/12,0,0,41536575
(주)하이트론씨스템즈,019490,2019/12,0,0,37332728
(주)하이트론씨스템즈,019490,2020/12,,,27273277
(주)하이트론씨스템즈,019490,2021/12,,,27476054
(주)하츠,066130,2011/12,,,66727518
(주)하츠,066130,2012/12,,,71446388
(주)하츠,066130,2013/12,,,66102103
(주)하츠,066130,2014/12,,,76057983
(주)하츠,066130,2015/12,,,81602173
(주)하츠,066130,2016/12,,,88233676
(주)하츠,066130,2017/12,,,101913075
(주)하츠,066130,2018/12,,,103531379
(주)하츠,066130,2019/12,,,112304948
(주)하츠,066130,2020/12,,,125078383
(주)하츠,066130,2021/12,,,137185086
(주)한국가구,004590,2011/12,0,0,11892258
(주)한국가구,004590,2012/12,0,0,10573482
(주)한국가구,004590,2013/12,0,29000,10040557
(주)한국가구,004590,2014/12,0,0,12229004
(주)한국가구,004590,2015/12,0,0,10246169
(주)한국가구,004590,2016/12,0,0,10173707
(주)한국가구,004590,2017/12,0,0,9407047
(주)한국가구,004590,2018/12,0,0,11772088
(주)한국가구,004590,2019/12,0,0,10924737
(주)한국가구,004590,2020/12,0,0,13295434
(주)한국가구,004590,2021/12,0,0,18858182
(주)한국경제티브이,039340,2011/12,0,0,71005343
(주)한국경제티브이,039340,2012/12,0,0,68563030
(주)한국경제티브이,039340,2013/12,0,0,54667384
(주)한국경제티브이,039340,2014/12,0,0,57192654
(주)한국경제티브이,039340,2015/12,0,0,70109215
(주)한국경제티브이,039340,2016/12,0,0,71295429
(주)한국경제티브이,039340,2017/12,0,0,61105576
(주)한국경제티브이,039340,2018/12,0,0,80724320
(주)한국경제티브이,039340,2019/12,0,0,76224204
(주)한국경제티브이,039340,2020/12,0,0,93303068
(주)한국경제티브이,039340,2021/12,0,0,116168396
(주)한국비엔씨,226610,2015/12,,,10636440
(주)한국비엔씨,256840,2016/12,,,
(주)한국비엔씨,226610,2016/12,,,12444907
(주)한국비엔씨,226610,2017/12,,,15016851
(주)한국비엔씨,256840,2017/12,,,
(주)한국비엔씨,226610,2018/12,,,16680986
(주)한국비엔씨,256840,2018/12,,,
(주)한국비엔씨,256840,2019/12,,,17668446
(주)한국비엔씨,256840,2020/12,,,19437876
(주)한국비엔씨,256840,2021/12,,,25248626
(주)한국아트라스비엑스,023890,2011/12,0,276392,463204322
(주)한국아트라스비엑스,023890,2012/12,0,318207,461760639
(주)한국아트라스비엑스,023890,2013/12,0,3255246,472780217
(주)한국아트라스비엑스,023890,2014/12,0,3829019,465161595
(주)한국아트라스비엑스,023890,2015/12,0,4466179,542112933
(주)한국아트라스비엑스,023890,2016/12,0,3941176,554361989
(주)한국아트라스비엑스,023890,2017/12,0,4443970,629506608
(주)한국아트라스비엑스,023890,2018/12,0,4822170,657402850
(주)한국아트라스비엑스,023890,2019/12,0,5587533,640849538
(주)한국아트라스비엑스,023890,2020/12,0,5092653,636001406
(주)한국전자홀딩스,006200,2011/12,0,53361,10021604
(주)한국전자홀딩스,006200,2012/12,0,153748,9910613
(주)한국전자홀딩스,006200,2013/12,0,17963,8949469
(주)한국전자홀딩스,006200,2014/12,0,62681,6286824
(주)한국전자홀딩스,006200,2015/12,0,15419,7436390
(주)한국전자홀딩스,006200,2016/12,0,0,8542234
(주)한국전자홀딩스,006200,2017/12,0,4060514,7778096
(주)한국전자홀딩스,006200,2018/12,0,4486016,4753640
(주)한국전자홀딩스,006200,2019/12,0,5602371,5248401
(주)한국전자홀딩스,006200,2020/12,0,5496905,4883639
(주)한국전자홀딩스,006200,2021/12,0,5799767,11603093
(주)한국종합기술,023350,2011/12,,,178015158
(주)한국종합기술,023350,2012/12,,,180763714
(주)한국종합기술,023350,2013/12,,,171018837
(주)한국종합기술,023350,2014/12,,,164370497
(주)한국종합기술,023350,2015/12,,,183988185
(주)한국종합기술,023350,2016/12,,,199370928
(주)한국종합기술,023350,2017/12,,,199604542
(주)한국종합기술,023350,2018/12,,,190942038
(주)한국종합기술,023350,2019/12,,,218943295
(주)한국종합기술,023350,2020/12,,,288230157
(주)한국종합기술,023350,2021/12,,,268251761
(주)한국카본,017960,2011/12,0,0,107843639
(주)한국카본,017960,2012/12,0,0,163282135
(주)한국카본,017960,2013/12,0,0,240270248
(주)한국카본,017960,2014/12,0,0,229643136
(주)한국카본,017960,2015/12,0,0,241307334
(주)한국카본,017960,2016/12,0,0,255166979
(주)한국카본,017960,2017/12,0,0,237633170
(주)한국카본,017960,2018/12,0,0,225982162
(주)한국카본,017960,2019/12,0,0,273130285
(주)한국카본,017960,2020/12,0,0,409524356
(주)한국카본,017960,2021/12,0,0,361307876
(주)한국큐빅,021650,2011/12,0,0,21170459
(주)한국큐빅,021650,2012/12,0,0,17804775
(주)한국큐빅,021650,2013/12,0,0,18500025
(주)한국큐빅,021650,2014/12,0,0,17583908
(주)한국큐빅,021650,2015/12,0,0,17465742
(주)한국큐빅,021650,2016/12,0,0,19730981
(주)한국큐빅,021650,2017/12,0,0,25500278
(주)한국큐빅,021650,2018/12,0,0,25879759
(주)한국큐빅,021650,2019/12,0,0,30164022
(주)한국큐빅,021650,2020/12,0,0,32819118
(주)한국큐빅,021650,2021/12,0,0,37126254
(주)한국테크놀로지,053590,2011/12,0,100028,5137925
(주)한국테크놀로지,053590,2012/12,,,5655633
(주)한국테크놀로지,053590,2013/12,,,6227658
(주)한국테크놀로지,053590,2014/12,,,20935527
(주)한국테크놀로지,053590,2015/12,,,7208124
(주)한국테크놀로지,053590,2016/12,,,4478417
(주)한국테크놀로지,053590,2017/12,,,9629681
(주)한국테크놀로지,053590,2018/12,,,11557270
(주)한국테크놀로지,053590,2019/12,0,545140,4631738
(주)한국테크놀로지,053590,2020/12,0,1213700,22131731
(주)한국테크놀로지,053590,2021/12,0,276262,15171891
(주)한국특강,007280,2011/12,,,694955436
(주)한국특강,007280,2012/12,,,647612376
(주)한국특강,007280,2013/12,,,563315975
(주)한국특강,007280,2014/12,,,433240152
(주)한국특강,007280,2015/12,,,280303244
(주)한국특강,007280,2016/12,,,247193160
(주)한국특강,007280,2017/12,,,346266581
(주)한국특강,007280,2018/12,,,364964702
(주)한국특강,007280,2019/12,,,390966862
(주)한국특강,007280,2020/12,,,415313517
(주)한국특강,007280,2021/12,,,691525200
(주)한국파마,032300,2020/12,,,71509726
(주)한국파마,032300,2021/12,,,79576700
(주)한국팩키지,037230,2011/12,,,59734863
(주)한국팩키지,037230,2012/12,,,51424697
(주)한국팩키지,037230,2013/12,,,49224173
(주)한국팩키지,037230,2014/12,,,48879439
(주)한국팩키지,037230,2015/12,,,55937917
(주)한국팩키지,037230,2016/12,,,59078483
(주)한국팩키지,037230,2017/12,,,56972317
(주)한국팩키지,037230,2018/12,,,56852305
(주)한국팩키지,037230,2019/12,,,58376992
(주)한국팩키지,037230,2020/12,,,56495798
(주)한국팩키지,037230,2021/12,,,56223518
(주)한국화장품제조,003350,2011/12,,,26026970
(주)한국화장품제조,003350,2012/12,,,31270181
(주)한국화장품제조,003350,2013/12,,,31112773
(주)한국화장품제조,003350,2014/12,,,35457341
(주)한국화장품제조,003350,2015/12,,,45478447
(주)한국화장품제조,003350,2016/12,,,64948683
(주)한국화장품제조,003350,2017/12,,,67175473
(주)한국화장품제조,003350,2018/12,,,88233207
(주)한국화장품제조,003350,2019/12,,,76491978
(주)한국화장품제조,003350,2020/12,,,61990282
(주)한국화장품제조,003350,2021/12,,,67809682
(주)한글과컴퓨터,030520,2011/12,0,5922539,57315868
(주)한글과컴퓨터,030520,2012/12,0,11246646,65928157
(주)한글과컴퓨터,030520,2013/12,0,12989586,68845615
(주)한글과컴퓨터,030520,2014/12,0,13158166,76170162
(주)한글과컴퓨터,030520,2015/12,0,14691795,84539303
(주)한글과컴퓨터,030520,2016/12,0,15368204,89920951
(주)한글과컴퓨터,030520,2017/12,0,15268525,94824117
(주)한글과컴퓨터,030520,2018/12,0,15221325,96670831
(주)한글과컴퓨터,030520,2019/12,0,16496992,100395826
(주)한글과컴퓨터,030520,2020/12,0,16809633,109355199
(주)한글과컴퓨터,030520,2021/12,0,20199920,115301322
(주)한네트,052600,2011/12,,,31027773
(주)한네트,052600,2012/12,,,27130214
(주)한네트,052600,2013/12,,,28296872
(주)한네트,052600,2014/12,,,27716217
(주)한네트,052600,2015/12,,,28229484
(주)한네트,052600,2016/12,,,28849127
(주)한네트,052600,2017/12,,,27605285
(주)한네트,052600,2018/12,,,27170017
(주)한네트,052600,2019/12,,,25948122
(주)한네트,052600,2020/12,,,24447156
(주)한네트,052600,2021/12,,,23084316
(주)한농화성,011500,2011/12,,,206450036
(주)한농화성,011500,2012/12,,,211200074
(주)한농화성,011500,2013/12,,,224375279
(주)한농화성,011500,2014/12,,,217779954
(주)한농화성,011500,2015/12,,,200994244
(주)한농화성,011500,2016/12,,,204984259
(주)한농화성,011500,2017/12,,,236295858
(주)한농화성,011500,2018/12,,,223214119
(주)한농화성,011500,2019/12,,,204694663
(주)한농화성,011500,2020/12,,,208254762
(주)한농화성,011500,2021/12,,,268796630
(주)한독,002390,2011/12,0,15231210,332903154
(주)한독,002390,2012/12,0,12850803,314646329
(주)한독,002390,2013/12,0,17531687,327935993
(주)한독,002390,2014/12,,,348310911
(주)한독,002390,2015/12,0,18808972,358476926
(주)한독,002390,2016/12,0,18472455,396252889
(주)한독,002390,2017/12,0,22448582,413449630
(주)한독,002390,2018/12,0,21118967,440098077
(주)한독,002390,2019/12,0,19239555,466401406
(주)한독,002390,2020/12,0,20134769,497227615
(주)한독,002390,2021/12,0,22878548,511148488
(주)한독크린텍,256150,2019/12,,,48359058
(주)한독크린텍,256150,2020/12,,,61027594
(주)한독크린텍,256150,2021/12,,,52658011
(주)한미글로벌건축사사무소,053690,2011/12,0,2793882,130157970
(주)한미글로벌건축사사무소,053690,2012/12,0,3067939,161993619
(주)한미글로벌건축사사무소,053690,2013/12,0,2714188,108717082
(주)한미글로벌건축사사무소,053690,2014/12,0,0,91869475
(주)한미글로벌건축사사무소,053690,2015/12,0,0,106927745
(주)한미글로벌건축사사무소,053690,2016/12,0,0,104558383
(주)한미글로벌건축사사무소,053690,2017/12,0,0,110345097
(주)한미글로벌건축사사무소,053690,2018/12,0,0,126301947
(주)한미글로벌건축사사무소,053690,2019/12,0,0,101759309
(주)한미글로벌건축사사무소,053690,2020/12,0,0,116374258
(주)한미글로벌건축사사무소,053690,2021/12,0,0,139233054
(주)한빛소프트,047080,2011/12,0,1944519,32219889
(주)한빛소프트,047080,2012/12,0,1411768,28715359
(주)한빛소프트,047080,2013/12,0,150749,23470147
(주)한빛소프트,047080,2014/12,0,218831,21445617
(주)한빛소프트,047080,2015/12,0,258898,19229210
(주)한빛소프트,047080,2016/12,0,389707,27092790
(주)한빛소프트,047080,2017/12,0,468490,32845297
(주)한빛소프트,047080,2018/12,0,716913,30659088
(주)한빛소프트,047080,2019/12,0,1052390,32988265
(주)한빛소프트,047080,2020/12,0,863985,33561627
(주)한빛소프트,047080,2021/12,0,1967231,29061619
(주)한샘,009240,2011/12,0,1506307,676890921
(주)한샘,009240,2012/12,0,1815627,733566771
(주)한샘,009240,2013/12,0,2662690,955957542
(주)한샘,009240,2014/12,0,2882661,1265508559
(주)한샘,009240,2015/12,0,4667496,1631046866
(주)한샘,009240,2016/12,0,3925625,1855003163
(주)한샘,009240,2017/12,0,7238723,1973868806
(주)한샘,009240,2018/12,0,7651232,1847989367
(주)한샘,009240,2019/12,0,6945685,1605551061
(주)한샘,009240,2020/12,0,7660036,1723926567
(주)한샘,009240,2021/12,0,11140873,1773410963
(주)한섬,020000,2011/12,0,0,501007869
(주)한섬,020000,2012/12,0,0,489550165
(주)한섬,020000,2013/12,0,0,462603717
(주)한섬,020000,2014/12,0,0,509179833
(주)한섬,020000,2015/12,0,0,615393890
(주)한섬,020000,2016/12,0,0,710321856
(주)한섬,020000,2017/12,0,0,765914995
(주)한섬,020000,2018/12,0,0,766644345
(주)한섬,020000,2019/12,0,0,994560576
(주)한섬,020000,2020/12,0,0,1194779636
(주)한섬,020000,2021/12,0,0,1384773096
(주)한솔케미칼,014680,2011/12,0,0,278623403
(주)한솔케미칼,014680,2012/12,0,0,293809915
(주)한솔케미칼,014680,2013/12,0,0,286157035
(주)한솔케미칼,014680,2014/12,0,0,277931459
(주)한솔케미칼,014680,2015/12,0,579245,290202958
(주)한솔케미칼,014680,2016/12,0,88628,315815438
(주)한솔케미칼,014680,2017/12,0,546265,341858961
(주)한솔케미칼,014680,2018/12,0,2804053,409357852
(주)한솔케미칼,014680,2019/12,0,2254520,401866639
(주)한솔케미칼,014680,2020/12,0,185,457470879
(주)한솔케미칼,014680,2021/12,0,287199,570246565
(주)한솔홈데코,025750,2011/12,0,36524,172508366
(주)한솔홈데코,025750,2012/12,0,10525,189199921
(주)한솔홈데코,025750,2013/12,0,12306,233952458
(주)한솔홈데코,025750,2014/12,0,9502,235256768
(주)한솔홈데코,025750,2015/12,0,25217,239246344
(주)한솔홈데코,025750,2016/12,0,32978,234363347
(주)한솔홈데코,025750,2017/12,0,64455,253915092
(주)한솔홈데코,025750,2018/12,0,31792,290916765
(주)한솔홈데코,025750,2019/12,0,26303,256728513
(주)한솔홈데코,025750,2020/12,0,97295,248115962
(주)한솔홈데코,025750,2021/12,0,337620,257504996
(주)한송네오텍,226440,2015/12,,,
(주)한송네오텍,226440,2016/12,,,
(주)한송네오텍,226440,2017/12,,,
(주)한송네오텍,226440,2018/12,,,38337462
(주)한송네오텍,226440,2019/12,,,21519923
(주)한송네오텍,226440,2020/12,0,612171,19347175
(주)한송네오텍,226440,2021/12,0,649237,26287627
(주)한익스프레스,014130,2011/12,0,0,235054445
(주)한익스프레스,014130,2012/12,0,0,251733998
(주)한익스프레스,014130,2013/12,0,0,308693089
(주)한익스프레스,014130,2014/12,0,0,346462220
(주)한익스프레스,014130,2015/12,0,0,421853267
(주)한익스프레스,014130,2016/12,0,0,451168903
(주)한익스프레스,014130,2017/12,0,0,509003081
(주)한익스프레스,014130,2018/12,0,0,543385385
(주)한익스프레스,014130,2019/12,0,0,548988971
(주)한익스프레스,014130,2020/12,0,0,585162277
(주)한익스프레스,014130,2021/12,0,0,688990229
(주)한일진공,123840,2011/12,,,
(주)한일진공,123840,2012/12,,,
(주)한일진공,123840,2013/12,0,335571,42013925
(주)한일진공,123840,2014/12,0,347567,12681331
(주)한일진공,123840,2015/12,0,413864,26123443
(주)한일진공,123840,2016/12,0,504872,19867070
(주)한일진공,123840,2017/12,0,429573,21692056
(주)한일진공,123840,2018/12,0,503397,47511529
(주)한일진공,123840,2019/12,0,620887,20434927
(주)한일진공,123840,2020/12,0,609539,11921487
(주)한일진공,123840,2021/12,0,662897,8465832
(주)한진,002320,2011/12,0,0,1191850513
(주)한진,002320,2012/12,0,0,1209784533
(주)한진,002320,2013/12,0,0,1255118807
(주)한진,002320,2014/12,0,0,1306361161
(주)한진,002320,2015/12,0,0,1542211179
(주)한진,002320,2016/12,0,0,1583942390
(주)한진,002320,2017/12,0,0,1611776815
(주)한진,002320,2018/12,0,0,1716217907
(주)한진,002320,2019/12,0,0,1811710880
(주)한진,002320,2020/12,0,0,1928149580
(주)한진,002320,2021/12,0,0,2155710482
(주)한진중공업홀딩스,003480,2011/12,0,5866000,13705000
(주)한진중공업홀딩스,003480,2012/12,0,5089000,13727000
(주)한진중공업홀딩스,003480,2013/12,0,5019000,16522000
(주)한진중공업홀딩스,003480,2014/12,0,5714000,15091000
(주)한진중공업홀딩스,003480,2015/12,0,3209000,15233000
(주)한진중공업홀딩스,003480,2016/12,0,2297000,11484000
(주)한진중공업홀딩스,003480,2017/12,0,0,10984000
(주)한진중공업홀딩스,003480,2018/12,0,0,4192000
(주)한진중공업홀딩스,003480,2019/12,0,0,8533000
(주)한진중공업홀딩스,003480,2020/12,0,0,10891000
(주)한진중공업홀딩스,003480,2021/12,0,0,11211000
(주)한진칼,180640,2013/12,0,192781,14710852
(주)한진칼,180640,2014/12,0,266985,41815085
(주)한진칼,180640,2015/12,0,0,41638210
(주)한진칼,180640,2016/12,0,0,60147377
(주)한진칼,180640,2017/12,0,0,58767782
(주)한진칼,180640,2018/12,0,0,61814665
(주)한진칼,180640,2019/12,0,0,65099543
(주)한진칼,180640,2020/12,0,0,41685803
(주)한진칼,180640,2021/12,0,0,33445400
(주)한진피앤씨,061460,2011/12,0,156876,107373066
