회사명,거래소코드,회계년도,[제조]비유동비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]유동부채비율(IFRS연결),[제조]차입금비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]유보액대비율(IFRS연결),[제조]유보액 대 납입자본배율(IFRS연결),[제조]투자집중도(IFRS연결)
(주)휴스틸,005010,2018/12,74.75,168.67,78.46,39.85,48.63,43.8,28.02,2.99,61.04,9.78,93.77
(주)휴스틸,005010,2019/12,79.2,181.34,89.9,35.17,46.03,36.86,27.93,-3.1,61.9,9.41,95.38
(주)휴스틸,005010,2020/12,82.68,209.42,109.18,34.42,45.76,30.12,28.13,6.11,62.3,9.88,145.67
(주)휴스틸,005010,2021/12,86.21,234.65,100.18,30.65,51.97,28.03,20.09,24.25,61.69,14.98,142.55
(주)휴엠앤씨,263920,2017/12,,,,,,,,,,,
(주)휴엠앤씨,263920,2018/12,104.02,150.46,116.65,52.52,49.58,30.28,36.46,-0.53,54.86,4.57,91.97
(주)휴엠앤씨,263920,2019/12,78.57,391.72,329.19,88.23,41.53,16.07,16.78,0.39,65.31,12.21,297.86
(주)휴엠앤씨,263920,2020/12,94.56,108.51,85.74,38.46,70.08,69.6,46.37,-1.26,45.84,3.54,118.63
(주)휴엠앤씨,263920,2021/12,46.65,747.49,693.88,581.86,9.38,8.39,2.41,-2.02,32.18,0.54,181.08
(주)휴온스,243070,2016/12,,,,,,,,,,,
(주)휴온스,243070,2017/12,46.38,214.61,165.05,55.59,66.02,55.75,28.34,32.61,59.05,40.31,70.22
(주)휴온스,243070,2018/12,47.39,225.79,170.58,34.08,49.91,45.4,16.03,47.22,65.47,40.3,70.47
(주)휴온스,243070,2019/12,50.13,208.89,152.66,39.3,51.52,48.54,17.96,42.93,64.89,43.39,75.08
(주)휴온스,243070,2020/12,61.11,214.08,164.37,21.54,71.05,51.35,41.4,30.04,58.78,49.56,85.39
(주)휴온스,243070,2021/12,74.79,158.96,114.49,38.83,61.43,54.51,29.4,16.86,62.19,50.04,75.38
(주)휴온스글로벌,084110,2011/12,,,,,,,,,,,
(주)휴온스글로벌,084110,2012/12,91.31,167.58,135.65,35.35,99.66,64.66,75.36,4.44,49.38,19.31,127.68
(주)휴온스글로벌,084110,2013/12,77.53,171.76,136.73,30.49,64.67,50.73,42.28,10.37,58.72,22.75,121.95
(주)휴온스글로벌,084110,2014/12,51.66,265.87,219.41,79.37,35.11,31.39,19.55,18.74,71.79,32.34,131.32
(주)휴온스글로벌,084110,2015/12,51.98,271.37,230.56,113.46,31.26,29.21,13.79,55.67,77.53,42.74,111.8
(주)휴온스글로벌,084110,2016/12,74.53,244.18,203.15,101.64,22.73,19.74,12.23,44.63,81.58,93.53,305.4
(주)휴온스글로벌,084110,2017/12,76.05,250.36,198.89,89.96,22.6,18.59,12.34,39.89,81.66,99.34,165.94
(주)휴온스글로벌,084110,2018/12,79.1,222.96,174.76,62.71,24.92,20.55,12.12,43.59,80.08,103.58,151.52
(주)휴온스글로벌,084110,2019/12,79.19,203.52,153.96,53.03,27.56,23.77,13.37,48.59,78.41,106.56,141.23
(주)휴온스글로벌,084110,2020/12,79.6,180.02,143.1,46.03,44.8,36.22,29.34,30.66,69.28,114.71,155.09
(주)휴온스글로벌,084110,2021/12,78.16,178.25,149.18,62.94,50.83,40.77,29.43,10.29,66.59,142.11,187.17
(주)흥국,010240,2011/12,138.63,173.73,125.03,30.72,123.53,48.87,89.2,8.7,41.32,12.1,67.58
(주)흥국,010240,2012/12,109.63,207.27,170.22,45,110.21,48.53,86.58,2.82,44.13,12.82,82.1
(주)흥국,010240,2013/12,98.68,160.53,128.76,21.8,86.75,54.86,63.03,3.66,49.88,13.61,86.59
(주)흥국,010240,2014/12,89.72,243.94,188.77,25.74,72.3,33.85,51.69,3.08,54.15,13.91,87.41
(주)흥국,010240,2015/12,79.12,182.44,141.41,28,56.75,42.55,42.05,3.88,59.6,14.2,90.46
(주)흥국,010240,2016/12,96.3,161.63,102.35,13.79,39.74,26.88,20.11,12.34,67.13,15.14,87.51
(주)흥국,010240,2017/12,80.05,178.4,117.45,10.93,41.23,34.29,14.48,39.93,66.86,16.94,69.2
(주)흥국,010240,2018/12,70.11,217.18,137.81,47.85,43.27,33.68,12.97,51.28,62.82,9.01,62.77
(주)흥국,010240,2019/12,65.97,220.12,150.5,68.97,36.85,32.2,12.28,33.57,66.4,9.95,72.98
(주)흥국,010240,2020/12,59.98,258.03,183.1,64.28,46.64,33.59,18.86,89.08,65.24,11.49,75.86
(주)흥국,010240,2021/12,56.22,329.33,180.99,65.6,37.78,24.77,17.23,55.29,69.87,13.42,73.87
(주)흥국에프엔비,189980,2015/12,73.46,348.06,234.49,113,17.29,12.59,11.56,26.37,80.37,16.44,144.52
(주)흥국에프엔비,189980,2016/12,86.43,218.59,107.28,28.91,20.63,15.65,14.65,19.35,92.31,16.83,129.93
(주)흥국에프엔비,189980,2017/12,73.1,268.91,179.94,18.82,22.32,18.3,16.72,15.82,90.72,17.36,141.48
(주)흥국에프엔비,189980,2018/12,76.57,165.44,109.47,9.74,37.03,36.54,29,39.56,80.67,17.99,146.83
(주)흥국에프엔비,189980,2019/12,79.26,160.65,111.08,38.31,39.39,37.43,30.78,117.53,78.8,19.17,136.83
(주)흥국에프엔비,189980,2020/12,77.32,177.74,121.53,46.45,34.52,32.18,28.68,19.04,80.96,19.52,153.74
(주)흥국에프엔비,189980,2021/12,98.57,112.18,83.71,24.21,62.07,56.61,49.22,15.76,65.51,21.61,157.34
(주)희림종합건축사사무소,037440,2011/12,,,,,,,,,,,
(주)희림종합건축사사무소,037440,2012/12,,,,,,,,,,,
(주)희림종합건축사사무소,037440,2013/12,36.17,150.85,150.85,2.61,125.54,125.54,77.81,2.36,46.14,8.57,80.94
(주)희림종합건축사사무소,037440,2014/12,47.59,146.69,146.69,6.22,221.45,186.7,127.41,-3.42,32.56,6.5,96.68
(주)희림종합건축사사무소,037440,2015/12,48.36,143.09,143.09,19.41,197.95,174.43,110.29,2.47,34.54,7.07,93.82
(주)희림종합건축사사무소,037440,2016/12,53.85,126.58,126.58,19.74,193.52,189.34,102.28,2,34.94,7.2,89.96
(주)희림종합건축사사무소,037440,2017/12,51.29,148.13,148.13,24.56,160.82,141.45,86.26,3.82,39.27,7.59,73.74
(주)희림종합건축사사무소,037440,2018/12,51.42,148.21,148.21,33.54,160.13,140.82,79.19,3.28,39.37,7.61,68.81
(주)희림종합건축사사무소,037440,2019/12,66.75,129.41,129.41,37.64,194.86,176.27,98.56,2.88,35.22,8.18,80.84
(주)희림종합건축사사무소,037440,2020/12,70.68,134.71,134.71,39.98,185.6,159.54,92.35,4.03,36.35,8.76,73.96
(주)희림종합건축사사무소,037440,2021/12,66.37,139.4,139.4,38.88,177.14,151.19,80.03,4.78,37.37,9.35,73.91
(주)힘스,238490,2017/12,,,,,,,,,,,
(주)힘스,238490,2018/12,,,,,,,,,,,
(주)힘스,238490,2019/12,,,,,,,,,,,
(주)힘스,238490,2020/12,51.37,615.12,460.31,319.72,16.88,10.65,0.67,218.71,79.33,12.74,79.75
(주)힘스,238490,2021/12,68.54,392.86,283.56,181.11,14.05,11.59,0.63,-52.34,82.24,12.26,148.92
(주)힘스인터내셔널,181980,2013/12,,,,,,,,,,,
(주)힘스인터내셔널,181980,2014/12,,,,,,,,,,,
3노드디지탈그룹유한공사,900010,2011/12,91.91,113.49,94.82,11.05,221.47,202.27,105.65,0.5,29.13,14.77,90.09
3노드디지탈그룹유한공사,900010,2012/12,104.01,112.82,94.91,14.55,232.47,202.5,118.17,-0.24,28.01,13.54,73.2
AJ네트웍스(주),095570,2015/12,369.95,30.94,27.62,10.38,333.45,205.3,290.89,1.84,20.36,7.5,155.47
AJ네트웍스(주),095570,2016/12,406.07,34.81,29.89,12.95,386.87,232.14,340.22,1.43,18.29,8.13,158.52
AJ네트웍스(주),095570,2017/12,455.16,26.4,21.89,6.41,426.47,270.08,371.15,1.57,17.01,8.55,157.35
AJ네트웍스(주),095570,2018/12,216.3,93.93,90.73,3.33,423.61,327.17,201.88,-0.58,17.28,9.5,60.4
AJ네트웍스(주),095570,2019/12,374.91,62.88,55.52,15.43,419.16,229.41,360.37,0.38,16.67,6.42,81.32
AJ네트웍스(주),095570,2020/12,428.28,50.03,45.28,9.85,451.43,246.14,393.01,0.49,15.55,5.27,126.4
AJ네트웍스(주),095570,2021/12,298.23,52.16,48.4,16.23,273.79,144.87,240.49,1.4,23.81,6.89,113.96
CS홀딩스(주),000590,2011/12,77.02,399.35,311.37,189.29,15.95,9.75,1.16,119.82,83.3,27.24,125.54
CS홀딩스(주),000590,2012/12,75.48,489.29,372.19,260.55,12.74,7.61,0.77,149.55,85.79,28.43,131.52
CS홀딩스(주),000590,2013/12,59.56,592.23,443.51,255.67,14.78,9.32,0.62,501.89,84.75,34.34,150.78
CS홀딩스(주),000590,2014/12,56.31,584.04,448.76,240.46,16.03,10.23,2.54,476.48,84.05,37.91,168.54
CS홀딩스(주),000590,2015/12,46.81,601.6,505.32,259.83,15.89,11.48,3.57,314.76,84.34,41.63,195.58
CS홀딩스(주),000590,2016/12,43.99,773.92,664.96,297.79,12.23,8.82,2.77,241.44,87.21,44.41,227.38
CS홀딩스(주),000590,2017/12,43.38,764.01,661.39,335.83,12.25,9.01,3.04,127.52,87.25,45.71,207.02
CS홀딩스(주),000590,2018/12,42.2,907.08,772.8,377.79,10.8,7.56,1.89,54.91,88.43,46.63,205.73
CS홀딩스(주),000590,2019/12,41.76,1017.94,870.24,537.41,9.83,6.69,0.87,209.47,89.28,48.61,191.01
CS홀딩스(주),000590,2020/12,45.29,1000.6,836.18,705.08,9.53,6.42,0.85,272.25,89.58,50.24,190.77
CS홀딩스(주),000590,2021/12,52.73,647.77,493.15,334.23,13.3,9.35,1.3,357.16,86.89,53.25,158.1
HD현대(주),267250,2017/12,,,,,,,,,,,
HD현대(주),267250,2018/12,137.04,102.59,52.59,12.7,121.22,82.05,74.61,3.83,46.95,134.62,68.67
HD현대(주),267250,2019/12,132.78,123.85,75.52,25.29,116.38,67.5,72.78,2.28,47.8,150.96,76.78
HD현대(주),267250,2020/12,166.79,127.03,79.34,32.17,139.32,57.1,97.99,-2.53,43.32,141.29,107.79
HD현대(주),267250,2021/12,188.55,114.69,64.38,18.29,201.29,98.3,127.7,3.7,34.33,150.99,99.62
KB오토시스(주),024120,2011/12,108.61,113.04,64.62,11.26,97.39,78.54,62.99,3.09,45.29,8.42,93.09
KB오토시스(주),024120,2012/12,102.33,133.86,80.24,13.07,85.5,62.13,56.36,4.88,48.41,8.79,80.76
KB오토시스(주),024120,2013/12,107.45,132.31,83.48,18.1,94.96,66.14,57.19,6.93,46.3,9.27,82.98
KB오토시스(주),024120,2014/12,112.98,126.75,76.12,14.49,88.37,59.48,61.85,5.43,48.12,9.68,99.4
KB오토시스(주),024120,2015/12,111.98,125.96,82.37,14.91,95.83,66.57,63.79,8.52,46.55,10.3,94.27
KB오토시스(주),024120,2016/12,105.81,136.64,91.37,15.15,85.19,58.1,51.09,16.98,49.95,12.33,81.38
KB오토시스(주),024120,2017/12,98.83,120.07,83.22,14.61,76.03,64.29,46.23,21.4,52.97,13.8,87.12
KB오토시스(주),024120,2018/12,80.7,167.32,124.27,23.48,53.69,43.62,30.24,16.06,61.12,15.47,87.59
KB오토시스(주),024120,2019/12,74.25,206.72,135.98,26.82,40.36,31.98,19.27,18.43,67.25,16.82,88.7
KB오토시스(주),024120,2020/12,68.69,184.34,125.72,15.02,47.39,42.69,23.16,12.72,64.04,16.84,98.33
KB오토시스(주),024120,2021/12,74.4,187.55,122.33,39.17,56.65,43.86,34.82,-9.85,60.24,16.76,117.13
KCW(주),068060,2011/12,146.62,88.69,69.09,21.23,183.09,153.88,122.76,1.9,32.59,11.92,85.5
KCW(주),068060,2012/12,142.28,94.48,70.76,20.94,181.52,147.38,116.95,1.99,32.93,12.7,80.4
KCW(주),068060,2013/12,128.19,110.07,82.95,20.95,171.61,130.3,105.11,1.85,34.31,13.7,77.28
KCW(주),068060,2014/12,118.84,117.39,87.6,20.54,152.13,113.54,81.33,2.68,37.13,14.69,71.68
KD(주),044180,2011/12,167.88,88.73,84.61,16.46,220.96,172.54,62.48,0.72,24.09,3.41,73.56
KD(주),044180,2012/12,91.57,109.7,97.39,1.63,148.14,142.73,7.53,1.6,3.16,0.09,107.27
KD(주),044180,2013/12,142.46,86.01,68.89,3.22,246.85,237.62,40.28,-2.06,13.44,0.87,98.25
KD(주),044180,2014/12,66.14,143.63,84.8,3.06,93.18,88.45,59.15,-9.32,1.15,0.02,112.53
KD(주),044180,2015/12,64.89,132.9,74.79,9.64,125.78,121.07,48.64,1.6,4.69,0.12,124.03
KD(주),044180,2016/12,35.31,313.79,191.68,25.58,51.67,37.08,33.3,2.3,23.53,0.55,163.1
KD(주),044180,2017/12,72.26,145.41,50.29,0.46,142.35,116.97,98.62,-9.74,5.27,0.15,333.16
KD(주),044180,2018/12,306.69,85.88,24.3,5.98,548.06,397.48,199.62,-3.84,-10.68,-0.41,246.63
KD(주),044180,2019/12,305.45,66.77,28.87,8.54,322.26,174.93,168.58,1.63,-4.65,-0.16,67.69
KD(주),044180,2020/12,322.66,125.38,26.5,5.93,414.95,153.38,213.87,-2.22,13.86,2.49,395.86
KD(주),044180,2021/12,277.98,207.72,88.79,2.11,423.14,118.02,257.83,-3.25,13.06,2.16,627.86
KG스틸(주),016380,2011/12,260.62,63.67,35.55,2.02,256.56,150.68,163.62,0.12,22.41,3.71,114.37
KG스틸(주),016380,2012/12,264.98,67.54,39.27,2.67,262.61,144.56,163.34,0.08,21.89,3.59,122.25
KG스틸(주),016380,2013/12,278.87,54.29,31.18,2.44,295.07,200.95,185.72,0.13,19.6,3.2,132.03
KG스틸(주),016380,2014/12,3125.43,79.12,52.28,2.07,4783.09,2221.65,3271,-0.85,-8.24,-0.75,107.05
KG스틸(주),016380,2015/12,62205.43,73.23,43.89,7.2,84510.24,30593.95,63840.02,0.45,-5.35,-0.98,121.8
KG스틸(주),016380,2016/12,1587.15,81.59,53.74,14.69,2136.01,795.31,1578.87,0.83,-1.93,-0.3,119.53
KG스틸(주),016380,2017/12,1096.33,36.68,23.64,5.91,1521.62,1432.06,1064.95,-0.08,-0.56,-0.08,100.27
KG스틸(주),016380,2018/12,25175.7,86.93,54.26,8.93,38840.82,15835.61,27063.29,-0.12,-7.4,-0.97,94.81
KG스틸(주),016380,2019/12,179.27,118.54,70.25,9.88,164.8,72.15,120.24,0.34,14.19,0.6,93.34
KG스틸(주),016380,2020/12,165.37,136.39,70.15,4.25,132.11,48.93,92.94,2.67,18.49,0.75,87.03
KG스틸(주),016380,2021/12,143.27,137.72,56.58,8.32,140.93,70.91,99.24,7.79,21.47,1.07,76.52
KISCO홀딩스(주),001940,2011/12,68.65,417.19,345.28,81.23,14.21,10.92,3.59,-29.29,85.57,36.11,77.08
KISCO홀딩스(주),001940,2012/12,64.62,593.85,487.24,122.44,10.74,7.77,1.52,50.96,88.34,37.76,84.8
KISCO홀딩스(주),001940,2013/12,60.18,348.98,248.01,41.83,21.29,17.51,0.91,14.97,81.32,60.62,96.21
KISCO홀딩스(주),001940,2014/12,63.77,337,243.69,35.74,22.16,17.33,1.36,19.51,80.73,60.29,104.45
KISCO홀딩스(주),001940,2015/12,56.76,456.05,385.24,56.58,17.06,13.22,0.11,668.13,84.33,64.22,118.83
KISCO홀딩스(주),001940,2016/12,48.91,513.76,442.89,58.52,17.27,13.31,0.26,1832.26,84.24,68.11,133.87
KISCO홀딩스(주),001940,2017/12,34.58,500.19,439.65,70.55,18.27,16.73,0.37,932.15,83.51,67.29,119.51
KISCO홀딩스(주),001940,2018/12,33.41,462.03,404.8,66.56,20.81,18.92,0.45,167.44,81.78,68.39,114.75
KISCO홀딩스(주),001940,2019/12,34.84,567.04,499.6,62.43,17.31,14.54,1.92,117.66,84.25,71.01,125.89
KISCO홀딩스(주),001940,2020/12,32.09,577.55,525.17,68.24,17.21,14.74,0.99,177.81,84.59,71.63,142.76
KISCO홀딩스(주),001940,2021/12,30.24,545.74,479.39,21.12,18.82,16.23,0.8,634.79,84.54,77.24,103.61
LG이노텍(주),011070,2011/12,201.84,117.78,92.28,29.56,232.87,111.25,169.44,-0.66,27.76,12.15,91.7
LG이노텍(주),011070,2012/12,221.81,103.18,79.39,17.56,285.26,158.42,170.92,0.71,23.9,11.58,86.75
LG이노텍(주),011070,2013/12,195.49,123.17,100.08,24.53,247.88,123.73,164.04,1.33,26.55,12.06,69.62
LG이노텍(주),011070,2014/12,138.33,126.44,104.97,24.08,161.05,97.06,86.08,4.07,35.64,13.34,64.67
LG이노텍(주),011070,2015/12,120.42,138.09,114.7,27.81,121.77,73.39,60.3,4.84,42.08,13.92,59.88
LG이노텍(주),011070,2016/12,125.91,120.23,96.97,19.68,143.11,97.48,60.8,2.94,38.4,14.03,69.45
LG이노텍(주),011070,2017/12,161.12,109.5,83.82,14.8,201.29,128.01,77.03,8.91,31.18,15.49,72.22
LG이노텍(주),011070,2018/12,166.31,140.96,108.12,39.21,171.74,74.8,100.4,4.85,34.75,16.9,66.38
LG이노텍(주),011070,2019/12,146.96,123.69,99.83,39.08,161.76,92.82,87.52,6.32,36.16,17.63,65.44
LG이노텍(주),011070,2020/12,118.5,138.42,100.8,30.41,148.74,94.09,71.57,13.71,38.25,19.52,55.06
LG이노텍(주),011070,2021/12,109.47,124.26,82.21,17.09,133.58,99.88,45.36,30.79,41.29,27.01,48.21
LS일렉트릭(주),010120,2011/12,109.27,179.15,136.51,24.32,127.86,66.2,73.39,4.63,36.85,4.35,82.42
LS일렉트릭(주),010120,2012/12,103.08,191.5,152.95,29.15,141.22,72.14,78.21,5.36,35.3,4.75,88.5
LS일렉트릭(주),010120,2013/12,93.19,237.25,198.33,36.69,126.69,56.27,74.05,6.29,38.19,5.35,86.79
LS일렉트릭(주),010120,2014/12,89.73,190.25,167.51,45.07,130.95,74.23,76.11,5.59,37.88,5.79,96.22
LS일렉트릭(주),010120,2015/12,84.49,225.59,199.46,46.29,121.91,60.91,72.95,6,39.54,5.93,99.29
LS일렉트릭(주),010120,2016/12,79.2,208.28,186.71,49.98,112.16,63.84,64.01,5.49,41.63,6.28,98.24
LS일렉트릭(주),010120,2017/12,73.14,217.93,192.24,40.24,96.48,56.6,56.47,8.4,45.38,6.82,91.96
LS일렉트릭(주),010120,2018/12,67.03,219.39,191.3,65.07,85.42,53.96,47.03,12.21,48.76,7.82,90.72
LS일렉트릭(주),010120,2019/12,63.94,221.14,195.1,70.91,86.26,55.32,45.56,10.56,48.78,8.25,100.77
LS일렉트릭(주),010120,2020/12,63.01,256.08,228.63,106.05,79.73,45.58,44.42,9.07,50.74,8.59,99.08
LS일렉트릭(주),010120,2021/12,61.69,223.32,192.39,83,89.81,57.37,48.61,10.42,48.23,8.99,99.13
OCI(주),010060,2011/12,140.3,136.71,106.36,26.86,93.68,39.04,36.74,15.24,49.87,28.24,162.55
OCI(주),010060,2012/12,147.72,208.41,151.55,47.04,102.78,26.42,57.94,1.86,47.57,27.23,190.85
OCI(주),010060,2013/12,166.73,116.76,89.13,22.27,123.09,48.27,60.46,-1.21,43.08,24.72,196.2
OCI(주),010060,2014/12,169.95,103.49,73.16,28.43,127.88,55.98,64.28,0.48,42.17,24.58,179.17
OCI(주),010060,2015/12,151.1,151.37,118.76,30.08,125.12,48.9,70.97,-1.95,42.68,24.48,203.11
OCI(주),010060,2016/12,130.71,137.79,82.86,23.55,91.4,44.05,41.93,1.74,50.21,24.66,183.5
OCI(주),010060,2017/12,116.5,172.8,143.29,75.26,77.94,35.55,40.87,3.83,54.11,25.84,136.47
OCI(주),010060,2018/12,104.25,184.71,134.88,68.1,62.05,31.29,29.52,2.31,59.46,26.45,152.77
OCI(주),010060,2019/12,98.69,255.45,148.3,57.64,79.14,31.49,50.54,-3.29,53.18,20.11,151.82
OCI(주),010060,2020/12,100.65,236.84,142.2,51.6,85.99,36.03,54.14,-1.81,51.06,17.8,186.05
OCI(주),010060,2021/12,75.71,270.04,140.26,56.51,82.6,39.58,50.99,17.41,52.53,23.55,150.28
SK이노베이션(주),096770,2011/12,102.08,139.02,86.72,30.62,136.16,96.45,59.69,7.32,41.42,30.96,46.07
SK이노베이션(주),096770,2012/12,97.54,148.74,92.53,23.52,106.94,73.56,48.38,4.99,47.31,34.16,41.49
SK이노베이션(주),096770,2013/12,108.14,145.71,85.02,24.42,108.62,68.96,52.51,4.98,46.99,35.39,44.71
SK이노베이션(주),096770,2014/12,125.85,130.56,84.8,25.77,118.55,71,68.33,-0.95,44.81,33.57,46.67
SK이노베이션(주),096770,2015/12,108.63,171.37,123.86,40.29,83.97,43.96,47.96,7.4,53.3,35.67,58.22
SK이노베이션(주),096770,2016/12,96.11,171.55,120.67,30.27,77.99,47.73,35.89,12.76,55.16,38.36,74.52
SK이노베이션(주),096770,2017/12,93.35,162.93,102.87,20.13,77.34,51.55,28.89,15.67,55.42,40.5,66.22
SK이노베이션(주),096770,2018/12,100.03,187.37,118.25,20.76,86.7,46.26,41.51,8.16,55.42,42.68,58.22
SK이노베이션(주),096770,2019/12,121.77,165.95,103.84,21,117.06,57.42,67.5,3.69,47.76,40.29,64.33
SK이노베이션(주),096770,2020/12,163.04,120.7,85.49,26.7,149.04,71.25,95.43,-7.26,43.18,35.48,85.89
SK이노베이션(주),096770,2021/12,143,148.02,93.94,23.59,152.42,73.92,88.93,4.45,41.82,44.23,86.83
SNT모티브(주),064960,2011/12,91.76,139.48,93.01,19.34,86.13,67.66,10.69,11.26,46.41,5.71,95.9
SNT모티브(주),064960,2012/12,89.99,146.45,99.61,19.29,82.64,63.27,10.74,11.79,47.65,5.83,97.08
SNT모티브(주),064960,2013/12,85.86,146.59,107.41,27.26,82.68,66.05,10.98,24.82,49.14,8.11,124.48
SNT모티브(주),064960,2014/12,79.83,169.54,122.97,26.92,68.9,52.54,3.87,44.61,53.15,8.11,99.53
SNT모티브(주),064960,2015/12,68.59,212.55,163.59,46.62,52.53,39.49,0.05,281.05,59.41,9.53,94.34
SNT모티브(주),064960,2016/12,67.42,194.35,155.78,53.07,58.24,46.73,0.04,6567.17,57.34,9.79,106.16
SNT모티브(주),064960,2017/12,62.57,232.24,189.22,74.29,47.97,36.77,0,776.21,61.62,10.34,106.35
SNT모티브(주),064960,2018/12,62.62,241.6,194.29,71.45,45.07,34.13,0.79,407838.96,66.13,10.82,110.67
SNT모티브(주),064960,2019/12,56.12,259.56,205.61,122.55,41.16,32.76,0.05,1008.19,66.17,9.4,103.81
SNT모티브(주),064960,2020/12,59.02,234.96,190.22,91.65,43.67,36.03,0.11,1965.44,65.37,9.77,110.51
SNT모티브(주),064960,2021/12,56.38,283.92,224.25,103.48,34.07,27.36,0.07,1518.16,70.14,11.03,111.97
SNT중공업(주),003570,2011/12,82.97,183.84,142.22,45,53.44,38.33,4.32,52.2,59.87,8.46,147.55
SNT중공업(주),003570,2012/12,80.01,209.36,154.8,47.41,45.57,31.32,1.96,38.12,62.39,8.62,136.28
SNT중공업(주),003570,2013/12,76.4,240.79,160.29,78.38,39.1,26.04,1.2,42.38,64.04,7.16,151.01
SNT중공업(주),003570,2014/12,79.34,231.56,159.3,80.22,39.76,26.09,1.2,-10.19,65.07,7.11,150.58
SNT중공업(주),003570,2015/12,73.28,278.47,198.92,115.35,36.02,22.53,1.05,126.48,67.08,7.39,171.75
SNT중공업(주),003570,2016/12,71.75,279.89,218.65,134.96,36.26,23.05,1.05,-6,66.73,7.1,179.7
SNT중공업(주),003570,2017/12,72.67,243.31,193.85,105.2,38.69,27.13,1.08,-174.41,66.82,6.69,181.08
SNT중공업(주),003570,2018/12,71.1,350.59,280.42,52.76,39.2,19.42,1.06,11.6,68.7,6.94,200.52
SNT중공업(주),003570,2019/12,69.68,386.88,304.15,53.45,36.34,17.23,0.03,31.85,69.96,6.87,209.52
SNT중공업(주),003570,2020/12,75.19,316.65,244.3,35.41,39.49,20.3,0.02,18.64,70.26,6.84,224.02
SNT중공업(주),003570,2021/12,66.06,360.66,291.32,12.66,34.72,19.04,0.23,42.86,74.08,7.61,216.75
STX엔진(주),077970,2011/12,169.1,92.58,61.51,7.51,243.28,188.13,144.1,2.49,27.09,13.28,154.13
STX엔진(주),077970,2012/12,121.07,124.19,101.12,4.8,249.13,183.64,115.53,0.43,26.41,11.84,177.63
STX엔진(주),077970,2015/12,,,,,,,,,,,
STX엔진(주),077970,2016/12,354.64,70.63,41.6,16.51,674.01,593.75,410.74,0.2,4.61,0.55,138.79
STX엔진(주),077970,2017/12,382.39,68.93,45.39,14.27,717.59,631.34,416.46,0.53,3.79,0.45,152.36
STX엔진(주),077970,2018/12,167.41,141.15,79.6,14.4,290.63,158.16,156.47,1.37,17.61,2.2,134.54
STX엔진(주),077970,2019/12,163.98,123.56,68.13,18.12,248.84,149.61,122.99,1.95,20.34,2.44,123.4
STX엔진(주),077970,2020/12,139.06,91.27,59.6,23.58,203.7,180.37,99.86,1.16,24.4,2.86,125.5
STX엔진(주),077970,2021/12,144.51,87.02,50.03,21.33,194.91,172.83,91.78,0.44,25.67,3.11,154.77
STX조선해양(주),067250,2011/12,332.04,70.74,62.73,13.31,539.05,434.02,236.33,2.08,14.27,9.97,114.28
STX조선해양(주),067250,2012/12,387.41,76.43,73.78,3.85,927.66,837.7,351.44,-2.63,8.19,5.17,132.98
STX중공업(주),071970,2011/12,127.49,97.64,65.42,3.37,211.5,188.46,129.2,1.35,27.2,5.55,99.92
STX중공업(주),071970,2012/12,129.24,95.12,72.96,2.84,188.24,167.15,124.91,1.12,29.38,5.53,114.3
STX중공업(주),071970,2013/12,785.03,95.76,77.61,2.48,1300.13,642.34,732.6,-3.42,-9.83,-0.58,140.79
STX중공업(주),071970,2015/12,792.05,104.66,80.89,14.5,1230.19,514.18,793.39,0.16,2.95,0.64,119.28
STX중공업(주),071970,2016/12,0,20.38,12.87,5,0,0,0,-1.98,-79.57,-10.42,177.59
STX중공업(주),071970,2017/12,357.65,70.76,48.79,10.14,411.37,217.26,13.23,1.49,11.28,1.36,250.62
STX중공업(주),071970,2018/12,159.96,108.92,83.55,26.28,268.62,191.58,55.18,-0.85,14.75,1.19,208.07
STX중공업(주),071970,2019/12,174.04,111.46,71.63,12.59,244.26,152.72,127.93,-1.72,13.36,0.85,155.9
STX중공업(주),071970,2020/12,181.02,59,36.97,22.59,168.72,148.64,98.38,0.23,22.04,1.45,188.1
STX중공업(주),071970,2021/12,161.09,74.49,52.9,24.96,179.56,159.03,94.39,-1.17,19.29,1.17,245.3
가온미디어(주),078890,2011/12,67.66,143.87,89.8,30.46,123.68,108.45,89.17,-2.71,44.82,9.9,76.37
가온미디어(주),078890,2012/12,56.03,140.15,108.82,28.27,175.77,156.79,92.67,2.2,36.34,10.97,72.94
가온미디어(주),078890,2013/12,45.97,173.96,141.82,36.23,95.63,86.03,38.06,5.54,50.99,12.7,42.03
가온미디어(주),078890,2014/12,34.87,159.99,116.57,11.62,129.09,121.39,29.8,13.28,43.21,13.6,52.17
가온미디어(주),078890,2015/12,29.14,166,111.52,20.15,121.68,115.99,27.39,18.08,44.27,14.64,57.08
가온미디어(주),078890,2016/12,24.89,206.6,152.51,44.39,106.84,88.07,35.99,20.44,47.3,16.88,53.5
가온미디어(주),078890,2017/12,23.74,186.34,126.34,20.49,116.82,103.61,41.71,13.13,44.68,17.79,49.8
가온미디어(주),078890,2018/12,21.64,160.66,90.74,9.05,136.77,133.9,79.76,3.2,40.88,18.35,52.49
