회사명,거래소코드,회계년도,배당금_현금
(주)아스타,246720,2017/12,
(주)아스타,246720,2018/12,
(주)아스타,246720,2019/12,
(주)아스타,246720,2020/12,
(주)아스타,246720,2021/12,
(주)아스트,067390,2014/12,
(주)아스트,067390,2015/12,
(주)아스트,067390,2016/12,
(주)아스트,067390,2017/12,
(주)아스트,067390,2018/12,
(주)아스트,067390,2019/12,
(주)아스트,067390,2020/12,
(주)아스트,067390,2021/12,
(주)아스플로,159010,2021/12,
(주)아시아경제,127710,2015/12,
(주)아시아경제,127710,2016/12,
(주)아시아경제,127710,2017/12,
(주)아시아경제,127710,2018/12,2019522
(주)아시아경제,127710,2019/12,
(주)아시아경제,127710,2020/12,
(주)아시아경제,127710,2021/12,
(주)아우딘퓨쳐스,227610,2017/12,
(주)아우딘퓨쳐스,227610,2018/12,
(주)아우딘퓨쳐스,227610,2019/12,
(주)아우딘퓨쳐스,227610,2020/12,
(주)아우딘퓨쳐스,227610,2021/12,
(주)아이디스,143160,2011/12,1398000
(주)아이디스,143160,2012/12,1398000
(주)아이디스,143160,2013/12,3750451
(주)아이디스,143160,2014/12,3214671
(주)아이디스,143160,2015/12,3214672
(주)아이디스,143160,2016/12,2143115
(주)아이디스,143160,2017/12,2118743
(주)아이디스,143160,2018/12,2578419
(주)아이디스,143160,2019/12,2578419
(주)아이디스,143160,2020/12,3100103
(주)아이디스,143160,2021/12,3100103
(주)아이디스홀딩스,054800,2011/12,1167000
(주)아이디스홀딩스,054800,2012/12,463000
(주)아이디스홀딩스,054800,2013/12,463380
(주)아이디스홀딩스,054800,2014/12,926759
(주)아이디스홀딩스,054800,2015/12,1390139
(주)아이디스홀딩스,054800,2016/12,1390139
(주)아이디스홀딩스,054800,2017/12,1390139
(주)아이디스홀딩스,054800,2018/12,1853518
(주)아이디스홀딩스,054800,2019/12,1853518
(주)아이디스홀딩스,054800,2020/12,1853518
(주)아이디스홀딩스,054800,2021/12,1853518
(주)아이디에스,078780,2011/12,
(주)아이디에스,078780,2012/12,
(주)아이디에스,078780,2013/12,
(주)아이디에스,078780,2014/12,
(주)아이디에스,078780,2015/12,
(주)아이마켓코리아,122900,2011/12,7187000
(주)아이마켓코리아,122900,2012/12,8983000
(주)아이마켓코리아,122900,2013/12,8983335
(주)아이마켓코리아,122900,2014/12,17808012
(주)아이마켓코리아,122900,2015/12,17598062
(주)아이마켓코리아,122900,2016/12,15830606
(주)아이마켓코리아,122900,2017/12,12165419
(주)아이마켓코리아,122900,2018/12,15320863
(주)아이마켓코리아,122900,2019/12,19547779
(주)아이마켓코리아,122900,2020/12,18878604
(주)아이마켓코리아,122900,2021/12,18878604
(주)아이비김영,339950,2019/12,
(주)아이비김영,339950,2020/12,
(주)아이비김영,339950,2021/12,
(주)아이센스,099190,2013/12,
(주)아이센스,099190,2014/12,
(주)아이센스,099190,2015/12,
(주)아이센스,099190,2016/12,1371992
(주)아이센스,099190,2017/12,1373330
(주)아이센스,099190,2018/12,2039259
(주)아이센스,099190,2019/12,2719012
(주)아이센스,099190,2020/12,3398765
(주)아이센스,099190,2021/12,4078518
(주)아이스크림에듀,289010,2019/12,1267906
(주)아이스크림에듀,289010,2020/12,626673
(주)아이스크림에듀,289010,2021/12,
(주)아이씨디,040910,2011/09,
(주)아이씨디,040910,2012/09,
(주)아이씨디,040910,2013/09,
(주)아이씨디,040910,2014/09,1606000
(주)아이씨디,040910,2015/09,
(주)아이씨디,040910,2015/12,
(주)아이씨디,040910,2016/12,1606505
(주)아이씨디,040910,2017/12,2415938
(주)아이씨디,040910,2018/12,2361102
(주)아이씨디,040910,2019/12,2473086
(주)아이씨디,040910,2020/12,5895349
(주)아이씨디,040910,2021/12,3266738
(주)아이앤씨테크놀로지,052860,2011/12,2639000
(주)아이앤씨테크놀로지,052860,2012/12,
(주)아이앤씨테크놀로지,052860,2013/12,
(주)아이앤씨테크놀로지,052860,2014/12,
(주)아이앤씨테크놀로지,052860,2015/12,
(주)아이앤씨테크놀로지,052860,2016/12,
(주)아이앤씨테크놀로지,052860,2017/12,
(주)아이앤씨테크놀로지,052860,2018/12,
(주)아이앤씨테크놀로지,052860,2019/12,1700978
(주)아이앤씨테크놀로지,052860,2020/12,
(주)아이앤씨테크놀로지,052860,2021/12,
(주)아이에스시,095340,2011/12,2897000
(주)아이에스시,095340,2012/12,2897000
(주)아이에스시,095340,2013/12,2172599
(주)아이에스시,095340,2014/12,5640659
(주)아이에스시,095340,2015/12,3222843
(주)아이에스시,095340,2016/12,2194245
(주)아이에스시,095340,2017/12,4678742
(주)아이에스시,095340,2018/12,2044907
(주)아이에스시,095340,2019/12,695156
(주)아이에스시,095340,2020/12,2085470
(주)아이에스시,095340,2021/12,3162330
(주)아이에스이커머스,069920,2011/12,
(주)아이에스이커머스,069920,2012/12,
(주)아이에스이커머스,069920,2013/12,
(주)아이에스이커머스,069920,2014/12,
(주)아이에스이커머스,069920,2015/12,
(주)아이에스이커머스,069920,2016/12,
(주)아이에스이커머스,069920,2017/12,
(주)아이에스이커머스,069920,2018/12,
(주)아이에스이커머스,069920,2019/12,
(주)아이에스이커머스,069920,2020/12,
(주)아이에스이커머스,069920,2021/12,
(주)아이에이,038880,2011/12,
(주)아이에이,038880,2012/12,
(주)아이에이,038880,2013/12,
(주)아이에이,038880,2014/12,
(주)아이에이,038880,2015/12,
(주)아이에이,038880,2016/12,
(주)아이에이,038880,2017/12,
(주)아이에이,038880,2018/12,
(주)아이에이,038880,2019/12,
(주)아이에이,038880,2020/12,
(주)아이에이,038880,2021/12,
(주)아이에이치큐,003560,2011/12,
(주)아이에이치큐,003560,2012/12,
(주)아이에이치큐,003560,2013/12,
(주)아이에이치큐,003560,2014/12,
(주)아이에이치큐,003560,2015/12,
(주)아이에이치큐,003560,2016/12,
(주)아이에이치큐,003560,2017/12,
(주)아이에이치큐,003560,2018/12,14938212
(주)아이에이치큐,003560,2019/12,
(주)아이에이치큐,003560,2020/12,
(주)아이에이치큐,003560,2021/12,
(주)아이엘사이언스,307180,2018/12,
(주)아이엘사이언스,122050,2018/12,
(주)아이엘사이언스,307180,2019/12,
(주)아이엘사이언스,307180,2020/12,
(주)아이엘사이언스,307180,2021/12,
(주)아이엠,101390,2011/12,858000
(주)아이엠,101390,2012/12,901000
(주)아이엠,101390,2013/12,
(주)아이엠,101390,2014/12,
(주)아이엠,101390,2015/12,
(주)아이엠,101390,2016/12,
(주)아이엠,101390,2017/12,
(주)아이엠,101390,2018/12,
(주)아이엠,101390,2019/12,
(주)아이엠,101390,2020/12,
(주)아이엠,101390,2021/12,
(주)아이엠비씨,052220,2011/12,1265000
(주)아이엠비씨,052220,2012/12,1035000
(주)아이엠비씨,052220,2013/12,1035000
(주)아이엠비씨,052220,2014/12,690000
(주)아이엠비씨,052220,2015/12,690000
(주)아이엠비씨,052220,2016/12,1035000
(주)아이엠비씨,052220,2017/12,
(주)아이엠비씨,052220,2018/12,
(주)아이엠비씨,052220,2019/12,
(주)아이엠비씨,052220,2020/12,
(주)아이엠비씨,052220,2021/12,
(주)아이엠텍,226350,2016/12,
(주)아이엠텍,226350,2017/12,
(주)아이엠텍,226350,2018/12,
(주)아이엠텍,226350,2019/12,
(주)아이엠텍,226350,2020/12,
(주)아이오케이컴퍼니,078860,2011/12,
(주)아이오케이컴퍼니,078860,2012/12,
(주)아이오케이컴퍼니,078860,2013/12,
(주)아이오케이컴퍼니,078860,2014/12,
(주)아이오케이컴퍼니,078860,2015/12,
(주)아이오케이컴퍼니,078860,2016/12,
(주)아이오케이컴퍼니,078860,2017/12,
(주)아이오케이컴퍼니,078860,2018/12,
(주)아이오케이컴퍼니,078860,2019/12,
(주)아이오케이컴퍼니,078860,2020/12,
(주)아이오케이컴퍼니,078860,2021/12,
(주)아이윈,090150,2011/12,
(주)아이윈,090150,2012/12,271000
(주)아이윈,090150,2013/12,271789
(주)아이윈,090150,2014/12,271789
(주)아이윈,090150,2015/12,271789
(주)아이윈,090150,2016/12,271789
(주)아이윈,090150,2017/12,271789
(주)아이윈,090150,2018/12,452982
(주)아이윈,090150,2019/12,905964
(주)아이윈,090150,2020/12,1084191
(주)아이윈,090150,2021/12,1667716
(주)아이윈플러스,123010,2016/12,
(주)아이윈플러스,123010,2017/12,
(주)아이윈플러스,123010,2018/12,
(주)아이윈플러스,123010,2019/12,
(주)아이윈플러스,123010,2020/12,
(주)아이윈플러스,123010,2021/12,
(주)아이즈비전,031310,2011/12,
(주)아이즈비전,031310,2012/12,
(주)아이즈비전,031310,2013/12,737717
(주)아이즈비전,031310,2014/12,749217
(주)아이즈비전,031310,2015/12,824139
(주)아이즈비전,031310,2016/12,973983
(주)아이즈비전,031310,2017/12,1123826
(주)아이즈비전,031310,2018/12,1477792
(주)아이즈비전,031310,2019/12,
(주)아이즈비전,031310,2020/12,
(주)아이즈비전,031310,2021/12,
(주)아이컴포넌트,059100,2011/12,
(주)아이컴포넌트,059100,2012/12,
(주)아이컴포넌트,059100,2013/12,
(주)아이컴포넌트,059100,2014/12,
(주)아이컴포넌트,059100,2015/12,670542
(주)아이컴포넌트,059100,2016/12,702166
(주)아이컴포넌트,059100,2017/12,
(주)아이컴포넌트,059100,2018/12,
(주)아이컴포넌트,059100,2019/12,
(주)아이컴포넌트,059100,2020/12,
(주)아이컴포넌트,059100,2021/12,
(주)아이퀘스트,262840,2021/12,941000
(주)아이톡시,052770,2011/12,
(주)아이톡시,052770,2012/12,
(주)아이톡시,052770,2013/12,
(주)아이톡시,052770,2014/12,
(주)아이톡시,052770,2015/12,
(주)아이톡시,052770,2016/12,
(주)아이톡시,052770,2017/12,
(주)아이톡시,052770,2018/12,
(주)아이톡시,052770,2019/12,
(주)아이톡시,052770,2020/12,
(주)아이톡시,052770,2021/12,
(주)아이티센,124500,2015/03,200561
(주)아이티센,124500,2015/12,
(주)아이티센,124500,2016/12,
(주)아이티센,124500,2017/12,
(주)아이티센,124500,2018/12,
(주)아이티센,124500,2019/12,
(주)아이티센,124500,2020/12,
(주)아이티센,124500,2021/12,
(주)아이티아이즈,372800,2021/12,
(주)아이티엑스에이아이,099520,2011/12,
(주)아이티엑스에이아이,099520,2012/12,
(주)아이티엑스에이아이,099520,2013/12,
(주)아이티엑스에이아이,099520,2014/12,
(주)아이티엑스에이아이,099520,2015/12,
(주)아이티엑스에이아이,099520,2016/12,
(주)아이티엑스에이아이,099520,2017/12,
(주)아이티엑스에이아이,099520,2018/12,
(주)아이티엑스에이아이,099520,2019/12,
(주)아이티엑스에이아이,099520,2020/12,
(주)아이티엑스에이아이,099520,2021/12,
(주)아이티엠반도체,084850,2019/12,
(주)아이티엠반도체,084850,2020/12,4538903
(주)아이티엠반도체,084850,2021/12,4456108
(주)아이패밀리에스씨,114840,2021/12,267818
(주)아이팩토리,053810,2011/12,
(주)아이팩토리,053810,2012/12,
(주)아이팩토리,053810,2013/12,
(주)아이팩토리,053810,2014/12,
(주)아이팩토리,053810,2015/12,
(주)아인스엠앤엠,040740,2011/12,
(주)아즈텍더블유비이,032080,2011/12,715000
(주)아즈텍더블유비이,032080,2012/12,778000
(주)아즈텍더블유비이,032080,2013/12,
(주)아즈텍더블유비이,032080,2014/12,804014
(주)아즈텍더블유비이,032080,2015/12,822723
(주)아즈텍더블유비이,032080,2016/12,997922
(주)아즈텍더블유비이,032080,2017/12,
(주)아즈텍더블유비이,032080,2018/12,1020784
(주)아즈텍더블유비이,032080,2019/12,
(주)아즈텍더블유비이,032080,2020/12,1049501
(주)아즈텍더블유비이,032080,2021/12,1049501
(주)아진엑스텍,059120,2014/12,
(주)아진엑스텍,059120,2015/12,
(주)아진엑스텍,059120,2016/12,1091560
(주)아진엑스텍,059120,2017/12,1609336
(주)아진엑스텍,059120,2018/12,1331390
(주)아진엑스텍,059120,2019/12,655165
(주)아진엑스텍,059120,2020/12,959025
(주)아진엑스텍,059120,2021/12,1398735
(주)아큐텍,013780,2011/12,
(주)아큐텍,013780,2012/12,
(주)아톤,158430,2019/12,
(주)아톤,158430,2020/12,
(주)아톤,158430,2021/12,
(주)아프리카티비,067160,2011/12,
(주)아프리카티비,067160,2012/12,987000
(주)아프리카티비,067160,2013/12,1102910
(주)아프리카티비,067160,2014/12,1501747
(주)아프리카티비,067160,2015/12,2004329
(주)아프리카티비,067160,2016/12,3019728
(주)아프리카티비,067160,2017/12,4050511
(주)아프리카티비,067160,2018/12,5082786
(주)아프리카티비,067160,2019/12,6012490
(주)아프리카티비,067160,2020/12,7067884
(주)아프리카티비,067160,2021/12,8046902
(주)안랩,053800,2011/12,3450000
(주)안랩,053800,2012/12,3455000
(주)안랩,053800,2013/12,1732836
(주)안랩,053800,2014/12,2605285
(주)안랩,053800,2015/12,4342892
(주)안랩,053800,2016/12,6080048
(주)안랩,053800,2017/12,6948626
(주)안랩,053800,2018/12,7817205
(주)안랩,053800,2019/12,7817205
(주)안랩,053800,2020/12,7817205
(주)안랩,053800,2021/12,9554361
(주)안트로젠,065660,2016/12,
(주)안트로젠,065660,2017/12,
(주)안트로젠,065660,2018/12,
(주)안트로젠,065660,2019/12,
(주)안트로젠,065660,2020/12,
(주)안트로젠,065660,2021/12,
(주)알로이스,271400,2017/12,
(주)알로이스,271400,2018/12,
(주)알로이스,297570,2018/12,
(주)알로이스,297570,2019/12,
(주)알로이스,297570,2020/12,
(주)알로이스,297570,2021/12,
(주)알루코,001780,2011/12,
(주)알루코,001780,2012/12,
(주)알루코,001780,2013/12,
(주)알루코,001780,2014/12,
(주)알루코,001780,2015/12,2287
(주)알루코,001780,2015/12,3277669
(주)알루코,001780,2016/12,2287
(주)알루코,001780,2016/12,3726205
(주)알루코,001780,2017/12,3726205
(주)알루코,001780,2017/12,2287
(주)알루코,001780,2018/12,1863103
(주)알루코,001780,2018/12,1248
(주)알루코,001780,2019/12,
(주)알루코,001780,2020/12,
(주)알루코,001780,2021/12,
(주)알비더블유,361570,2021/12,
(주)알앤엘바이오,003190,2011/12,
(주)알앤엘바이오,003190,2012/12,
(주)알에스넷,046430,2011/06,
(주)알에스넷,046430,2012/06,
(주)알에프세미,096610,2011/12,584000
(주)알에프세미,096610,2012/12,316000
(주)알에프세미,096610,2013/12,446653
(주)알에프세미,096610,2014/12,203024
(주)알에프세미,096610,2015/12,332960
(주)알에프세미,096610,2016/12,284234
(주)알에프세미,096610,2017/12,186782
(주)알에프세미,096610,2018/12,221550
(주)알에프세미,096610,2019/12,102863
(주)알에프세미,096610,2020/12,
(주)알에프세미,096610,2021/12,
(주)알에프텍,061040,2011/12,1031000
(주)알에프텍,061040,2012/12,1041000
(주)알에프텍,061040,2013/12,1056250
(주)알에프텍,061040,2014/12,528125
(주)알에프텍,061040,2015/12,635000
(주)알에프텍,061040,2016/12,
(주)알에프텍,061040,2017/12,952443
(주)알에프텍,061040,2018/12,
(주)알에프텍,061040,2019/12,
(주)알에프텍,061040,2020/12,
(주)알에프텍,061040,2021/12,
(주)알엔투테크놀로지,148250,2016/12,316447
(주)알엔투테크놀로지,148250,2017/12,189868
(주)알엔투테크놀로지,148250,2018/12,253158
(주)알엔투테크놀로지,148250,2019/12,351866
(주)알엔투테크놀로지,148250,2020/12,357050
(주)알엔투테크놀로지,148250,2021/12,227592
(주)알체라,347860,2020/12,
(주)알체라,347860,2021/12,
(주)알테오젠,196170,2014/12,
(주)알테오젠,196170,2015/12,
(주)알테오젠,196170,2016/12,
(주)알테오젠,196170,2017/12,
(주)알테오젠,196170,2018/12,
(주)알테오젠,196170,2019/12,
(주)알테오젠,196170,2020/12,
(주)알테오젠,196170,2021/12,
(주)알톤스포츠,123750,2011/12,0
(주)알톤스포츠,123750,2011/12,925437
(주)알톤스포츠,123750,2012/12,786507
(주)알톤스포츠,123750,2012/12,41623
(주)알톤스포츠,123750,2013/12,748630
(주)알톤스포츠,123750,2014/12,940685
(주)알톤스포츠,123750,2015/12,
(주)알톤스포츠,123750,2016/12,
(주)알톤스포츠,123750,2017/12,
(주)알톤스포츠,123750,2018/12,
(주)알톤스포츠,123750,2019/12,
(주)알톤스포츠,123750,2020/12,
(주)알톤스포츠,123750,2021/12,
(주)알티캐스트,085810,2013/12,
(주)알티캐스트,085810,2014/12,3093474
(주)알티캐스트,085810,2015/12,
(주)알티캐스트,085810,2016/12,
(주)알티캐스트,085810,2017/12,
(주)알티캐스트,085810,2018/12,
(주)알티캐스트,085810,2019/12,
(주)알티캐스트,085810,2020/12,
(주)알티캐스트,085810,2021/12,
(주)알파홀딩스,117670,2011/12,401000
(주)알파홀딩스,117670,2012/12,481000
(주)알파홀딩스,117670,2013/12,562303
(주)알파홀딩스,117670,2014/12,562303
(주)알파홀딩스,117670,2015/12,318299
(주)알파홀딩스,117670,2016/12,460735
(주)알파홀딩스,117670,2017/12,
(주)알파홀딩스,117670,2018/12,
(주)알파홀딩스,117670,2019/12,
(주)알파홀딩스,117670,2020/12,
(주)알파홀딩스,117670,2021/12,
(주)압타머사이언스,291650,2020/12,
(주)압타머사이언스,291650,2021/12,
(주)애니플러스,310200,2018/12,
(주)애니플러스,310200,2019/12,
(주)애니플러스,310200,2020/12,
(주)애니플러스,310200,2021/12,
(주)애드바이오텍,179530,2019/12,
(주)애드바이오텍,179530,2020/12,
(주)애드바이오텍,179530,2021/12,
(주)액션스퀘어,205500,2014/12,
(주)액션스퀘어,205500,2015/12,
(주)액션스퀘어,205500,2016/12,
(주)액션스퀘어,205500,2017/12,
(주)액션스퀘어,205500,2018/12,
(주)액션스퀘어,205500,2019/12,
(주)액션스퀘어,205500,2020/12,
(주)액션스퀘어,205500,2021/12,
(주)액토즈소프트,052790,2011/12,
(주)액토즈소프트,052790,2012/12,
(주)액토즈소프트,052790,2013/12,
(주)액토즈소프트,052790,2014/12,
(주)액토즈소프트,052790,2015/12,
(주)액토즈소프트,052790,2016/12,
(주)액토즈소프트,052790,2017/12,
(주)액토즈소프트,052790,2018/12,
(주)액토즈소프트,052790,2019/12,
(주)액토즈소프트,052790,2020/12,
(주)액토즈소프트,052790,2021/12,
(주)액트로,290740,2018/12,1950719
(주)액트로,290740,2019/12,1975351
(주)액트로,290740,2020/12,1982351
(주)액트로,290740,2021/12,948280
(주)앤디포스,238090,2016/12,6027586
(주)앤디포스,238090,2017/12,3710644
(주)앤디포스,238090,2018/12,1060193
(주)앤디포스,238090,2019/12,
(주)앤디포스,238090,2020/12,
(주)앤디포스,238090,2021/12,
(주)앤씨앤,092600,2011/12,1060000
(주)앤씨앤,092600,2012/12,765000
(주)앤씨앤,092600,2013/12,
(주)앤씨앤,092600,2014/12,
(주)앤씨앤,092600,2015/12,664860
(주)앤씨앤,092600,2016/12,
(주)앤씨앤,092600,2017/12,
(주)앤씨앤,092600,2018/12,
(주)앤씨앤,092600,2019/12,
(주)앤씨앤,092600,2020/12,
(주)앤씨앤,092600,2021/12,
(주)앱코,129890,2020/12,
(주)앱코,129890,2021/12,
(주)야스,255440,2017/12,
(주)야스,255440,2018/12,6467910
(주)야스,255440,2019/12,1949073
(주)야스,255440,2020/12,1299382
(주)야스,255440,2021/12,650491
(주)양지사,030960,2011/06,687000
(주)양지사,030960,2012/06,2060000
(주)양지사,030960,2013/06,687000
(주)양지사,030960,2014/06,687000
(주)양지사,030960,2015/06,687000
(주)양지사,030960,2016/06,687000
(주)양지사,030960,2017/06,687000
(주)양지사,030960,2018/06,687000
(주)양지사,030960,2019/06,686804
(주)양지사,030960,2020/06,686804
(주)양지사,030960,2021/06,687000
(주)어반리튬,073570,2011/12,
(주)어반리튬,073570,2012/12,
(주)어반리튬,073570,2013/12,
(주)어반리튬,073570,2014/12,
(주)어반리튬,073570,2015/12,
(주)어반리튬,073570,2016/12,
(주)어반리튬,073570,2017/12,
(주)어반리튬,073570,2018/12,
(주)어반리튬,073570,2019/12,
(주)어반리튬,073570,2020/12,
(주)어반리튬,073570,2021/12,
(주)어스앤에어로스페이스,263540,2017/12,
(주)어스앤에어로스페이스,263540,2018/12,
(주)어스앤에어로스페이스,263540,2019/12,
(주)어스앤에어로스페이스,263540,2020/12,
(주)어스앤에어로스페이스,263540,2021/12,
(주)얼라인드제네틱스,238120,2016/12,
(주)얼라인드제네틱스,238120,2017/12,
(주)얼라인드제네틱스,238120,2018/12,
(주)얼라인드제네틱스,238120,2019/12,
(주)얼라인드제네틱스,238120,2020/12,
(주)얼라인드제네틱스,238120,2021/12,
(주)에너토크,019990,2011/12,621000
(주)에너토크,019990,2012/12,779000
(주)에너토크,019990,2013/12,542922
(주)에너토크,019990,2014/12,775484
(주)에너토크,019990,2015/12,542839
(주)에너토크,019990,2016/12,682926
(주)에너토크,019990,2017/12,487804
(주)에너토크,019990,2018/12,575459
(주)에너토크,019990,2019/12,470971
(주)에너토크,019990,2020/12,470971
(주)에너토크,019990,2021/12,666359
(주)에넥스,011090,2011/12,
(주)에넥스,011090,2012/12,
(주)에넥스,011090,2013/12,
(주)에넥스,011090,2014/12,1106051
(주)에넥스,011090,2015/12,1659077
(주)에넥스,011090,2016/12,1106051
(주)에넥스,011090,2017/12,1659077
(주)에넥스,011090,2018/12,553026
(주)에넥스,011090,2019/12,
(주)에넥스,011090,2020/12,
(주)에넥스,011090,2021/12,
(주)에듀언스,009010,2011/12,
(주)에듀언스,009010,2012/12,
(주)에스디생명공학,217480,2017/12,3309660
(주)에스디생명공학,217480,2018/12,
(주)에스디생명공학,217480,2019/12,
(주)에스디생명공학,217480,2020/12,
(주)에스디생명공학,217480,2021/12,
(주)에스디시스템,121890,2011/12,
(주)에스디시스템,121890,2012/12,
(주)에스디시스템,121890,2013/12,
(주)에스디시스템,121890,2014/12,332537
(주)에스디시스템,121890,2015/12,332536
(주)에스디시스템,121890,2016/12,
(주)에스디시스템,121890,2017/12,
(주)에스디시스템,121890,2018/12,
(주)에스디시스템,121890,2019/12,
(주)에스디시스템,121890,2020/12,
(주)에스디시스템,121890,2021/12,
(주)에스마크,030270,2011/12,
(주)에스마크,030270,2012/12,
(주)에스마크,030270,2013/12,
(주)에스마크,030270,2014/12,
(주)에스마크,030270,2015/12,
(주)에스마크,030270,2016/12,
(주)에스마크,030270,2017/12,
(주)에스마크,030270,2018/12,
(주)에스마크,030270,2019/12,
(주)에스비에스,034120,2011/12,13689000
(주)에스비에스,034120,2012/12,10952000
(주)에스비에스,034120,2013/12,10951549
(주)에스비에스,034120,2014/12,
(주)에스비에스,034120,2015/12,13555014
(주)에스비에스,034120,2016/12,
(주)에스비에스,034120,2017/12,4422517
(주)에스비에스,034120,2018/12,
(주)에스비에스,034120,2019/12,2653510
(주)에스비에스,034120,2020/12,
(주)에스비에스,034120,2021/12,17690068
(주)에스비에스콘텐츠허브,046140,2011/12,3220000
(주)에스비에스콘텐츠허브,046140,2012/12,3220000
(주)에스비에스콘텐츠허브,046140,2013/12,5365889
(주)에스비에스콘텐츠허브,046140,2014/12,5365889
(주)에스비에스콘텐츠허브,046140,2015/12,3219533
(주)에스비에스콘텐츠허브,046140,2016/12,2146356
(주)에스비에스콘텐츠허브,046140,2017/12,
(주)에스비에스콘텐츠허브,046140,2018/12,1609767
(주)에스비에스콘텐츠허브,046140,2019/12,
(주)에스비에스콘텐츠허브,046140,2020/12,
(주)에스비에스콘텐츠허브,046140,2021/12,1452792
(주)에스비엠,037630,2011/12,880000
(주)에스비엠,037630,2012/12,
(주)에스씨디,042110,2011/12,
(주)에스씨디,042110,2012/12,
(주)에스씨디,042110,2013/12,
(주)에스씨디,042110,2014/12,
(주)에스씨디,042110,2015/12,
(주)에스씨디,042110,2016/12,
(주)에스씨디,042110,2017/12,1449887
(주)에스씨디,042110,2018/12,1449887
(주)에스씨디,042110,2019/12,724943
(주)에스씨디,042110,2020/12,966591
(주)에스씨디,042110,2021/12,1449887
(주)에스아이리소스,065420,2011/12,
(주)에스아이리소스,065420,2012/12,
(주)에스아이리소스,065420,2013/12,
(주)에스아이리소스,065420,2014/12,
(주)에스아이리소스,065420,2015/12,
(주)에스아이리소스,065420,2016/12,
(주)에스아이리소스,065420,2017/12,
(주)에스아이리소스,065420,2018/12,
(주)에스아이리소스,065420,2019/12,
(주)에스아이리소스,065420,2020/12,
(주)에스아이리소스,065420,2021/12,
(주)에스앤더블류,103230,2011/12,
(주)에스앤더블류,103230,2012/12,
(주)에스앤더블류,103230,2013/12,
(주)에스앤더블류,103230,2014/12,
(주)에스앤더블류,103230,2015/12,
(주)에스앤더블류,103230,2016/12,
(주)에스앤더블류,103230,2017/12,
(주)에스앤더블류,103230,2018/12,
(주)에스앤더블류,103230,2019/12,
(주)에스앤더블류,103230,2020/12,
(주)에스앤더블류,103230,2021/12,
(주)에스앤디,260970,2021/12,608913
(주)에스앤에스텍,101490,2011/12,782000
(주)에스앤에스텍,101490,2012/12,782000
(주)에스앤에스텍,101490,2013/12,
(주)에스앤에스텍,101490,2014/12,
(주)에스앤에스텍,101490,2015/12,
(주)에스앤에스텍,101490,2016/12,
(주)에스앤에스텍,101490,2017/12,986767
(주)에스앤에스텍,101490,2018/12,955708
(주)에스앤에스텍,101490,2019/12,955708
(주)에스앤에스텍,101490,2020/12,1666422
(주)에스앤에스텍,101490,2021/12,2083027
(주)에스앤케이,950180,2019/07,
(주)에스앤케이,950180,2020/07,68427144
(주)에스앤케이,950180,2021/07,
(주)에스에너지,095910,2011/12,
(주)에스에너지,095910,2012/12,1029000
(주)에스에너지,095910,2013/12,1021082
(주)에스에너지,095910,2014/12,1032093
(주)에스에너지,095910,2015/12,1040908
(주)에스에너지,095910,2016/12,1180531
(주)에스에너지,095910,2017/12,616499
(주)에스에너지,095910,2018/12,625202
(주)에스에너지,095910,2019/12,625202
(주)에스에너지,095910,2020/12,586542
(주)에스에너지,095910,2021/12,
(주)에스에스알,275630,2018/12,
(주)에스에스알,275630,2019/12,
(주)에스에스알,275630,2020/12,
(주)에스에스알,275630,2021/12,
(주)에스에스컴텍,036500,2011/12,
(주)에스에스컴텍,036500,2012/12,
(주)에스에스컴텍,036500,2013/12,
(주)에스에스컴텍,036500,2014/12,
(주)에스에스컴텍,036500,2015/12,
(주)에스에스컴텍,036500,2016/12,
(주)에스에이엠티,031330,2011/12,
(주)에스에이엠티,031330,2012/12,
(주)에스에이엠티,031330,2013/12,
(주)에스에이엠티,031330,2014/12,
(주)에스에이엠티,031330,2015/12,
(주)에스에이엠티,031330,2016/12,9899507
(주)에스에이엠티,031330,2017/12,10889457
(주)에스에이엠티,031330,2018/12,12869359
(주)에스에이엠티,031330,2019/12,13859309
(주)에스에이엠티,031330,2020/12,14699260
(주)에스에이엠티,031330,2021/12,19599013
(주)에스에이티,060540,2011/12,
(주)에스에이티,060540,2012/12,0
(주)에스에이티,158300,2013/12,
(주)에스에이티,060540,2013/12,
(주)에스에이티,158300,2014/12,
(주)에스에이티,060540,2014/12,
(주)에스에이티,060540,2015/12,
(주)에스에이티,158300,2015/12,
(주)에스에이티,158300,2016/12,160500
(주)에스에이티,060540,2016/12,
(주)에스에이티,060540,2017/12,1249909
(주)에스에이티,158300,2017/12,
(주)에스에이티,060540,2018/12,1306647
(주)에스에이티,158300,2018/12,160500
(주)에스에이티,060540,2019/12,1306647
(주)에스에이티,158300,2019/12,
(주)에스에이티,060540,2020/12,1306647
(주)에스에이티,158300,2020/12,165317
(주)에스에이티,060540,2021/12,1306647
(주)에스에이티이엔지,351320,2020/12,
(주)에스에이티이엔지,351320,2021/12,1200395
(주)에스에프씨,112240,2011/12,
(주)에스에프씨,112240,2012/12,195000
(주)에스에프씨,112240,2013/12,411600
(주)에스에프씨,112240,2014/12,240225
(주)에스에프씨,112240,2015/12,399701
(주)에스에프씨,112240,2016/12,
(주)에스에프씨,112240,2017/12,
(주)에스에프씨,112240,2018/12,
(주)에스에프씨,112240,2019/12,
(주)에스에프에이,056190,2011/12,22641613
