회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)성안,011300,2013/12,15901091,-5805920,-14278902
(주)성안,011300,2014/12,15379128,2226453,-24772629
(주)성안,011300,2015/12,21784361,-8663121,-10159333
(주)성안,011300,2016/12,-584540,-289722,-629091
(주)성안,011300,2017/12,-12883177,-5847258,8284586
(주)성안,011300,2018/12,-21197612,3451970,21602477
(주)성안,011300,2019/12,2861315,-3269975,-732165
(주)성안,011300,2020/12,-16385537,5610793,9091793
(주)성안,011300,2021/12,7365781,-10905164,-3009354
(주)성우하이텍,015750,2011/12,94212821,-348881281,210030482
(주)성우하이텍,015750,2012/12,265541991,-164617947,-114219374
(주)성우하이텍,015750,2013/12,314191089,-189958232,-160143953
(주)성우하이텍,015750,2014/12,201207323,-268044489,95797601
(주)성우하이텍,015750,2015/12,280376509,-569751238,331082862
(주)성우하이텍,015750,2016/12,273463586,-498888949,245996051
(주)성우하이텍,015750,2017/12,338668473,-253720144,-56921710
(주)성우하이텍,015750,2018/12,270882246,-231578616,-80011510
(주)성우하이텍,015750,2019/12,382712421,-326312112,-56070317
(주)성우하이텍,015750,2020/12,328323165,-159956760,-55041077
(주)성우하이텍,015750,2021/12,254140828,-265251911,-65076468
(주)성창오토텍,080470,2011/12,-730897,-1644364,-458151
(주)성창오토텍,080470,2012/12,-2349217,-7191016,5544963
(주)성창오토텍,080470,2013/12,15321087,-10123483,1962124
(주)성창오토텍,080470,2014/12,7026201,-5477610,-2346879
(주)성창오토텍,080470,2015/12,3252598,-3733770,-1687641
(주)성창오토텍,080470,2016/12,8883268,2085362,-5209096
(주)성창오토텍,080470,2017/12,7651754,-8130575,-2784494
(주)성창오토텍,080470,2018/12,2679421,-6094275,1127381
(주)성창오토텍,080470,2019/12,6091555,-5641609,-3416576
(주)성창오토텍,080470,2020/12,14867577,-9442810,-1743102
(주)성창오토텍,080470,2021/12,9291440,-9041596,-3355134
(주)세경하이테크,148150,2019/12,24059818,-63798945,59193155
(주)세경하이테크,148150,2020/12,20827910,-44215353,14976512
(주)세경하이테크,148150,2021/12,48111343,-44559112,14824091
(주)세기리텍,199870,2015/12,,,
(주)세기리텍,199870,2016/12,,,
(주)세동,053060,2011/12,2677018,-7926022,3172134
(주)세동,053060,2012/12,2596336,-20686335,14858979
(주)세동,053060,2013/12,7564794,-13449648,4607719
(주)세동,053060,2014/12,1537467,-14314937,13592322
(주)세동,053060,2015/12,4657554,-5112099,734671
(주)세동,053060,2016/12,4983766,-2159701,-1538497
(주)세동,053060,2017/12,5844660,-5570465,-298746
(주)세동,053060,2018/12,3295878,-6820015,3202123
(주)세동,053060,2019/12,2883848,-3731134,3069405
(주)세동,053060,2020/12,4403518,3734931,-6610816
(주)세동,053060,2021/12,2004240,-4982053,2592492
(주)세림비앤지,340440,2019/12,,,
(주)세림비앤지,340440,2020/12,,,
(주)세림비앤지,340440,2021/12,,,
(주)세보엠이씨,011560,2011/12,17373109,-2463716,-975151
(주)세보엠이씨,011560,2012/12,666424,556279,-1781152
(주)세보엠이씨,011560,2013/12,1521587,-5992650,-1785837
(주)세보엠이씨,011560,2014/12,-15718180,-2036935,5310419
(주)세보엠이씨,011560,2015/12,52724154,-3277878,-8427727
(주)세보엠이씨,011560,2016/12,-5792447,-6599840,629737
(주)세보엠이씨,011560,2017/12,-1422793,-7180359,-578373
(주)세보엠이씨,011560,2018/12,-7662399,-1202996,5121047
(주)세보엠이씨,011560,2019/12,-49753353,977987,35367966
(주)세보엠이씨,011560,2020/12,-7101565,-2068794,7783409
(주)세보엠이씨,011560,2021/12,43274017,-10955212,-30503868
(주)세아베스틸지주,001430,2011/12,,,
(주)세아베스틸지주,001430,2012/12,,,
(주)세아베스틸지주,001430,2013/12,,,
(주)세아베스틸지주,001430,2014/12,,,
(주)세아베스틸지주,001430,2015/12,353713049,-442397039,-55963327
(주)세아베스틸지주,001430,2016/12,255231399,-171362782,-179068787
(주)세아베스틸지주,001430,2017/12,221905766,-125509158,-104336206
(주)세아베스틸지주,001430,2018/12,88020960,-91793859,63106411
(주)세아베스틸지주,001430,2019/12,323396794,-150117750,-170713983
(주)세아베스틸지주,001430,2020/12,385737836,-233698036,-149419895
(주)세아베스틸지주,001430,2021/12,83083140,94974179,-191215887
(주)세아제강,306200,2018/12,,,
(주)세아제강,306200,2019/12,,,
(주)세아제강,306200,2020/12,,,
(주)세아제강,306200,2021/12,,,
(주)세아제강지주,003030,2011/12,-25411135,-68020550,205028151
(주)세아제강지주,003030,2012/12,124477683,-155645892,-13083578
(주)세아제강지주,003030,2013/12,141824493,-98318958,-64306114
(주)세아제강지주,003030,2014/12,8290551,-94301555,83110610
(주)세아제강지주,003030,2015/12,292987990,-99760957,-239631149
(주)세아제강지주,003030,2016/12,119569689,-106913078,-12293819
(주)세아제강지주,003030,2017/12,-141485160,-75094429,222870938
(주)세아제강지주,003030,2018/12,127506066,-48134882,-56440993
(주)세아제강지주,003030,2019/12,92498657,-56892717,-29965449
(주)세아제강지주,003030,2020/12,268774832,-92860320,-99960840
(주)세아제강지주,003030,2021/12,-165692654,-18230750,223753543
(주)세아특수강,019440,2011/12,-26318195,-53851544,79397289
(주)세아특수강,019440,2012/12,16382598,-24009530,8538749
(주)세아특수강,019440,2013/12,54901691,-11853035,-44652976
(주)세아특수강,019440,2014/12,32015216,-44115506,10213107
(주)세아특수강,019440,2015/12,70057715,-20488856,-43103168
(주)세아특수강,019440,2016/12,62963748,-22705305,-23868655
(주)세아특수강,019440,2017/12,2875615,-10398066,-7345248
(주)세아특수강,019440,2018/12,35788901,-7550778,-30982883
(주)세아특수강,019440,2019/12,14085862,-48370592,32273607
(주)세아특수강,019440,2020/12,55044242,-9679213,-30571056
(주)세아특수강,019440,2021/12,-26682749,-22560058,28651951
(주)세아홀딩스,058650,2011/12,293435963,-178165791,-164101826
(주)세아홀딩스,058650,2012/12,184579712,-455679767,320303042
(주)세아홀딩스,058650,2013/12,246486543,-232086331,-68406354
(주)세아홀딩스,058650,2014/12,294600136,-105814639,65243758
(주)세아홀딩스,058650,2015/12,500860652,-480705092,-163947449
(주)세아홀딩스,058650,2016/12,382509111,-223583582,-221550503
(주)세아홀딩스,058650,2017/12,263457770,-162840653,-147253233
(주)세아홀딩스,058650,2018/12,140737275,-130161444,65540266
(주)세아홀딩스,058650,2019/12,365831965,-210398059,-62670017
(주)세아홀딩스,058650,2020/12,456381094,-220474822,-210876055
(주)세아홀딩스,058650,2021/12,-58266567,45849552,-31314653
(주)세영디앤씨,052190,2011/12,,,
(주)세영디앤씨,052190,2012/12,,,
(주)세영디앤씨,052190,2013/12,,,
(주)세영디앤씨,052190,2014/12,,,
(주)세영디앤씨,052190,2015/12,,,
(주)세영디앤씨,052190,2016/12,-4896862,-12768273,18110921
(주)세영디앤씨,052190,2017/12,-2925754,-11582015,15480892
(주)세영디앤씨,052190,2018/12,-8555384,-30098688,43391839
(주)세영디앤씨,052190,2019/12,-4563089,-1974403,-1444656
(주)세영디앤씨,052190,2020/12,-4827952,4167025,353000
(주)세영디앤씨,052190,2021/12,-1582392,671762,2215296
(주)세우글로벌,013000,2011/12,4599518,-274845,-990553
(주)세우글로벌,013000,2012/12,635967,-7162180,0
(주)세우글로벌,013000,2013/12,2452134,3008657,0
(주)세우글로벌,013000,2014/12,627132,-5713040,431576
(주)세우글로벌,013000,2015/12,1175926,-1118468,-431576
(주)세우글로벌,013000,2016/12,-331861,655146,0
(주)세우글로벌,013000,2017/12,-1441193,-2887360,7000259
(주)세우글로벌,013000,2018/12,4600038,-1653495,-53
(주)세우글로벌,013000,2019/12,5417374,-12711355,347956
(주)세우글로벌,013000,2020/12,,,
(주)세우글로벌,013000,2021/12,1445031,3108068,89925
(주)세운메디칼,100700,2011/12,5162052,-3959084,-1746367
(주)세운메디칼,100700,2012/12,7188468,-943173,-4149367
(주)세운메디칼,100700,2013/12,9618729,-3446954,-692658
(주)세운메디칼,100700,2014/12,8402302,-7545851,-1035822
(주)세운메디칼,100700,2015/12,3652452,-3826405,-1182278
(주)세운메디칼,100700,2016/12,6898332,-7848176,2915004
(주)세운메디칼,100700,2017/12,8228757,-4685535,-5702837
(주)세운메디칼,100700,2018/12,12194534,-3554474,489622
(주)세운메디칼,100700,2019/12,13480904,-5607537,-4770699
(주)세운메디칼,100700,2020/12,19251671,-2529708,-2316362
(주)세운메디칼,100700,2021/12,21468764,-9176779,-2440045
(주)세원물산,024830,2011/12,,,
(주)세원물산,024830,2012/12,,,
(주)세원물산,024830,2013/12,,,
(주)세원물산,024830,2014/12,,,
(주)세원물산,024830,2015/12,,,
(주)세원물산,024830,2016/12,,,
(주)세원물산,024830,2017/12,,,
(주)세원물산,024830,2018/12,,,
(주)세원물산,024830,2019/12,,,
(주)세원물산,024830,2020/12,,,
(주)세원물산,024830,2021/12,,,
(주)세원정공,021820,2011/06,59303873,-43777271,-9995272
(주)세원정공,021820,2012/06,82574143,-81995486,7715790
(주)세원정공,021820,2013/06,89753262,-49989682,-33837309
(주)세원정공,021820,2014/06,91677265,-68181180,-6535735
(주)세원정공,021820,2015/06,83820077,-107311376,-13337160
(주)세원정공,021820,2016/06,86191009,-18944718,-987947
(주)세원정공,021820,2017/06,37559904,-45274547,-1013000
(주)세원정공,021820,2018/06,-4476352,-50061860,8046137
(주)세원정공,021820,2019/06,46097763,-69400183,5598303
(주)세원정공,021820,2020/06,20520019,3351780,-16020790
(주)세원정공,021820,2021/06,9191588,5740820,50002
(주)세이브존아이앤씨,067830,2011/12,65611865,-55595545,-10429376
(주)세이브존아이앤씨,067830,2012/12,11734952,4181685,-21069186
(주)세이브존아이앤씨,067830,2013/12,41571009,-6941631,-17515151
(주)세이브존아이앤씨,067830,2014/12,34079888,2122881,-22591299
(주)세이브존아이앤씨,067830,2015/12,28608109,-8855989,-6874259
(주)세이브존아이앤씨,067830,2016/12,49257225,-7749486,-19769359
(주)세이브존아이앤씨,067830,2017/12,31423405,-8871317,-16442289
(주)세이브존아이앤씨,067830,2018/12,9289493,-21016436,-15383632
(주)세이브존아이앤씨,067830,2019/12,26234271,-24057786,-9008632
(주)세이브존아이앤씨,067830,2020/12,,,
(주)세이브존아이앤씨,067830,2021/12,,,
(주)세종메디칼,258830,2018/12,1839943,-19543281,18139190
(주)세종메디칼,258830,2019/12,4480201,-5907022,-714226
(주)세종메디칼,258830,2020/12,-474731,6183772,-5118159
(주)세종메디칼,258830,2021/12,-8994727,-18768758,47694541
(주)세중,039310,2011/12,27885187,-17447323,-9348026
(주)세중,039310,2012/12,9092965,-9625915,-4354870
(주)세중,039310,2013/12,14581037,3033901,-16834730
(주)세중,039310,2014/12,1401545,3950430,-4991574
(주)세중,039310,2015/12,26914642,186519,-5438765
(주)세중,039310,2016/12,30715720,-11311935,-880097
(주)세중,039310,2017/12,-4033629,1315786,-15165848
(주)세중,039310,2018/12,6809300,-13673506,-2270000
(주)세중,039310,2019/12,4420247,-14962602,13876970
(주)세중,039310,2020/12,10404212,-11987900,-4064194
(주)세중,039310,2021/12,5405255,-391561,297392
(주)세진중공업,075580,2015/12,47235416,-24296634,-16426076
(주)세진중공업,075580,2016/12,16305133,10906393,-26952969
(주)세진중공업,075580,2017/12,24132822,-12290471,-12318544
(주)세진중공업,075580,2018/12,21018411,-18514529,-3365409
(주)세진중공업,075580,2019/12,-3141106,-11323558,23442516
(주)세진중공업,075580,2020/12,15714611,-6381010,452867
(주)세진중공업,075580,2021/12,-4555965,28533626,-9257576
(주)세진티에스,067770,2011/12,-2944783,2357069,-797839
(주)세진티에스,067770,2012/12,5369114,-4139878,-414134
(주)세진티에스,067770,2013/12,3891500,-1609950,-3692137
(주)세진티에스,067770,2014/12,3403381,-3827881,0
(주)세진티에스,067770,2015/12,365734,-1023826,21087
(주)세진티에스,067770,2016/12,1475456,-2161601,20000
(주)세진티에스,067770,2017/12,238191,526154,-10146
(주)세진티에스,067770,2018/12,1631939,-2864784,0
(주)세진티에스,067770,2019/12,1244489,616726,-345615
(주)세진티에스,067770,2020/12,6298388,-1055710,-361611
(주)세진티에스,067770,2021/12,4220818,-2989523,-322819
(주)세코닉스,053450,2011/12,4856946,-21231704,17598393
(주)세코닉스,053450,2012/12,11225119,-30310000,24242315
(주)세코닉스,053450,2013/12,33918114,-47607598,8892410
(주)세코닉스,053450,2014/12,24050411,-12507144,2379446
(주)세코닉스,053450,2015/12,24118539,-43437706,8367744
(주)세코닉스,053450,2016/12,30566586,-48391923,19169601
(주)세코닉스,053450,2017/12,15826887,-47918979,35124088
(주)세코닉스,053450,2018/12,6736326,-29711426,27586807
(주)세코닉스,053450,2019/12,23033944,-25465466,323732
(주)세코닉스,053450,2020/12,12774079,-28384653,13348499
(주)세코닉스,053450,2021/12,39473976,-8474774,-28115842
(주)세토피아,222810,2015/12,,,
(주)세토피아,222810,2016/12,,,
(주)세토피아,222810,2017/12,,,
(주)세토피아,222810,2018/12,,,
(주)세토피아,222810,2019/12,1308157,-28313549,16974586
(주)세토피아,222810,2020/12,-6901134,-13826668,37136722
(주)세토피아,222810,2021/12,-130799,-22973785,23617284
(주)세화피앤씨,085980,2013/12,,,
(주)세화피앤씨,085980,2014/12,,,
(주)세화피앤씨,085980,2015/12,,,
(주)세화피앤씨,085980,2016/12,,,
(주)세화피앤씨,252500,2016/12,,,
(주)세화피앤씨,252500,2017/12,,,
(주)세화피앤씨,252500,2018/12,,,
(주)세화피앤씨,252500,2019/12,,,
(주)세화피앤씨,252500,2020/12,,,
(주)세화피앤씨,252500,2021/12,,,
(주)센코,347000,2020/12,,,
(주)센코,347000,2021/12,764975,-3257905,25132282
(주)센트랄모텍,308170,2019/12,20128652,-10251898,-9344982
(주)센트랄모텍,308170,2020/12,27270859,-44358902,16701978
(주)센트랄모텍,308170,2021/12,7631727,-19753286,15605383
(주)센트럴인사이트,012600,2011/12,-16683417,-18641965,16914862
(주)센트럴인사이트,012600,2012/12,778514,36805425,-49101837
(주)센트럴인사이트,012600,2013/12,-1689361,-29315397,25860790
(주)센트럴인사이트,012600,2014/12,-6260234,2468076,-3744011
(주)센트럴인사이트,012600,2015/12,1254984,5683158,-7262661
(주)센트럴인사이트,012600,2016/12,-2186709,-18578986,21467663
(주)센트럴인사이트,012600,2017/12,-5405033,3953364,1338051
(주)센트럴인사이트,012600,2018/12,-3716657,16310055,-13747418
(주)센트럴인사이트,012600,2019/12,-7829813,18527575,-9115758
(주)센트럴인사이트,012600,2020/12,-11886991,13622307,-2230235
(주)센트럴인사이트,012600,2021/12,-7417122,-5310224,14530170
(주)셀레믹스,331920,2020/12,,,
(주)셀레믹스,331920,2021/12,,,
(주)셀루메드,049180,2011/12,908370,-7218731,5714584
(주)셀루메드,049180,2012/12,425128,-3514003,5210151
(주)셀루메드,049180,2013/12,362279,-7591835,6626485
(주)셀루메드,049180,2014/12,-5857245,-3839379,8495967
(주)셀루메드,049180,2015/12,-4617685,-13525857,21680494
(주)셀루메드,049180,2016/12,-4279360,-3751650,7688636
(주)셀루메드,049180,2017/12,-5073932,-4480261,6623783
(주)셀루메드,049180,2018/12,-1780865,-1390060,9208843
(주)셀루메드,049180,2019/12,472904,-17210267,24825768
(주)셀루메드,049180,2020/12,-3031803,1374186,4740750
(주)셀루메드,049180,2021/12,-2669545,-18917332,31157671
(주)셀리드,299660,2017/12,,,
(주)셀리드,299660,2019/12,,,
(주)셀리드,299660,2020/12,,,
(주)셀리드,299660,2021/12,,,
(주)셀리버리,268600,2018/12,-2639290,-33937761,34089667
(주)셀리버리,268600,2019/12,,,
(주)셀리버리,268600,2020/12,,,
(주)셀리버리,268600,2021/12,-22744264,-8548616,71940813
(주)셀바스에이아이,108860,2011/12,575413,1426675,-2800094
(주)셀바스에이아이,108860,2012/12,,,
(주)셀바스에이아이,108860,2013/12,,,
(주)셀바스에이아이,108860,2014/12,527640,-4147969,4822053
(주)셀바스에이아이,108860,2015/12,-4596347,-14643619,24493601
(주)셀바스에이아이,108860,2016/12,-9629965,-8840440,13542303
(주)셀바스에이아이,108860,2017/12,922133,-3815223,7852862
(주)셀바스에이아이,108860,2018/12,-8727272,-919394,3988135
(주)셀바스에이아이,108860,2019/12,4286455,10971332,-1730324
(주)셀바스에이아이,108860,2020/12,493241,-2447707,-4684762
(주)셀바스에이아이,108860,2021/12,5991003,-2255830,-1451050
(주)셀바스헬스케어,208370,2014/12,,,
(주)셀바스헬스케어,208370,2015/12,,,
(주)셀바스헬스케어,208370,2016/12,-6225926,7405128,-5615697
(주)셀바스헬스케어,208370,2017/12,-4302516,-7848765,10832862
(주)셀바스헬스케어,208370,2018/12,-6897734,-635368,5688135
(주)셀바스헬스케어,208370,2019/12,3686086,1068105,6773556
(주)셀바스헬스케어,208370,2020/12,4226696,-4680780,-2801008
(주)셀바스헬스케어,208370,2021/12,2928480,-1384296,-1377639
(주)셀트리온,068270,2011/12,62759965,-103120982,57422819
(주)셀트리온,068270,2012/12,20970652,-146328642,129423249
(주)셀트리온,068270,2013/12,137081056,-229375318,119866978
(주)셀트리온,068270,2014/12,145158529,-106337550,-11318211
(주)셀트리온,068270,2015/12,77566858,-166937622,130426091
(주)셀트리온,068270,2016/12,250888340,-162494825,28665112
(주)셀트리온,068270,2018/12,364786083,-175836254,-198141249
(주)셀트리온,068270,2019/12,473993888,-251440600,-85919872
(주)셀트리온,068270,2020/12,350746672,-471983443,265988485
(주)셀트리온,068270,2021/12,911159432,-355825397,-69277578
(주)셀트리온제약,068760,2011/12,-4849540,2229345,3097997
(주)셀트리온제약,068760,2012/12,-3432876,-68846875,74117204
(주)셀트리온제약,068760,2013/12,-72377187,-27211639,105725931
(주)셀트리온제약,068760,2014/12,17325775,-44566614,19156238
(주)셀트리온제약,068760,2015/12,13364262,-67767177,60526728
(주)셀트리온제약,068760,2016/12,-26209044,2368927,24321703
(주)셀트리온제약,068760,2017/12,-10163099,-1011959,6646233
(주)셀트리온제약,068760,2018/12,14312677,-7330743,-3508907
(주)셀트리온제약,068760,2019/12,27854830,-34469537,8256865
(주)셀트리온제약,068760,2020/12,36246251,-44880323,23621487
(주)셀트리온제약,068760,2021/12,,,
(주)셀트리온헬스케어,091990,2017/12,-194299589,-520986811,865301332
(주)셀트리온헬스케어,091990,2018/12,-184228500,253020511,-83105566
(주)셀트리온헬스케어,091990,2019/12,-163839197,164236755,85754964
(주)셀트리온헬스케어,091990,2020/12,-22608112,-136179547,87561976
(주)셀트리온헬스케어,091990,2021/12,-175312365,-4167786,187844012
(주)셀피글로벌,068940,2011/12,,,
(주)셀피글로벌,068940,2012/12,,,
(주)셀피글로벌,068940,2013/12,,,
(주)셀피글로벌,068940,2014/12,,,
(주)셀피글로벌,068940,2015/12,-2883223,895955,336009
(주)셀피글로벌,068940,2016/12,1428760,3536183,2218314
(주)셀피글로벌,068940,2017/12,-2997569,-322407,-1278029
(주)셀피글로벌,068940,2018/12,-516477,-739891,179118
(주)셀피글로벌,068940,2019/12,237733,-8823352,7646435
(주)셀피글로벌,068940,2020/12,-107008,4598876,-624684
(주)셀피글로벌,068940,2021/12,244408,-828961,5700754
(주)소룩스,290690,2020/12,,,
(주)소룩스,290690,2021/12,,,
(주)소리바다,053110,2011/12,6197873,-1212347,-2602923
(주)소리바다,053110,2012/12,459795,-5589711,9220095
(주)소리바다,053110,2013/12,-435103,-2485950,1293450
(주)소리바다,053110,2014/12,-2829275,4286417,-5328105
(주)소리바다,053110,2015/12,-3708266,-298621,602688
(주)소리바다,053110,2016/12,-6069187,-18579212,28737777
(주)소리바다,053110,2017/12,-5439107,-19146195,20673129
(주)소리바다,053110,2018/12,-9414650,-9440022,16798349
(주)소리바다,053110,2019/12,-220772,-4332434,1800644
(주)소리바다,053110,2020/12,-10788345,-5759131,16096126
(주)소리바다,053110,2021/12,-213186,1465342,501074
(주)소마젠,950200,2020/12,,,
(주)소마젠,950200,2021/12,,,
(주)소프트센,032680,2011/09,,,
(주)소프트센,032680,2012/09,,,
(주)소프트센,032680,2013/12,,,
(주)소프트센,032680,2014/12,83015,5972012,7146435
(주)소프트센,032680,2015/12,,,
(주)소프트센,032680,2016/12,,,
(주)소프트센,032680,2017/12,,,
(주)소프트센,032680,2018/12,,,
(주)소프트센,032680,2019/12,,,
(주)소프트센,032680,2020/12,-7215789,-15334158,10642696
(주)소프트센,032680,2021/12,17931664,-22795985,15975955
(주)손오공,066910,2011/12,1729858,-3219352,6163453
(주)손오공,066910,2012/12,13680314,-5042818,-11437219
(주)손오공,066910,2013/12,4109316,-4083060,-505524
(주)손오공,066910,2014/12,-1022310,1803756,-2290848
(주)손오공,066910,2015/12,12012101,231778,-8449515
(주)손오공,066910,2016/12,313010,308745,-2463311
(주)손오공,066910,2017/12,-496007,885873,-3122135
(주)손오공,066910,2018/12,1222807,-78995,-949506
(주)손오공,066910,2019/12,-2999185,-3632768,6839797
(주)손오공,066910,2020/12,-1266697,1076504,-122586
(주)손오공,066910,2021/12,-5667320,1558001,6124498
(주)솔고바이오메디칼,043100,2011/12,-1132689,-3032150,4270171
(주)솔고바이오메디칼,043100,2012/12,-1686334,-2703537,3238541
(주)솔고바이오메디칼,043100,2013/12,437366,-1480456,1779799
(주)솔고바이오메디칼,043100,2014/12,2221868,-175099,-3124224
(주)솔고바이오메디칼,043100,2015/12,-4163980,445791,5370245
(주)솔고바이오메디칼,043100,2016/12,-6201964,-702044,4185214
(주)솔고바이오메디칼,043100,2017/12,-8344603,-12738915,23266314
(주)솔고바이오메디칼,043100,2018/12,-7603683,-11913168,24152079
(주)솔고바이오메디칼,043100,2019/12,-6738677,652147,1263
(주)솔고바이오메디칼,043100,2020/12,-4079525,3859444,-238168
(주)솔고바이오메디칼,043100,2021/12,-5410912,6325078,1807382
(주)솔루에타,154040,2013/12,9777020,-16225924,21277667
(주)솔루에타,154040,2014/12,11851808,-6510787,-3664933
(주)솔루에타,154040,2015/12,18587411,-13294072,-1437500
(주)솔루에타,154040,2016/12,14997935,-54586829,31024613
(주)솔루에타,154040,2017/12,-1023566,-4016421,-829766
(주)솔루에타,154040,2018/12,3071204,-12017399,-1026266
(주)솔루에타,154040,2019/12,7976316,-4422703,605592
(주)솔루에타,154040,2020/12,19860111,-26686863,7803399
(주)솔루에타,154040,2021/12,7253172,-65261634,49834995
(주)솔루엠,248070,2021/12,-178873117,-63613571,219029141
(주)솔본,035610,2011/12,6434956,-8469586,2295231
(주)솔본,035610,2012/12,5442358,-7760340,-2268770
(주)솔본,035610,2013/12,14993932,17406561,-5265399
(주)솔본,035610,2014/12,1426478,-6096228,-392159
(주)솔본,035610,2015/12,6997971,-7567631,82755
(주)솔본,035610,2016/12,1331599,-364789,398490
(주)솔본,035610,2017/12,3849403,-25671016,1903652
(주)솔본,035610,2018/12,5191239,-14713753,-4768922
(주)솔본,035610,2019/12,13666957,-7823088,-1636905
(주)솔본,035610,2020/12,17768717,2680798,-928825
(주)솔본,035610,2021/12,15827124,-39483343,-1819602
(주)솔트룩스,304100,2020/12,3616799,-15145119,17957509
(주)솔트룩스,304100,2021/12,-2042283,-21299445,20628206
(주)솔트웍스,222520,2015/12,,,
(주)쇼박스,086980,2011/12,-10815648,8677033,8416737
(주)쇼박스,086980,2012/12,35575351,-40991997,3055692
(주)쇼박스,086980,2013/12,13535082,6246996,-3000000
(주)쇼박스,086980,2014/12,-43829427,32027156,0
(주)쇼박스,086980,2015/12,86949676,-53261281,-302226
(주)쇼박스,086980,2016/12,-5955781,54472045,-3120000
(주)쇼박스,086980,2017/12,2544201,-37185622,-3120000
(주)쇼박스,086980,2018/12,-51873104,2819994,-3120000
(주)쇼박스,086980,2019/12,-149056,-1272798,-3433493
(주)쇼박스,086980,2020/12,-34401560,36911010,-3390615
(주)쇼박스,086980,2021/12,25526017,-27535925,-263081
(주)수산아이앤티,050960,2016/12,,,
(주)수산아이앤티,050960,2017/12,,,
(주)수산아이앤티,050960,2018/12,,,
(주)수산아이앤티,050960,2019/12,,,
(주)수산아이앤티,050960,2020/12,3570396,-3009471,1502453
(주)수산아이앤티,050960,2021/12,467185,721890,2246976
(주)수산중공업,017550,2011/12,10626098,-11331980,3390910
(주)수산중공업,017550,2012/12,6717602,-11859253,5705603
(주)수산중공업,017550,2013/12,1423507,-1433490,-1882663
(주)수산중공업,017550,2014/12,4877883,1014841,-3947986
(주)수산중공업,017550,2015/12,16362912,-2247426,-13664464
(주)수산중공업,017550,2016/12,14817154,-5837768,-12043940
(주)수산중공업,017550,2017/12,6615857,902743,-2134146
(주)수산중공업,017550,2018/12,2322930,-66075916,64465062
(주)수산중공업,017550,2019/12,12591987,1283455,-14198541
(주)수산중공업,017550,2020/12,20387991,-18961853,15980058
(주)수산중공업,017550,2021/12,-467361,20588489,-17987345
(주)수성샐바시온,084180,2011/12,,,
(주)수성샐바시온,084180,2012/12,,,
(주)수성샐바시온,084180,2013/12,,,
(주)수성샐바시온,084180,2014/12,,,
(주)수성샐바시온,084180,2015/12,,,
(주)수성샐바시온,084180,2016/12,,,
(주)수성샐바시온,084180,2017/12,-7954950,-25111453,30752523
(주)수성샐바시온,084180,2018/12,-8079079,7060220,379656
(주)수성샐바시온,084180,2019/12,-4163750,-1197582,5466601
(주)수성샐바시온,084180,2020/12,-646353,-2770053,7324356
(주)수성샐바시온,084180,2021/12,-4795946,-21500726,26689188
(주)수젠텍,253840,2019/12,-4011329,-21236926,26748566
(주)수젠텍,253840,2020/12,14332738,-401049,683289
(주)수젠텍,253840,2021/12,38955129,-25829854,35940133
(주)슈프리마,236200,2016/12,13305428,4820724,0
(주)슈프리마,236200,2017/12,12969286,-11576689,10052
(주)슈프리마,236200,2018/12,14922517,-34089059,604
(주)슈프리마,236200,2019/12,26785432,-25161943,1596662
(주)슈프리마,236200,2020/12,14997049,3496175,-226098
(주)슈프리마,236200,2021/12,17714322,-13086923,-2800842
(주)슈프리마아이디,317770,2019/12,1613510,-20211034,17329590
(주)슈프리마아이디,317770,2020/12,3300756,-1741311,19488
(주)슈프리마아이디,317770,2021/12,1961779,685399,-55585
(주)슈프리마에이치큐,094840,2011/12,741762,-1826277,-1888736
(주)슈프리마에이치큐,094840,2012/12,21753599,-24343891,313644
(주)슈프리마에이치큐,094840,2013/12,11944117,-5995123,-834080
(주)슈프리마에이치큐,094840,2014/12,26324189,-13186466,-383960
(주)슈프리마에이치큐,094840,2015/12,19672600,-12009374,-21301372
(주)슈프리마에이치큐,094840,2016/12,5192994,-2364637,-838676
(주)슈프리마에이치큐,094840,2017/12,4467366,-8753647,0
(주)슈프리마에이치큐,094840,2018/12,9566711,-15280541,5220496
(주)슈프리마에이치큐,094840,2019/12,4216571,-26499320,21083222
(주)슈프리마에이치큐,094840,2020/12,7282435,-1665519,288759
(주)슈프리마에이치큐,094840,2021/12,6152132,-5282403,-83185
(주)슈피겐코리아,192440,2014/12,30446619,-54799012,48203423
(주)슈피겐코리아,192440,2015/12,42762009,-41595978,-6505165
(주)슈피겐코리아,192440,2016/12,28156669,-4576872,-3714570
(주)슈피겐코리아,192440,2017/12,35923504,-25927364,-3471976
(주)슈피겐코리아,192440,2018/12,37994337,-36756237,-4185495
(주)슈피겐코리아,192440,2019/12,32624974,-23810535,-10137742
(주)슈피겐코리아,192440,2020/12,80087384,-26208225,-11832039
(주)슈피겐코리아,192440,2021/12,39824503,-47946580,-11020404
(주)스마트솔루션즈,136510,2011/12,,,
(주)스마트솔루션즈,136510,2012/12,,,
(주)스마트솔루션즈,136510,2013/12,,,
(주)스마트솔루션즈,136510,2014/12,1724887,1332632,-1510596
(주)스마트솔루션즈,136510,2015/12,2992457,3698647,-1653155
