회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원)
(주)에스디시스템,121890,2014/12,1153304,798622,284977
(주)에스디시스템,121890,2015/12,2229939,-1276970,542463
(주)에스디시스템,121890,2016/12,3757188,-644026,-582537
(주)에스디시스템,121890,2017/12,-12845086,-1586849,7932007
(주)에스디시스템,121890,2018/12,784340,-1823543,5439151
(주)에스디시스템,121890,2019/12,-3687656,219157,-1868843
(주)에스디시스템,121890,2020/12,4828677,1823610,-6104232
(주)에스디시스템,121890,2021/12,733189,598351,-162659
(주)에스마크,030270,2011/12,-10325032,-4615346,14245902
(주)에스마크,030270,2012/12,1853308,-961467,-803383
(주)에스마크,030270,2013/12,2418338,-1265441,-1453223
(주)에스마크,030270,2014/12,-564472,-1601500,1927275
(주)에스마크,030270,2015/12,60939,-2118238,4307958
(주)에스마크,030270,2016/12,-9168685,-55205317,62470899
(주)에스마크,030270,2017/12,-19033996,-15094489,40191984
(주)에스마크,030270,2018/12,-7465019,-16300038,18655087
(주)에스마크,030270,2019/12,-2043666,3146172,-6150000
(주)에스비에스,034120,2011/12,80554888,-102402449,20373584
(주)에스비에스,034120,2012/12,49713531,30139093,-20295307
(주)에스비에스,034120,2013/12,314231,-21328037,-42394859
(주)에스비에스,034120,2014/12,66916398,-68406436,13462287
(주)에스비에스,034120,2015/12,31755860,-100353589,54896894
(주)에스비에스,034120,2016/12,937471,-27408234,5746543
(주)에스비에스,034120,2017/12,82983757,-125000476,39558906
(주)에스비에스,034120,2018/12,54655952,-4013997,-47889066
(주)에스비에스,034120,2019/12,-33871785,-94049845,128094031
(주)에스비에스,034120,2020/12,76768613,-27577061,-41925687
(주)에스비에스,034120,2021/12,94468310,-99977415,-2856421
(주)에스비에스콘텐츠허브,046140,2011/12,46570530,-30933158,-3140603
(주)에스비에스콘텐츠허브,046140,2012/12,16247430,-7207913,-3219533
(주)에스비에스콘텐츠허브,046140,2013/12,17132872,-1332588,-3219533
(주)에스비에스콘텐츠허브,046140,2014/12,34304181,-13931721,-5365889
(주)에스비에스콘텐츠허브,046140,2015/12,-7616658,-8910437,-5365889
(주)에스비에스콘텐츠허브,046140,2016/12,24661694,-17647802,-3219533
(주)에스비에스콘텐츠허브,046140,2017/12,3192246,-10106323,-2146356
(주)에스비에스콘텐츠허브,046140,2018/12,5033865,18940922,0
(주)에스비에스콘텐츠허브,046140,2019/12,-29574666,22278617,-1629559
(주)에스비에스콘텐츠허브,046140,2020/12,-269751,-34536020,-11301920
(주)에스비에스콘텐츠허브,046140,2021/12,28261320,-34764332,-129986
(주)에스비엠,037630,2011/12,8249137,-9290116,1496887
(주)에스비엠,037630,2012/12,5747517,-4409783,-1365797
(주)에스씨디,042110,2011/12,2091132,2948476,-11537876
(주)에스씨디,042110,2012/12,4427978,-8763210,5880592
(주)에스씨디,042110,2013/12,8831304,-9270320,-2024704
(주)에스씨디,042110,2014/12,13163500,14900662,0
(주)에스씨디,042110,2015/12,16494342,-44549542,0
(주)에스씨디,042110,2016/12,10712658,-10863970,0
(주)에스씨디,042110,2017/12,-8470415,9772249,0
(주)에스씨디,042110,2018/12,-578139,8447242,-1449887
(주)에스씨디,042110,2019/12,2868696,23698493,-1540160
(주)에스씨디,042110,2020/12,11380138,134518,-819972
(주)에스씨디,042110,2021/12,1688043,-1879392,-1054188
(주)에스아이리소스,065420,2011/12,3674472,11032582,-13934419
(주)에스아이리소스,065420,2012/12,-2007199,259954,3469567
(주)에스아이리소스,065420,2013/12,445427,-613487,-373000
(주)에스아이리소스,065420,2014/12,277572,-1247110,0
(주)에스아이리소스,065420,2015/12,9038535,8149343,-6755877
(주)에스아이리소스,065420,2016/12,-2017210,-7064007,0
(주)에스아이리소스,065420,2017/12,-1423498,358545,4000000
(주)에스아이리소스,065420,2018/12,-1932935,-1730443,0
(주)에스아이리소스,065420,2019/12,-1341292,1434058,4415632
(주)에스아이리소스,065420,2020/12,-4432959,-836219,903003
(주)에스아이리소스,065420,2021/12,613473,-255974,367209
(주)에스앤더블류,103230,2011/12,9694,-2973520,3445015
(주)에스앤더블류,103230,2012/12,12337854,-3012027,-6855525
(주)에스앤더블류,103230,2013/12,11336459,-2189115,-10358104
(주)에스앤더블류,103230,2014/12,6915742,-2935360,-4050000
(주)에스앤더블류,103230,2015/12,5518291,8089614,-6442960
(주)에스앤더블류,103230,2016/12,96675,-5029441,-96400
(주)에스앤더블류,103230,2017/12,-1563149,170367,-1260640
(주)에스앤더블류,103230,2018/12,-3551810,5760891,0
(주)에스앤더블류,103230,2019/12,-2412789,-499967,-420000
(주)에스앤더블류,103230,2020/12,-2179475,1553125,625188
(주)에스앤더블류,103230,2021/12,-1040760,-804974,2108874
(주)에스앤디,260970,2021/12,9289927,-41144082,27106395
(주)에스앤에스텍,101490,2011/12,8581030,-28945387,21964282
(주)에스앤에스텍,101490,2012/12,9812521,-227723,-1318101
(주)에스앤에스텍,101490,2013/12,15255941,-15466037,-4242607
(주)에스앤에스텍,101490,2014/12,10270191,-1116119,-12444892
(주)에스앤에스텍,101490,2015/12,14325152,-4836559,1367362
(주)에스앤에스텍,101490,2016/12,12666554,-37034323,11890975
(주)에스앤에스텍,101490,2017/12,9521947,-9113808,6972874
(주)에스앤에스텍,101490,2018/12,12315421,-6132524,-3768365
(주)에스앤에스텍,101490,2019/12,8735925,-5395607,-1902218
(주)에스앤에스텍,101490,2020/12,7035622,-54091300,49794527
(주)에스앤에스텍,101490,2021/12,23964448,11803709,-5282131
(주)에스앤케이,950180,2019/07,35431105,-5999544,174843367
(주)에스앤케이,950180,2020/07,29116075,-82115776,-11017130
(주)에스앤케이,950180,2021/07,16356302,21448151,-63082838
(주)에스에너지,095910,2011/12,1820643,-18946238,13240697
(주)에스에너지,095910,2012/12,265366,507751,6030670
(주)에스에너지,095910,2013/12,13820107,-14207973,10409164
(주)에스에너지,095910,2014/12,12169472,-9738848,-1807196
(주)에스에너지,095910,2015/12,-3622619,-20066646,17242726
(주)에스에너지,095910,2016/12,-9181661,-7101869,5145421
(주)에스에너지,095910,2017/12,-14297179,-12457064,27821689
(주)에스에너지,095910,2018/12,1622212,1813244,-14536741
(주)에스에너지,095910,2019/12,7711330,-770897,-7879454
(주)에스에너지,095910,2020/12,-1185206,-1629035,-4049154
(주)에스에너지,095910,2021/12,18088886,-18216542,8312840
(주)에스에스알,275630,2018/12,111827,-10239943,10977843
(주)에스에스알,275630,2019/12,2467150,-160810,-1148552
(주)에스에스알,275630,2020/12,2074259,517018,163885
(주)에스에스알,275630,2021/12,3050113,-154883,75877
(주)에스에스컴텍,036500,2011/12,2742360,-2318423,-783275
(주)에스에스컴텍,036500,2012/12,-6362448,8489516,4938490
(주)에스에스컴텍,036500,2013/12,-10355578,-5485116,13835066
(주)에스에스컴텍,036500,2014/12,-5808509,-8544145,9876450
(주)에스에스컴텍,036500,2015/12,20908,12617233,-10507812
(주)에스에스컴텍,036500,2016/12,-30321779,4108867,23421664
(주)에스에이엠티,031330,2011/12,-8544811,-16404447,23585918
(주)에스에이엠티,031330,2012/12,27108947,7118609,-34542645
(주)에스에이엠티,031330,2013/12,12230350,2104630,-2946214
(주)에스에이엠티,031330,2014/12,-4086859,-1298916,-2617577
(주)에스에이엠티,031330,2015/12,22281041,-4082955,-22403097
(주)에스에이엠티,031330,2016/12,13536010,-4213458,-8854401
(주)에스에이엠티,031330,2017/12,9575816,12254640,-17917507
(주)에스에이엠티,031330,2018/12,-615407,-6717154,3110543
(주)에스에이엠티,031330,2019/12,46395040,-7808726,-36466379
(주)에스에이엠티,031330,2020/12,13029620,7148982,-16636922
(주)에스에이엠티,031330,2021/12,-29240388,-17727322,43503451
(주)에스에이티,060540,2011/12,427775,-3379866,-1360105
(주)에스에이티,060540,2012/12,478987,6660592,-6859281
(주)에스에이티,060540,2013/12,-553164,-7918507,4994955
(주)에스에이티,158300,2013/12,8193356,-900904,-2231990
(주)에스에이티,060540,2014/12,3006731,-1101672,7949039
(주)에스에이티,158300,2014/12,-5267224,-1063636,4068813
(주)에스에이티,158300,2015/12,-4244230,-1801966,3301657
(주)에스에이티,060540,2015/12,2965195,-3803427,-2033809
(주)에스에이티,158300,2016/12,2639821,-2303857,45370
(주)에스에이티,060540,2016/12,60583,-384930,60809
(주)에스에이티,158300,2017/12,-4537873,-972647,4565027
(주)에스에이티,060540,2017/12,2039029,-6978269,0
(주)에스에이티,158300,2018/12,3442308,51828,-3383524
(주)에스에이티,060540,2018/12,2894071,1539115,409765
(주)에스에이티,158300,2019/12,3708805,-678070,-1013880
(주)에스에이티,060540,2019/12,10938519,-5169837,-1508673
(주)에스에이티,060540,2020/12,817962,-8140513,-1548996
(주)에스에이티,158300,2020/12,4086317,-1535723,1532535
(주)에스에이티,060540,2021/12,6063365,-1443109,-2709362
(주)에스에이티이엔지,351320,2020/12,,,
(주)에스에이티이엔지,351320,2021/12,-6379442,8206834,-1576688
(주)에스에프씨,112240,2011/12,-28604534,-20584,28513882
(주)에스에프씨,112240,2012/12,9989297,-9725099,3933765
(주)에스에프씨,112240,2013/12,-389627,6453976,-7357142
(주)에스에프씨,112240,2014/12,5620206,-818667,-2339768
(주)에스에프씨,112240,2015/12,11118990,-4693221,-8811294
(주)에스에프씨,112240,2016/12,7444364,-21849302,26236879
(주)에스에프씨,112240,2017/12,-3496730,-51294380,36136915
(주)에스에프씨,112240,2018/12,-2622819,6883171,-879175
(주)에스에프씨,112240,2019/12,-2852917,12171266,-12460491
(주)에스에프에이,056190,2011/12,112369780,-96323855,-8844380
(주)에스에프에이,056190,2012/12,45232707,-39274101,-54080052
(주)에스에프에이,056190,2013/12,70677968,-47657669,27202458
(주)에스에프에이,056190,2014/12,28196229,235242412,-26806621
(주)에스에프에이,056190,2015/12,13219522,-219375383,-11377154
(주)에스에프에이,056190,2016/12,132622835,-87813340,-7014748
(주)에스에프에이,056190,2017/12,263454885,33113089,23418070
(주)에스에프에이,056190,2018/12,-686774,-107678696,-131673466
(주)에스에프에이,056190,2019/12,-63544649,-31659312,-42712838
(주)에스에프에이,056190,2020/12,215298264,-58844663,57255295
(주)에스에프에이,056190,2021/12,-39617812,-75240658,-44487178
(주)에스에프에이반도체,036540,2011/12,27153573,-132064241,101833422
(주)에스에프에이반도체,036540,2012/12,43074359,-91126319,79724507
(주)에스에프에이반도체,036540,2013/12,29830260,-67414720,25045039
(주)에스에프에이반도체,036540,2014/12,47121028,-111920115,49185779
(주)에스에프에이반도체,036540,2015/12,4500986,-72992287,129907090
(주)에스에프에이반도체,036540,2016/12,24386791,-15056739,-17864792
(주)에스에프에이반도체,036540,2017/12,13876981,-42732553,-1518
(주)에스에프에이반도체,036540,2018/12,74282753,-68084796,-9003571
(주)에스에프에이반도체,036540,2019/12,57999281,-34813129,-1923674
(주)에스에프에이반도체,036540,2020/12,58824493,31278538,-104358377
(주)에스에프에이반도체,036540,2021/12,62693250,-19901599,-32397331
(주)에스엘바이오닉스,214310,2015/12,6311729,-16924599,10426146
(주)에스엘바이오닉스,214310,2016/12,3435763,-28181524,29490472
(주)에스엘바이오닉스,214310,2017/12,5067682,-4424422,-2451072
(주)에스엘바이오닉스,214310,2018/12,4761628,-20550275,22972013
(주)에스엘바이오닉스,214310,2019/12,1325988,-11476137,139641
(주)에스엘바이오닉스,214310,2020/12,-3052583,-11948565,15316828
(주)에스엘바이오닉스,214310,2021/12,-835101,-12046686,12217070
(주)에스엠라이프디자인그룹,063440,2011/12,994099,-2843774,1870560
(주)에스엠라이프디자인그룹,063440,2012/12,-1208561,-477024,0
(주)에스엠라이프디자인그룹,063440,2013/12,-2805769,-8188484,11954247
(주)에스엠라이프디자인그룹,063440,2014/12,173536,5540051,-5734436
(주)에스엠라이프디자인그룹,063440,2015/12,1080332,-5600708,4674302
(주)에스엠라이프디자인그룹,063440,2016/12,-7683508,-18463355,25799544
(주)에스엠라이프디자인그룹,063440,2017/12,3881138,-2795870,30000
(주)에스엠라이프디자인그룹,063440,2018/12,3797203,-13827296,9927591
(주)에스엠라이프디자인그룹,063440,2019/12,4817249,-1971987,1450682
(주)에스엠라이프디자인그룹,063440,2020/12,-629509,-3842124,134876
(주)에스엠라이프디자인그룹,063440,2021/12,4495483,-1276916,503226
(주)에스엠벡셀,010580,2011/12,-2713538,-2956716,1270000
(주)에스엠벡셀,010580,2012/12,-3494472,5041259,642500
(주)에스엠벡셀,010580,2013/12,-1109124,-6579787,7978000
(주)에스엠벡셀,010580,2014/12,1420863,-5694212,2127728
(주)에스엠벡셀,010580,2015/12,639550,754591,-1736211
(주)에스엠벡셀,010580,2016/12,2851762,-274480,-1328168
(주)에스엠벡셀,010580,2017/12,-3719137,-1206356,4339464
(주)에스엠벡셀,010580,2018/12,6138000,-11495071,5204518
(주)에스엠벡셀,010580,2019/12,6342563,-12530378,5104136
(주)에스엠벡셀,010580,2020/12,6439752,1006934,-6120131
(주)에스엠벡셀,010580,2021/12,-3239766,-4584412,7989105
(주)에스엠엔터테인먼트,041510,2011/12,22836942,-20485608,592557
(주)에스엠엔터테인먼트,041510,2012/12,31672348,-73440955,65140724
(주)에스엠엔터테인먼트,041510,2013/12,8145555,-9330288,538495
(주)에스엠엔터테인먼트,041510,2014/12,-7442950,4730418,0
(주)에스엠엔터테인먼트,041510,2015/12,41526296,-67221385,36719210
(주)에스엠엔터테인먼트,041510,2016/12,43229328,-23147841,37997820
(주)에스엠엔터테인먼트,041510,2017/12,39344845,-77286731,-494874
(주)에스엠엔터테인먼트,041510,2018/12,70465880,-106899484,42535557
(주)에스엠엔터테인먼트,041510,2019/12,16370491,-15044443,2755118
(주)에스엠엔터테인먼트,041510,2020/12,69981419,-13421319,-28421163
(주)에스엠엔터테인먼트,041510,2021/12,78736741,-62339458,-6675918
(주)에스엠컬처앤콘텐츠,048550,2011/12,3270111,2314068,-4188479
(주)에스엠컬처앤콘텐츠,048550,2012/12,-5970456,-14754872,29024098
(주)에스엠컬처앤콘텐츠,048550,2013/12,-1453482,-4267575,9356015
(주)에스엠컬처앤콘텐츠,048550,2014/12,229880,-9300136,7026687
(주)에스엠컬처앤콘텐츠,048550,2015/12,6394646,-1120054,-157552
(주)에스엠컬처앤콘텐츠,048550,2016/12,-1296135,6158080,-2994877
(주)에스엠컬처앤콘텐츠,048550,2017/12,-4847042,-25216650,76732032
(주)에스엠컬처앤콘텐츠,048550,2018/12,53307866,-29655512,61450
(주)에스엠컬처앤콘텐츠,048550,2019/12,26677194,-9146072,-1966535
(주)에스엠컬처앤콘텐츠,048550,2020/12,1087040,-3990046,-10370761
(주)에스엠컬처앤콘텐츠,048550,2021/12,5685630,-3572292,890423
(주)에스엠코어,007820,2011/12,4603304,-8333844,10826129
(주)에스엠코어,007820,2012/12,5099265,-3348410,-1801236
(주)에스엠코어,007820,2013/12,1187882,-3935259,-815635
(주)에스엠코어,007820,2014/12,651748,-869279,-819420
(주)에스엠코어,007820,2015/12,23791326,-1365733,-169432
(주)에스엠코어,007820,2016/12,-16889071,-157711,-3939965
(주)에스엠코어,007820,2017/12,-8051483,-11227902,36984001
(주)에스엠코어,007820,2018/12,-4685247,2913854,-1010039
(주)에스엠코어,007820,2019/12,-4645002,-4410084,1505875
(주)에스엠코어,007820,2020/12,18813002,-3518752,241576
(주)에스엠코어,007820,2021/12,-16603125,-1190931,-1415819
(주)에스와이이노베이션,194860,2014/12,,,
(주)에스와이이노베이션,194860,2015/12,,,
(주)에스와이제이,251540,2017/12,,,
(주)에스와이코퍼레이션,008080,2011/12,9837647,-7718176,-1834706
(주)에스와이코퍼레이션,008080,2012/12,7346649,-34457486,20133124
(주)에스원,012750,2011/12,190049650,-165390814,-39507937
(주)에스원,012750,2012/12,114017179,-95583508,-41068799
(주)에스원,012750,2013/12,150768470,-97154501,-42135907
(주)에스원,012750,2014/12,264687014,-436912403,153082737
(주)에스원,012750,2015/12,309280564,-23649451,-228881775
(주)에스원,012750,2016/12,267467889,-212019248,-40572287
(주)에스원,012750,2017/12,290452310,-225720474,-42262799
(주)에스원,012750,2018/12,233622971,-174570152,-84525598
(주)에스원,012750,2019/12,275716923,-127061903,-102575840
(주)에스원,012750,2020/12,333140287,-221190036,-103158798
(주)에스원,012750,2021/12,318867723,-220506027,-104969428
(주)에스제이그룹,306040,2019/12,15117214,-17098998,30041818
(주)에스제이그룹,306040,2020/12,12419610,-34548786,10217955
(주)에스제이그룹,306040,2021/12,22695021,-27792105,-3263890
(주)에스제이엠,123700,2011/12,12922124,-997827,-11145658
(주)에스제이엠,123700,2012/12,8997293,-2156446,-5100374
(주)에스제이엠,123700,2013/12,18159831,-11170345,-6221490
(주)에스제이엠,123700,2014/12,2546230,1007929,-3120980
(주)에스제이엠,123700,2015/12,7681927,3300711,-6418580
(주)에스제이엠,123700,2016/12,9211374,-11412336,-3120980
(주)에스제이엠,123700,2017/12,9431011,211710,-3120980
(주)에스제이엠,123700,2018/12,3229783,-2885705,-1278637
(주)에스제이엠,123700,2019/12,7741122,-11736047,-2443039
(주)에스제이엠,123700,2020/12,6451985,7333383,-2082972
(주)에스제이엠,123700,2021/12,-1328601,-5317882,-920455
(주)에스제이엠홀딩스,025530,2011/12,7139356,-11429887,-1354413
(주)에스제이엠홀딩스,025530,2012/12,2082251,-1269863,-2031532
(주)에스제이엠홀딩스,025530,2013/12,657561,-500610,-1355199
(주)에스제이엠홀딩스,025530,2014/12,1872087,-6454463,-2032799
(주)에스제이엠홀딩스,025530,2015/12,3194953,-12330612,9289602
(주)에스제이엠홀딩스,025530,2016/12,2397604,225656,-2593071
(주)에스제이엠홀딩스,025530,2017/12,-785773,2601720,-2358416
(주)에스제이엠홀딩스,025530,2018/12,2379691,-296377,-2593071
(주)에스제이엠홀딩스,025530,2019/12,1774371,2447991,-2665592
(주)에스제이엠홀딩스,025530,2020/12,1218643,873956,-2415218
(주)에스제이엠홀딩스,025530,2021/12,5073413,2435121,-1400319
(주)에스제이케이,080440,2011/12,723830,-6585411,878543
(주)에스제이케이,080440,2012/12,-4566640,-6107092,10094829
(주)에스제이케이,080440,2013/12,177995,-1551086,1302858
(주)에스제이케이,080440,2014/12,999656,2885246,-4051866
(주)에스제이케이,080440,2015/12,-270889,-660540,1554897
(주)에스제이케이,080440,2016/12,-1383880,1004477,-499539
(주)에스제이케이,080440,2017/12,-4964511,-2547942,7547396
(주)에스제이케이,080440,2018/12,-8033827,-5847520,14298229
(주)에스제이케이,080440,2019/12,-5907420,-1335005,6814165
(주)에스지글로벌,001380,2011/12,-3352319,-763372,3500942
(주)에스지글로벌,001380,2012/12,-1011747,-1073528,-276841
(주)에스지글로벌,001380,2013/12,-2013995,1266805,4461460
(주)에스지글로벌,001380,2014/12,-12238476,-1633237,10105168
(주)에스지글로벌,001380,2015/12,4351780,-1264388,-205656
(주)에스지글로벌,001380,2016/12,-2152064,662805,866153
(주)에스지글로벌,001380,2017/12,14285673,5984576,-17907002
(주)에스지글로벌,001380,2018/12,6939317,-2386527,-1580676
(주)에스지글로벌,001380,2019/12,11916860,-3558612,-5691258
(주)에스지글로벌,001380,2020/12,-1246178,-5886383,12309973
(주)에스지글로벌,001380,2021/12,-516288,-11722422,4266663
(주)에스지세계물산,004060,2011/12,-3103177,8397306,-2858123
(주)에스지세계물산,004060,2012/12,10136685,-7233062,-9168938
(주)에스지세계물산,004060,2013/12,-2746950,1792500,-1820255
(주)에스지세계물산,004060,2014/12,-5003857,-4408484,9522753
(주)에스지세계물산,004060,2015/12,11563664,-11875428,789419
(주)에스지세계물산,004060,2016/12,-4194655,-5439080,10708451
(주)에스지세계물산,004060,2017/12,9708444,-38682544,25611920
(주)에스지세계물산,004060,2018/12,-15646869,1467996,10889023
(주)에스지세계물산,004060,2019/12,36610200,28926572,-49366276
(주)에스지세계물산,004060,2020/12,15767084,-3463895,-2153205
(주)에스지세계물산,004060,2021/12,8926828,-23740741,779873
(주)에스지엔지,040610,2011/12,2600546,-1610831,-44000
(주)에스지엔지,040610,2012/12,2683278,-476863,-1689000
(주)에스지엔지,040610,2013/12,4159810,-5954988,4000000
(주)에스지엔지,040610,2014/12,358211,-11145684,11800000
(주)에스지엔지,040610,2015/12,2595302,-5258536,1180000
(주)에스지엔지,040610,2016/12,2462004,-1737640,-500000
(주)에스지엔지,040610,2017/12,742656,-3425270,850000
(주)에스지엔지,040610,2018/12,2473065,-7052779,9400000
(주)에스지엔지,040610,2019/12,2043836,-10630127,5365389
(주)에스지엔지,040610,2020/12,202558,-817264,-204787
(주)에스지엔지,040610,2021/12,1323906,3521988,-1887097
(주)에스코넥,096630,2011/12,-450631,-2443045,2999164
(주)에스코넥,096630,2012/12,-1501396,2584477,-482698
(주)에스코넥,096630,2013/12,23405985,-14800917,25420486
(주)에스코넥,096630,2014/12,11952119,-6047320,-6198215
(주)에스코넥,096630,2015/12,12277062,-16951857,-9309946
(주)에스코넥,096630,2016/12,20065863,-3244329,-8985889
(주)에스코넥,096630,2017/12,-4167469,-17437856,1558616
(주)에스코넥,096630,2018/12,26191549,-22396126,-1079210
(주)에스코넥,096630,2019/12,2689180,-6846075,-2786429
(주)에스코넥,096630,2020/12,-11639560,-408005,24034681
(주)에스코넥,096630,2021/12,13904706,-3851707,-12167374
(주)에스텍파마,041910,2011/12,10031298,-6625571,-1333420
(주)에스텍파마,041910,2012/12,5419002,-22978260,16868658
(주)에스텍파마,041910,2013/12,10262626,-3346300,-587375
(주)에스텍파마,041910,2014/12,5179702,-8500714,-3902938
(주)에스텍파마,041910,2015/12,10422764,10012531,-14039811
(주)에스텍파마,041910,2016/12,8215489,69680,1233557
(주)에스텍파마,041910,2017/12,7126862,1386761,-6088062
(주)에스텍파마,041910,2018/12,7242723,932690,-5572013
(주)에스텍파마,041910,2019/12,3923769,11689554,-735580
(주)에스텍파마,041910,2020/12,4846139,-920861,-1333361
(주)에스텍파마,041910,2021/12,609142,5616341,-1343715
(주)에스티아이,039440,2011/12,2505874,-1691511,-1711728
(주)에스티아이,039440,2012/12,2475187,-6106079,2700000
(주)에스티아이,039440,2013/12,6523670,-5928447,500000
(주)에스티아이,039440,2014/12,14716964,-10737030,-2998174
(주)에스티아이,039440,2015/12,12254113,12415544,3470213
(주)에스티아이,039440,2016/12,2309052,-6709757,-3932873
(주)에스티아이,039440,2017/12,705423,-4079989,-4457379
(주)에스티아이,039440,2018/12,-34967991,-17506356,86615773
(주)에스티아이,039440,2019/12,79959638,-76969114,-39113569
(주)에스티아이,039440,2020/12,31591625,-20005523,-25978
(주)에스티아이,039440,2021/12,-70572286,42821648,16794628
(주)에스티오,098660,2011/12,3348952,-10233330,7797621
(주)에스티오,098660,2012/12,2562895,-4052616,388355
(주)에스티오,098660,2013/12,5421195,-2518312,-2660778
(주)에스티오,098660,2014/12,2308805,-6326987,3737831
(주)에스티오,098660,2015/12,982208,512475,-1395616
(주)에스티오,098660,2016/12,4874611,-878976,-4092402
(주)에스티오,098660,2017/12,5002135,-1874495,-1807045
(주)에스티오,098660,2018/12,10815397,-1195398,-2753497
(주)에스티오,098660,2019/12,-2945793,-1064212,-4157785
(주)에스티오,098660,2020/12,2602892,-2468559,280549
(주)에스티오,098660,2021/12,11847519,-1685777,-8942405
(주)에스티큐브,052020,2011/12,-1216453,-1576434,3914733
(주)에스티큐브,052020,2012/12,353758,-214172,-29210
(주)에스티큐브,052020,2013/12,-5952845,-16133472,24270160
(주)에스티큐브,052020,2014/12,-1779917,2437396,10082154
(주)에스티큐브,052020,2015/12,-3483222,-5553686,-1661532
(주)에스티큐브,052020,2016/12,8117178,-7345836,14888969
(주)에스티큐브,052020,2017/12,-7277233,-6512408,-11194
(주)에스티큐브,052020,2018/12,-703844,-25451696,41569496
(주)에스티큐브,052020,2019/12,3895610,-8226302,-169969
(주)에스티큐브,052020,2020/12,-6483388,6406665,10676640
(주)에스티큐브,052020,2021/12,-13460763,4181067,-6699024
(주)에스폴리텍,050760,2011/12,2847946,-4183498,2139412
(주)에스폴리텍,050760,2012/12,11323324,-11585554,-5267463
(주)에스폴리텍,050760,2013/12,5994065,-3327456,85285
(주)에스폴리텍,050760,2014/12,2034341,-2926918,4364453
(주)에스폴리텍,050760,2015/12,742347,-7530142,3700000
(주)에스폴리텍,050760,2016/12,9644166,-2179739,-3800000
(주)에스폴리텍,050760,2017/12,1266971,-2884260,5134453
(주)에스폴리텍,050760,2018/12,-1555234,-2522837,480453
(주)에스폴리텍,050760,2019/12,23757421,-2250779,-5232686
(주)에스폴리텍,050760,2020/12,3995869,-5440844,5136280
(주)에스폴리텍,050760,2021/12,20388344,-5053808,-15768324
(주)에스피시스템스,317830,2019/12,-2603304,-7440187,12435069
(주)에스피시스템스,317830,2020/12,4930507,-303765,-4832401
(주)에스피시스템스,317830,2021/12,-66436,-16415397,14511588
(주)에스피씨삼립,005610,2011/12,49718125,-67407350,20260628
(주)에스피씨삼립,005610,2012/12,15001117,-33116966,17960628
(주)에스피씨삼립,005610,2013/12,32085876,-42850387,11860628
(주)에스피씨삼립,005610,2014/12,18339955,-12996120,-3740380
(주)에스피씨삼립,005610,2015/12,31394898,-17989361,-15298926
(주)에스피씨삼립,005610,2016/12,27275537,-43299230,14000693
(주)에스피씨삼립,005610,2017/12,45834799,-49014978,3717219
(주)에스피씨삼립,005610,2018/12,64853690,-35854262,-28195728
(주)에스피씨삼립,005610,2019/12,73669453,-67004641,-4040930
(주)에스피씨삼립,005610,2020/12,99430039,-77169122,-21946663
(주)에스피씨삼립,005610,2021/12,88523269,-46157159,-48486415
(주)에스피지,058610,2011/12,17284470,-7880944,-4153070
(주)에스피지,058610,2012/12,-6187557,-4546987,7055936
(주)에스피지,058610,2013/12,5832663,-4269859,-3053527
(주)에스피지,058610,2014/12,-7684277,-8545186,14245196
(주)에스피지,058610,2015/12,5703298,1456767,926684
(주)에스피지,058610,2016/12,16913218,-6523798,627003
(주)에스피지,058610,2017/12,-12591777,-9625364,9321444
(주)에스피지,058610,2018/12,7494576,-6034319,-2766620
(주)에스피지,058610,2019/12,9184199,-2327097,-7108912
(주)에스피지,058610,2020/12,8797037,-2541972,-6918281
(주)에스피지,058610,2021/12,2620018,-5021357,7833925
(주)에쎈테크,043340,2011/12,-1964429,-1546507,3079148
(주)에쎈테크,043340,2012/12,1871991,1572415,-3487866
(주)에쎈테크,043340,2013/12,4185678,-1639052,-2556717
(주)에쎈테크,043340,2014/12,1677941,-3285389,1327230
(주)에쎈테크,043340,2015/12,2065490,-3672753,1512757
(주)에쎈테크,043340,2016/12,2139726,-1706516,-182283
(주)에쎈테크,043340,2017/12,8916098,7118679,-16163513
(주)에쎈테크,043340,2018/12,2730293,-263208,-2470172
(주)에쎈테크,043340,2019/12,3121944,-252866,-1921900
(주)에쎈테크,043340,2020/12,1653855,-18831336,17821864
(주)에쎈테크,043340,2021/12,-1687500,-19271093,21742777
(주)에이디모터스,038120,2011/12,-3888155,6772028,-4241006
(주)에이디칩스,054630,2011/12,83053,-2907787,2230000
(주)에이디칩스,054630,2012/12,-1455095,338248,620000
(주)에이디칩스,054630,2013/12,-1123577,601052,695000
(주)에이디칩스,054630,2014/12,-2532120,644911,1536148
(주)에이디칩스,054630,2015/12,-2365967,1270114,1588127
(주)에이디칩스,054630,2016/12,-1127318,-3938194,6113001
(주)에이디칩스,054630,2017/12,-38346,-3755081,19114316
(주)에이디칩스,054630,2018/12,-4596129,-15358935,8877567
(주)에이디칩스,054630,2019/12,-4067396,-2317945,11924002
(주)에이디칩스,054630,2020/12,-4727063,-9834522,8047017
(주)에이디칩스,054630,2021/12,-4120594,-13719488,13096538
(주)에이디테크놀로지,200710,2014/12,12250459,-22779909,12439628
