회사명,거래소코드,회계년도,외국인_주식분포비율
(주)쏘카,403550,2014/12,
(주)쏘카,403550,2015/12,
(주)쏘카,403550,2016/12,
(주)쏘카,403550,2017/12,
(주)쏘카,403550,2018/12,
(주)쏘카,403550,2019/12,
(주)쏘카,403550,2020/12,
(주)쏘카,403550,2021/12,
(주)쏠리드,050890,2011/12,0
(주)쏠리드,050890,2012/12,0
(주)쏠리드,050890,2013/12,3.28
(주)쏠리드,050890,2014/12,3.1
(주)쏠리드,050890,2015/12,3.92
(주)쏠리드,050890,2016/12,2.24
(주)쏠리드,050890,2017/12,2.05
(주)쏠리드,050890,2018/12,3.49
(주)쏠리드,050890,2019/12,2
(주)쏠리드,050890,2020/12,4.2
(주)쏠리드,050890,2021/12,5.07
(주)씨그널엔터테인먼트그룹,099830,2011/12,0.34
(주)씨그널엔터테인먼트그룹,099830,2012/12,0.2
(주)씨그널엔터테인먼트그룹,099830,2013/12,0.58
(주)씨그널엔터테인먼트그룹,099830,2014/12,0.19
(주)씨그널엔터테인먼트그룹,099830,2015/12,0.54
(주)씨그널엔터테인먼트그룹,099830,2016/12,2.15
(주)씨그널엔터테인먼트그룹,099830,2017/12,0.99
(주)씨씨에스충북방송,066790,2011/12,0
(주)씨씨에스충북방송,066790,2012/12,0.65
(주)씨씨에스충북방송,066790,2013/12,0.11
(주)씨씨에스충북방송,066790,2014/12,0.69
(주)씨씨에스충북방송,066790,2015/12,0.08
(주)씨씨에스충북방송,066790,2016/12,0.53
(주)씨씨에스충북방송,066790,2017/12,0.6
(주)씨씨에스충북방송,066790,2018/12,1.93
(주)씨씨에스충북방송,066790,2019/12,1.8
(주)씨씨에스충북방송,066790,2020/12,1.8
(주)씨씨에스충북방송,066790,2021/12,0.11
(주)씨아이테크,004920,2011/12,0.07
(주)씨아이테크,004920,2012/12,0.4
(주)씨아이테크,004920,2013/12,0.86
(주)씨아이테크,004920,2014/12,0.24
(주)씨아이테크,004920,2015/12,0.61
(주)씨아이테크,004920,2016/12,1.23
(주)씨아이테크,004920,2017/12,1.18
(주)씨아이테크,004920,2018/12,1.05
(주)씨아이테크,004920,2019/12,1.07
(주)씨아이테크,004920,2020/12,1.38
(주)씨아이테크,004920,2021/12,2.33
(주)씨앤씨인터내셔널,352480,2016/12,
(주)씨앤씨인터내셔널,352480,2017/12,
(주)씨앤씨인터내셔널,352480,2018/12,
(주)씨앤씨인터내셔널,352480,2019/12,
(주)씨앤씨인터내셔널,352480,2020/12,
(주)씨앤씨인터내셔널,352480,2021/12,0.36
(주)씨앤에스자산관리,032040,2011/12,3.23
(주)씨앤에스자산관리,032040,2012/12,0.04
(주)씨앤에스자산관리,032040,2013/12,0.58
(주)씨앤에스자산관리,032040,2014/12,1.14
(주)씨앤에스자산관리,032040,2015/12,1.46
(주)씨앤에스자산관리,032040,2016/12,0.89
(주)씨앤에스자산관리,032040,2017/12,1.05
(주)씨앤케이인터내셔널,039530,2011/12,2.58
(주)씨앤케이인터내셔널,039530,2012/12,3.18
(주)씨앤케이인터내셔널,039530,2013/12,1.64
(주)씨앤케이인터내셔널,039530,2014/12,1.33
(주)씨앤투스,352700,2011/12,
(주)씨앤투스,352700,2012/12,
(주)씨앤투스,352700,2013/12,
(주)씨앤투스,352700,2014/12,
(주)씨앤투스,352700,2015/12,
(주)씨앤투스,352700,2016/12,
(주)씨앤투스,352700,2017/12,
(주)씨앤투스,352700,2018/12,
(주)씨앤투스,352700,2019/12,
(주)씨앤투스,352700,2020/12,
(주)씨앤투스,352700,2021/12,5.96
(주)씨에스,065770,2011/12,1.79
(주)씨에스,065770,2012/12,0.19
(주)씨에스,065770,2013/12,0.12
(주)씨에스,065770,2014/12,0.23
(주)씨에스,065770,2015/12,0.11
(주)씨에스,065770,2016/12,0.2
(주)씨에스,065770,2017/12,0.84
(주)씨에스,065770,2018/12,0.45
(주)씨에스,065770,2019/12,2.38
(주)씨에스,065770,2020/12,1.3
(주)씨에스,065770,2021/12,2.69
(주)씨에스에이코스믹,083660,2011/12,0.11
(주)씨에스에이코스믹,083660,2012/12,0.61
(주)씨에스에이코스믹,083660,2013/12,0.01
(주)씨에스에이코스믹,083660,2014/12,0
(주)씨에스에이코스믹,083660,2015/12,0.23
(주)씨에스에이코스믹,083660,2016/12,0.06
(주)씨에스에이코스믹,083660,2017/12,0.65
(주)씨에스에이코스믹,083660,2018/12,6.27
(주)씨에스에이코스믹,083660,2019/12,3.5
(주)씨에스에이코스믹,083660,2020/12,0.58
(주)씨에스에이코스믹,083660,2021/12,0.63
(주)씨엔알리서치,359090,2020/12,0
(주)씨엔알리서치,359090,2021/12,0.08
(주)씨엔플러스,115530,2011/12,0
(주)씨엔플러스,115530,2012/12,1.32
(주)씨엔플러스,115530,2013/12,0.03
(주)씨엔플러스,115530,2014/12,0
(주)씨엔플러스,115530,2015/12,0.46
(주)씨엔플러스,115530,2016/12,0.18
(주)씨엔플러스,115530,2017/12,0.41
(주)씨엔플러스,115530,2018/12,0.35
(주)씨엔플러스,115530,2019/12,0.25
(주)씨엔플러스,115530,2020/12,0.13
(주)씨엔플러스,115530,2021/12,0.1
(주)씨엘인터내셔널,037340,2011/12,0.35
(주)씨엘인터내셔널,037340,2012/12,3.66
(주)씨엘인터내셔널,037340,2013/12,0.16
(주)씨엘인터내셔널,037340,2014/12,0.53
(주)씨엘인터내셔널,037340,2015/12,0.65
(주)씨엠에스에듀,225330,2012/12,
(주)씨엠에스에듀,225330,2013/12,
(주)씨엠에스에듀,225330,2014/12,
(주)씨엠에스에듀,225330,2015/12,
(주)씨엠에스에듀,225330,2016/12,2.02
(주)씨엠에스에듀,225330,2017/12,3.63
(주)씨엠에스에듀,225330,2018/12,3.03
(주)씨엠에스에듀,225330,2019/12,2.93
(주)씨엠에스에듀,225330,2020/12,0.29
(주)씨유메디칼시스템,115480,2011/12,0
(주)씨유메디칼시스템,115480,2012/12,6.24
(주)씨유메디칼시스템,115480,2013/12,2.64
(주)씨유메디칼시스템,115480,2014/12,1.25
(주)씨유메디칼시스템,115480,2015/12,2.08
(주)씨유메디칼시스템,115480,2016/12,2.16
(주)씨유메디칼시스템,115480,2017/12,0
(주)씨유메디칼시스템,115480,2018/12,1.63
(주)씨유메디칼시스템,115480,2019/12,2.97
(주)씨유메디칼시스템,115480,2020/12,1.59
(주)씨유메디칼시스템,115480,2021/12,0.64
(주)씨유전자,056340,2011/12,0.4
(주)씨유전자,056340,2012/12,0.52
(주)씨유전자,056340,2013/12,0.61
(주)씨이랩,189330,2011/12,
(주)씨이랩,189330,2012/12,
(주)씨이랩,189330,2013/12,
(주)씨이랩,189330,2014/12,
(주)씨이랩,189330,2015/12,
(주)씨이랩,189330,2016/12,
(주)씨이랩,189330,2017/12,
(주)씨이랩,189330,2018/12,
(주)씨이랩,189330,2019/12,
(주)씨이랩,189330,2020/12,0.03
(주)씨이랩,189330,2021/12,1.51
(주)씨제이이엔엠,035760,2011/12,14.99
(주)씨제이이엔엠,035760,2012/12,14.37
(주)씨제이이엔엠,035760,2013/12,24.15
(주)씨제이이엔엠,035760,2014/12,24.38
(주)씨제이이엔엠,035760,2015/12,21.67
(주)씨제이이엔엠,035760,2016/12,23.64
(주)씨제이이엔엠,035760,2017/12,29.25
(주)씨제이이엔엠,035760,2018/12,18.94
(주)씨제이이엔엠,035760,2019/12,18.75
(주)씨제이이엔엠,035760,2020/12,21.07
(주)씨제이이엔엠,035760,2021/12,21.92
(주)씨젠,096530,2011/12,7
(주)씨젠,096530,2012/12,4.02
(주)씨젠,096530,2013/12,4.51
(주)씨젠,096530,2014/12,5.45
(주)씨젠,096530,2015/12,10.02
(주)씨젠,096530,2016/12,14.85
(주)씨젠,096530,2017/12,15.72
(주)씨젠,096530,2018/12,17.46
(주)씨젠,096530,2019/12,22.67
(주)씨젠,096530,2020/12,18.15
(주)씨젠,096530,2021/12,13.67
(주)씨티네트웍스,189540,2011/12,
(주)씨티네트웍스,189540,2012/12,
(주)씨티네트웍스,189540,2013/12,
(주)씨티네트웍스,189540,2014/12,
(주)씨티네트웍스,189540,2015/12,
(주)씨티네트웍스,189540,2016/12,
(주)씨티네트웍스,189540,2017/12,
(주)씨티네트웍스,189540,2018/12,
(주)씨티네트웍스,189540,2019/12,
(주)씨티씨바이오,060590,2011/12,0.59
(주)씨티씨바이오,060590,2012/12,2.82
(주)씨티씨바이오,060590,2013/12,1.35
(주)씨티씨바이오,060590,2014/12,1.09
(주)씨티씨바이오,060590,2015/12,2.08
(주)씨티씨바이오,060590,2016/12,1.85
(주)씨티씨바이오,060590,2017/12,1.49
(주)씨티씨바이오,060590,2018/12,2.51
(주)씨티씨바이오,060590,2019/12,2.03
(주)씨티씨바이오,060590,2020/12,1.37
(주)씨티씨바이오,060590,2021/12,4.41
(주)씨티앤티,050470,2011/12,0
(주)씨티케이,260930,2016/12,
(주)씨티케이,260930,2017/12,4.65
(주)씨티케이,260930,2018/12,0
(주)씨티케이,260930,2019/12,0
(주)씨티케이,260930,2020/12,0
(주)씨티케이,260930,2021/12,2.03
(주)아가방앤컴퍼니,013990,2011/12,0.8
(주)아가방앤컴퍼니,013990,2012/12,1.4
(주)아가방앤컴퍼니,013990,2013/12,1.16
(주)아가방앤컴퍼니,013990,2014/12,1.61
(주)아가방앤컴퍼니,013990,2015/12,1.81
(주)아가방앤컴퍼니,013990,2016/12,3.74
(주)아가방앤컴퍼니,013990,2017/12,4.02
(주)아가방앤컴퍼니,013990,2018/12,5.73
(주)아가방앤컴퍼니,013990,2019/12,5.4
(주)아가방앤컴퍼니,013990,2020/12,4.48
(주)아가방앤컴퍼니,013990,2021/12,2.6
(주)아나패스,123860,2011/12,13.11
(주)아나패스,123860,2012/12,17.51
(주)아나패스,123860,2013/12,23.99
(주)아나패스,123860,2014/12,11.56
(주)아나패스,123860,2015/12,11.65
(주)아나패스,123860,2016/12,9.62
(주)아나패스,123860,2017/12,8.51
(주)아나패스,123860,2018/12,4.58
(주)아나패스,123860,2019/12,8.25
(주)아나패스,123860,2020/12,6.39
(주)아나패스,123860,2021/12,2.55
(주)아난티,025980,2011/12,0
(주)아난티,025980,2012/12,0.02
(주)아난티,025980,2013/12,1.53
(주)아난티,025980,2014/12,0.28
(주)아난티,025980,2015/12,3.12
(주)아난티,025980,2016/12,34.2
(주)아난티,025980,2017/12,35.61
(주)아난티,025980,2018/12,36.3
(주)아난티,025980,2019/12,14.03
(주)아난티,025980,2020/12,5.17
(주)아난티,025980,2021/12,4.78
(주)아라온테크,041060,2011/12,0.91
(주)아라온테크,041060,2012/12,1.44
(주)아라온테크,041060,2013/12,0.16
(주)아리온테크놀로지,058220,2011/12,0.94
(주)아리온테크놀로지,058220,2012/12,0.1
(주)아리온테크놀로지,058220,2013/12,1.97
(주)아리온테크놀로지,058220,2014/12,0.68
(주)아리온테크놀로지,058220,2015/12,3.24
(주)아리온테크놀로지,058220,2016/12,0.82
(주)아리온테크놀로지,058220,2017/12,1.06
(주)아리온테크놀로지,058220,2018/12,0.4
(주)아리온테크놀로지,058220,2019/12,0.41
(주)아모그린텍,125210,2015/12,
(주)아모그린텍,125210,2016/12,
(주)아모그린텍,125210,2017/12,
(주)아모그린텍,125210,2018/12,
(주)아모그린텍,125210,2019/12,1.04
(주)아모그린텍,125210,2020/12,0.75
(주)아모그린텍,125210,2021/12,1.96
(주)아모레퍼시픽,090430,2011/12,40.98
(주)아모레퍼시픽,090430,2012/12,40.27
(주)아모레퍼시픽,090430,2013/12,41.37
(주)아모레퍼시픽,090430,2014/12,32.4
(주)아모레퍼시픽,090430,2015/12,34.77
(주)아모레퍼시픽,090430,2016/12,41.54
(주)아모레퍼시픽,090430,2017/12,39.82
(주)아모레퍼시픽,090430,2018/12,38.79
(주)아모레퍼시픽,090430,2019/12,37.33
(주)아모레퍼시픽,090430,2020/12,35.48
(주)아모레퍼시픽,090430,2021/12,35.12
(주)아모레퍼시픽그룹,002790,2011/12,23.5
(주)아모레퍼시픽그룹,002790,2012/12,21.04
(주)아모레퍼시픽그룹,002790,2013/12,19.91
(주)아모레퍼시픽그룹,002790,2014/12,18.11
(주)아모레퍼시픽그룹,002790,2015/12,15.16
(주)아모레퍼시픽그룹,002790,2016/12,18.29
(주)아모레퍼시픽그룹,002790,2017/12,22.6
(주)아모레퍼시픽그룹,002790,2018/12,22.59
(주)아모레퍼시픽그룹,002790,2019/12,23.45
(주)아모레퍼시픽그룹,002790,2020/12,20.33
(주)아모레퍼시픽그룹,002790,2021/12,16.92
(주)아모센스,357580,2013/12,
(주)아모센스,357580,2014/12,
(주)아모센스,357580,2015/12,
(주)아모센스,357580,2016/12,
(주)아모센스,357580,2017/12,
(주)아모센스,357580,2018/12,
(주)아모센스,357580,2019/12,
(주)아모센스,357580,2020/12,
(주)아모센스,357580,2021/12,0.52
(주)아모텍,052710,2011/12,3.27
(주)아모텍,052710,2012/12,2.74
(주)아모텍,052710,2013/12,3.34
(주)아모텍,052710,2014/12,2.35
(주)아모텍,052710,2015/12,12.73
(주)아모텍,052710,2016/12,10.62
(주)아모텍,052710,2017/12,15.55
(주)아모텍,052710,2018/12,5.44
(주)아모텍,052710,2019/12,9.62
(주)아모텍,052710,2020/12,5.31
(주)아모텍,052710,2021/12,3.38
(주)아미노로직스,074430,2011/12,2.01
(주)아미노로직스,074430,2012/12,2.12
(주)아미노로직스,074430,2013/12,1.55
(주)아미노로직스,074430,2014/12,1.36
(주)아미노로직스,074430,2015/12,0.51
(주)아미노로직스,074430,2016/12,0.55
(주)아미노로직스,074430,2017/12,0.5
(주)아미노로직스,074430,2018/12,1.86
(주)아미노로직스,074430,2019/12,1.97
(주)아미노로직스,074430,2020/12,1.24
(주)아미노로직스,074430,2021/12,1.88
(주)아바코,083930,2011/12,0.08
(주)아바코,083930,2012/12,0.28
(주)아바코,083930,2013/12,1.06
(주)아바코,083930,2014/12,2.19
(주)아바코,083930,2015/12,1.9
(주)아바코,083930,2016/12,3.43
(주)아바코,083930,2017/12,2.59
(주)아바코,083930,2018/12,3.77
(주)아바코,083930,2019/12,6.82
(주)아바코,083930,2020/12,6.99
(주)아바코,083930,2021/12,6.63
(주)아바텍,149950,2011/12,
(주)아바텍,149950,2012/12,1.12
(주)아바텍,149950,2013/12,0.49
(주)아바텍,149950,2014/12,3.72
(주)아바텍,149950,2015/12,5.79
(주)아바텍,149950,2016/12,2.06
(주)아바텍,149950,2017/12,4.14
(주)아바텍,149950,2018/12,2.48
(주)아바텍,149950,2019/12,2.38
(주)아바텍,149950,2020/12,1.55
(주)아바텍,149950,2021/12,0.86
(주)아세아텍,050860,2011/06,0.14
(주)아세아텍,050860,2012/06,0.04
(주)아세아텍,050860,2013/06,0.28
(주)아세아텍,050860,2014/06,1.52
(주)아세아텍,050860,2015/06,1.31
(주)아세아텍,050860,2016/06,1.24
(주)아세아텍,050860,2017/06,2.24
(주)아세아텍,050860,2018/06,0.7
(주)아세아텍,050860,2019/06,2.3
(주)아세아텍,050860,2020/06,2.79
(주)아세아텍,050860,2021/06,3.17
(주)아센디오,012170,2011/12,0
(주)아센디오,012170,2012/12,0
(주)아센디오,012170,2013/12,0
(주)아센디오,012170,2014/12,0
(주)아센디오,012170,2015/12,0
(주)아센디오,012170,2016/12,0
(주)아센디오,012170,2017/12,0.07
(주)아센디오,012170,2018/12,1.74
(주)아센디오,012170,2020/12,0
(주)아센디오,012170,2021/12,0
(주)아셈스,136410,2011/12,
(주)아셈스,136410,2012/12,
(주)아셈스,136410,2013/12,
(주)아셈스,136410,2014/12,
(주)아셈스,136410,2015/12,
(주)아셈스,136410,2016/12,
(주)아셈스,136410,2017/12,
(주)아셈스,136410,2018/12,
(주)아셈스,136410,2019/12,
(주)아셈스,136410,2020/12,
(주)아셈스,136410,2021/12,
(주)아스타,246720,2015/12,
(주)아스타,246720,2016/12,
(주)아스타,246720,2017/12,3.12
(주)아스타,246720,2018/12,0.34
(주)아스타,246720,2019/12,0.82
(주)아스타,246720,2020/12,0.85
(주)아스타,246720,2021/12,0.21
(주)아스트,067390,2011/12,
(주)아스트,067390,2012/12,
(주)아스트,067390,2013/12,
(주)아스트,067390,2014/12,0.27
(주)아스트,067390,2015/12,8.14
(주)아스트,067390,2016/12,2.98
(주)아스트,067390,2017/12,0.73
(주)아스트,067390,2018/12,1.69
(주)아스트,067390,2019/12,1.56
(주)아스트,067390,2020/12,0.6
(주)아스트,067390,2021/12,2.05
(주)아스플로,159010,2011/12,
(주)아스플로,159010,2012/12,
(주)아스플로,159010,2013/12,
(주)아스플로,159010,2014/12,
(주)아스플로,159010,2015/12,
(주)아스플로,159010,2016/12,
(주)아스플로,159010,2017/12,
(주)아스플로,159010,2018/12,
(주)아스플로,159010,2019/12,
(주)아스플로,159010,2020/12,
(주)아스플로,159010,2021/12,0.63
(주)아시아경제,127710,2011/12,
(주)아시아경제,127710,2012/12,
(주)아시아경제,127710,2013/12,
(주)아시아경제,127710,2014/12,
(주)아시아경제,127710,2015/12,0.09
(주)아시아경제,127710,2016/12,2.93
(주)아시아경제,127710,2017/12,0.91
(주)아시아경제,127710,2018/12,0.93
(주)아시아경제,127710,2019/12,0.56
(주)아시아경제,127710,2020/12,0.97
(주)아시아경제,127710,2021/12,0.94
(주)아우딘퓨쳐스,227610,2015/12,
(주)아우딘퓨쳐스,227610,2016/12,
(주)아우딘퓨쳐스,227610,2017/12,3.92
(주)아우딘퓨쳐스,227610,2018/12,6.52
(주)아우딘퓨쳐스,227610,2019/12,6.53
(주)아우딘퓨쳐스,227610,2020/12,4.56
(주)아우딘퓨쳐스,227610,2021/12,4.65
(주)아이디스,143160,2011/12,0
(주)아이디스,143160,2012/12,23.8
(주)아이디스,143160,2013/12,14.64
(주)아이디스,143160,2014/12,14.66
(주)아이디스,143160,2015/12,15.18
(주)아이디스,143160,2016/12,13.94
(주)아이디스,143160,2017/12,12.31
(주)아이디스,143160,2018/12,3.65
(주)아이디스,143160,2019/12,1.52
(주)아이디스,143160,2020/12,0.99
(주)아이디스,143160,2021/12,1.24
(주)아이디스홀딩스,054800,2011/12,22.17
(주)아이디스홀딩스,054800,2012/12,13.74
(주)아이디스홀딩스,054800,2013/12,6.31
(주)아이디스홀딩스,054800,2014/12,7.88
(주)아이디스홀딩스,054800,2015/12,7.83
(주)아이디스홀딩스,054800,2016/12,7.62
(주)아이디스홀딩스,054800,2017/12,6.57
(주)아이디스홀딩스,054800,2018/12,11.45
(주)아이디스홀딩스,054800,2019/12,10.57
(주)아이디스홀딩스,054800,2020/12,9.36
(주)아이디스홀딩스,054800,2021/12,8.4
(주)아이디에스,078780,2011/12,0.26
(주)아이디에스,078780,2012/12,0.04
(주)아이디에스,078780,2013/12,0.21
(주)아이디에스,078780,2014/12,0.06
(주)아이디에스,078780,2015/12,
(주)아이마켓코리아,122900,2011/12,3.28
(주)아이마켓코리아,122900,2012/12,4.45
(주)아이마켓코리아,122900,2013/12,6.85
(주)아이마켓코리아,122900,2014/12,8.38
(주)아이마켓코리아,122900,2015/12,13.76
(주)아이마켓코리아,122900,2016/12,14.8
(주)아이마켓코리아,122900,2017/12,20.38
(주)아이마켓코리아,122900,2018/12,13.56
(주)아이마켓코리아,122900,2019/12,13.28
(주)아이마켓코리아,122900,2020/12,12.35
(주)아이마켓코리아,122900,2021/12,7.55
(주)아이비김영,339950,2019/12,0
(주)아이비김영,339950,2020/12,0.04
(주)아이비김영,339950,2021/12,0.11
(주)아이센스,099190,2011/12,
(주)아이센스,099190,2012/12,
(주)아이센스,099190,2013/12,27.69
(주)아이센스,099190,2014/12,46.66
(주)아이센스,099190,2015/12,38.4
(주)아이센스,099190,2016/12,39.34
(주)아이센스,099190,2017/12,37.04
(주)아이센스,099190,2018/12,40.08
(주)아이센스,099190,2019/12,42.77
(주)아이센스,099190,2020/12,38.45
(주)아이센스,099190,2021/12,40.13
(주)아이스크림에듀,289010,2013/12,
(주)아이스크림에듀,289010,2014/12,
(주)아이스크림에듀,289010,2015/12,
(주)아이스크림에듀,289010,2016/12,
(주)아이스크림에듀,289010,2017/12,
(주)아이스크림에듀,289010,2018/12,
(주)아이스크림에듀,289010,2019/12,0.53
(주)아이스크림에듀,289010,2020/12,0.46
(주)아이스크림에듀,289010,2021/12,0.22
(주)아이씨디,040910,2011/09,5.61
(주)아이씨디,040910,2012/09,4.37
(주)아이씨디,040910,2013/09,5.17
(주)아이씨디,040910,2014/09,7.61
(주)아이씨디,040910,2015/09,8.67
(주)아이씨디,040910,2016/12,3.3
(주)아이씨디,040910,2017/12,4.58
(주)아이씨디,040910,2018/12,7.33
(주)아이씨디,040910,2019/12,16.49
(주)아이씨디,040910,2020/12,5.42
(주)아이씨디,040910,2021/12,5.63
(주)아이씨에이치,368600,2017/12,
(주)아이씨에이치,368600,2018/12,
(주)아이씨에이치,368600,2019/12,
(주)아이씨에이치,368600,2020/12,
(주)아이씨에이치,368600,2021/12,
(주)아이앤씨테크놀로지,052860,2011/12,0.97
(주)아이앤씨테크놀로지,052860,2012/12,1.3
(주)아이앤씨테크놀로지,052860,2013/12,1.89
(주)아이앤씨테크놀로지,052860,2014/12,1.61
(주)아이앤씨테크놀로지,052860,2015/12,2.91
(주)아이앤씨테크놀로지,052860,2016/12,1.16
(주)아이앤씨테크놀로지,052860,2017/12,0.53
(주)아이앤씨테크놀로지,052860,2018/12,0.22
(주)아이앤씨테크놀로지,052860,2019/12,1.94
(주)아이앤씨테크놀로지,052860,2020/12,1.84
(주)아이앤씨테크놀로지,052860,2021/12,1.48
(주)아이에스시,095340,2011/12,0.18
(주)아이에스시,095340,2012/12,0.4
(주)아이에스시,095340,2013/12,2.22
(주)아이에스시,095340,2014/12,9.36
(주)아이에스시,095340,2015/12,23.01
(주)아이에스시,095340,2016/12,14.13
(주)아이에스시,095340,2017/12,11.5
(주)아이에스시,095340,2018/12,9.23
(주)아이에스시,095340,2019/12,9.19
(주)아이에스시,095340,2020/12,4.67
(주)아이에스시,095340,2021/12,3.35
(주)아이에스이커머스,069920,2011/12,0
(주)아이에스이커머스,069920,2012/12,0.45
(주)아이에스이커머스,069920,2013/12,0
(주)아이에스이커머스,069920,2014/12,0.76
(주)아이에스이커머스,069920,2015/12,20.13
(주)아이에스이커머스,069920,2016/12,20.01
(주)아이에스이커머스,069920,2017/12,20.04
(주)아이에스이커머스,069920,2018/12,0.33
(주)아이에스이커머스,069920,2019/12,0.35
(주)아이에스이커머스,069920,2020/12,0.53
(주)아이에스이커머스,069920,2021/12,1.52
(주)아이에이,038880,2011/12,0.81
(주)아이에이,038880,2012/12,0.97
(주)아이에이,038880,2013/12,0.86
(주)아이에이,038880,2014/12,0.71
(주)아이에이,038880,2015/12,1.15
(주)아이에이,038880,2016/12,1.17
(주)아이에이,038880,2017/12,1.16
(주)아이에이,038880,2018/12,1.83
(주)아이에이,038880,2019/12,2.32
(주)아이에이,038880,2020/12,1.3
(주)아이에이,038880,2021/12,1.55
(주)아이에이치큐,003560,2011/12,4.89
(주)아이에이치큐,003560,2012/12,1.11
(주)아이에이치큐,003560,2013/12,0.56
(주)아이에이치큐,003560,2014/12,1.08
(주)아이에이치큐,003560,2015/12,1.23
(주)아이에이치큐,003560,2016/12,1.91
(주)아이에이치큐,003560,2017/12,4.86
(주)아이에이치큐,003560,2018/12,3.55
(주)아이에이치큐,003560,2019/12,1.55
(주)아이에이치큐,003560,2020/12,2.47
(주)아이에이치큐,003560,2021/12,2.37
(주)아이엘사이언스,122050,2016/12,
(주)아이엘사이언스,122050,2017/12,
(주)아이엘사이언스,307180,2018/12,0.35
(주)아이엘사이언스,122050,2018/12,
(주)아이엘사이언스,307180,2019/12,0
(주)아이엘사이언스,307180,2020/12,0.58
(주)아이엘사이언스,307180,2021/12,4.66
(주)아이엠,101390,2011/12,3.15
(주)아이엠,101390,2012/12,4.07
(주)아이엠,101390,2013/12,5.92
(주)아이엠,101390,2014/12,4.36
(주)아이엠,101390,2015/12,4.63
(주)아이엠,101390,2016/12,4.26
(주)아이엠,101390,2017/12,4.46
(주)아이엠,101390,2018/12,7.23
(주)아이엠,101390,2019/12,4.16
(주)아이엠,101390,2020/12,4.4
(주)아이엠,101390,2021/12,2.03
(주)아이엠비씨,052220,2011/12,0.42
(주)아이엠비씨,052220,2012/12,0.29
(주)아이엠비씨,052220,2013/12,0.38
(주)아이엠비씨,052220,2014/12,0.78
(주)아이엠비씨,052220,2015/12,1.13
(주)아이엠비씨,052220,2016/12,0.82
(주)아이엠비씨,052220,2017/12,0.64
(주)아이엠비씨,052220,2018/12,0.69
(주)아이엠비씨,052220,2019/12,0.7
(주)아이엠비씨,052220,2020/12,1.41
(주)아이엠비씨,052220,2021/12,0.86
(주)아이엠텍,226350,2011/12,
(주)아이엠텍,226350,2012/12,
(주)아이엠텍,226350,2013/12,
(주)아이엠텍,226350,2014/12,
(주)아이엠텍,226350,2015/12,
(주)아이엠텍,226350,2016/12,1.03
(주)아이엠텍,226350,2017/12,2.08
(주)아이엠텍,226350,2018/12,1.71
(주)아이엠텍,226350,2019/12,0.79
(주)아이엠텍,226350,2020/12,1.39
(주)아이오케이컴퍼니,078860,2011/12,0
(주)아이오케이컴퍼니,078860,2012/12,0.1
(주)아이오케이컴퍼니,078860,2013/12,0.38
(주)아이오케이컴퍼니,078860,2014/12,0.25
(주)아이오케이컴퍼니,078860,2015/12,16.13
(주)아이오케이컴퍼니,078860,2016/12,12.01
(주)아이오케이컴퍼니,078860,2017/12,0.41
(주)아이오케이컴퍼니,078860,2018/12,0.46
(주)아이오케이컴퍼니,078860,2019/12,0.73
(주)아이오케이컴퍼니,078860,2020/12,0.67
(주)아이오케이컴퍼니,078860,2021/12,0.77
(주)아이윈,090150,2011/12,0
(주)아이윈,090150,2012/12,0
(주)아이윈,090150,2013/12,0.27
(주)아이윈,090150,2014/12,0.06
(주)아이윈,090150,2015/12,1.06
(주)아이윈,090150,2016/12,2.07
(주)아이윈,090150,2017/12,1.9
(주)아이윈,090150,2018/12,2.13
(주)아이윈,090150,2019/12,2.71
(주)아이윈,090150,2020/12,1.26
(주)아이윈,090150,2021/12,1.78
(주)아이윈플러스,123010,2011/12,
(주)아이윈플러스,123010,2012/12,
(주)아이윈플러스,123010,2013/12,
(주)아이윈플러스,123010,2014/12,
(주)아이윈플러스,123010,2015/12,
(주)아이윈플러스,123010,2016/12,4.95
(주)아이윈플러스,123010,2017/12,3.92
(주)아이윈플러스,123010,2018/12,0.56
(주)아이윈플러스,123010,2019/12,1.7
(주)아이윈플러스,123010,2020/12,0.58
(주)아이윈플러스,123010,2021/12,0.97
(주)아이즈비전,031310,2011/12,0.03
(주)아이즈비전,031310,2012/12,0.22
(주)아이즈비전,031310,2013/12,0.07
(주)아이즈비전,031310,2014/12,0.38
(주)아이즈비전,031310,2015/12,1.1
(주)아이즈비전,031310,2016/12,0.32
(주)아이즈비전,031310,2017/12,2.05
(주)아이즈비전,031310,2018/12,2.57
(주)아이즈비전,031310,2019/12,4.32
(주)아이즈비전,031310,2020/12,0.73
(주)아이즈비전,031310,2021/12,2.52
(주)아이컴포넌트,059100,2011/12,5.58
(주)아이컴포넌트,059100,2012/12,5.85
(주)아이컴포넌트,059100,2013/12,5.21
(주)아이컴포넌트,059100,2014/12,5.71
(주)아이컴포넌트,059100,2015/12,5.07
(주)아이컴포넌트,059100,2016/12,5.87
(주)아이컴포넌트,059100,2017/12,7.28
(주)아이컴포넌트,059100,2018/12,7.8
(주)아이컴포넌트,059100,2019/12,6.6
(주)아이컴포넌트,059100,2020/12,5.81
(주)아이컴포넌트,059100,2021/12,8.65
(주)아이퀘스트,262840,2015/12,
(주)아이퀘스트,262840,2016/12,
(주)아이퀘스트,262840,2017/12,
(주)아이퀘스트,262840,2018/12,
(주)아이퀘스트,262840,2019/12,
