회사명,거래소코드,회계년도,[제조]매출액순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출원가 대 매출액비율(IFRS연결),[제조]광고선전비 대 매출액비율(IFRS연결),[제조]유보율(IFRS연결)
(주)케이에이치바텍,060720,2018/12,-19.17,-12.64,-20.27,96.66,0.02,1763.46
(주)케이에이치바텍,060720,2019/12,-5.69,-3.98,-6.36,86.09,0.02,1628.48
(주)케이에이치바텍,060720,2020/12,-7.46,-4.77,-7.58,87.37,0.03,1510.59
(주)케이에이치바텍,060720,2021/12,9.74,9.78,16.95,81.63,0.02,1862.39
(주)케이에이치필룩스,033180,2011/12,2.53,2.63,4.32,75.32,0.51,338.71
(주)케이에이치필룩스,033180,2012/12,3.7,3.93,6.21,71.77,0.63,343.04
(주)케이에이치필룩스,033180,2013/12,4.48,4.75,7.44,70.2,0.41,372.42
(주)케이에이치필룩스,033180,2014/12,5.06,5.34,8.31,68.51,0.94,411.9
(주)케이에이치필룩스,033180,2015/12,3.23,2.98,4.62,67.75,0.77,424.12
(주)케이에이치필룩스,033180,2016/12,5.43,4.34,7.74,65.27,0.67,483.32
(주)케이에이치필룩스,033180,2017/12,3.33,2.09,5.07,64.73,0.69,505.68
(주)케이에이치필룩스,033180,2018/12,-10.04,-4.45,-7.95,63.97,0.68,494.71
(주)케이에이치필룩스,033180,2019/12,-8.65,-3.24,-5.29,66.22,2.37,568.66
(주)케이에이치필룩스,033180,2020/12,-39.67,-11.78,-17.37,68.73,2.35,495.09
(주)케이에이치필룩스,033180,2021/12,-1.43,-0.37,-0.25,71.04,2.55,516.33
(주)케이엑스이노베이션,122450,2011/12,24.88,21.62,25.5,54.48,0.98,887.21
(주)케이엑스이노베이션,122450,2012/12,17.58,12.28,15.85,59.46,0.87,1030.5
(주)케이엑스이노베이션,122450,2013/12,9.37,7.24,11.19,51.68,0.41,1056.6
(주)케이엑스이노베이션,122450,2014/12,9.61,8.55,11.63,58.79,0.83,1196.5
(주)케이엑스이노베이션,122450,2015/12,8.53,7.2,10.13,61.69,1.41,1422.77
(주)케이엑스이노베이션,122450,2016/12,22.34,12.65,21.83,56.05,0.49,1741.09
(주)케이엑스이노베이션,122450,2017/12,20.91,9.21,20.6,56.72,0.3,2039.29
(주)케이엑스이노베이션,122450,2018/12,34.82,10.7,23.7,56.39,0.48,1751.31
(주)케이엑스이노베이션,122450,2019/12,9.53,3.36,7.13,57.5,0.38,1851.87
(주)케이엑스이노베이션,122450,2020/12,11.94,4.94,13.44,55.3,0.26,2498.26
(주)케이엑스이노베이션,122450,2021/12,22.19,7.87,15.62,57.02,0.21,1395.68
(주)케이엑스하이텍,052900,2011/12,-3.2,-2.76,-6.4,90.15,0.01,610.88
(주)케이엑스하이텍,052900,2012/12,-8.6,-8.52,-20.39,97.51,0.01,502.83
(주)케이엑스하이텍,052900,2013/12,-36.54,-36.65,-134.54,89.92,0,67.3
(주)케이엑스하이텍,052900,2014/12,3.6,4.28,12.45,81.81,0.01,121.92
(주)케이엑스하이텍,052900,2015/12,0.93,1.06,1.48,82.63,0,127.37
(주)케이엑스하이텍,052900,2016/12,4.12,3.41,4.46,77.08,0.05,139.68
(주)케이엑스하이텍,052900,2017/12,-0.84,-0.67,-0.87,80.9,0.01,138.33
(주)케이엑스하이텍,052900,2018/12,7.58,6.49,7.88,78.46,0,196.74
(주)케이엑스하이텍,052900,2019/12,3.77,2.91,3.45,76.8,0.13,188.35
(주)케이엑스하이텍,052900,2020/12,2.12,1.81,2.24,76.22,0.02,242.47
(주)케이엑스하이텍,052900,2021/12,4.7,3.51,5.36,77.92,0.03,308.92
(주)케이엔더블유,105330,2011/12,3.16,3.46,5.26,82.94,0,1596.59
(주)케이엔더블유,105330,2012/12,-5.98,-4.34,-6.69,86.61,0,1466.17
(주)케이엔더블유,105330,2013/12,-1.17,-1.47,-2.29,86.38,0.01,1372.98
(주)케이엔더블유,105330,2014/12,4.47,5.58,8.51,83.55,0.07,1399.25
(주)케이엔더블유,105330,2015/12,1.23,1.25,2.07,81.17,0.01,1415.43
(주)케이엔더블유,105330,2016/12,-1.01,-1.03,-1.42,84.96,0,1380.8
(주)케이엔더블유,105330,2017/12,-2.05,-2.8,-4.79,90.06,0,1254.93
(주)케이엔더블유,105330,2018/12,0.49,0.87,1.56,89.89,0,1328.06
(주)케이엔더블유,105330,2019/12,-6.76,-9.22,-17.21,90.03,0.01,1114.54
(주)케이엔더블유,105330,2020/12,-18.38,-13.78,-25.59,95.5,0.01,766.37
(주)케이엔더블유,105330,2021/12,1.42,0.88,2.01,69.46,0,872.68
(주)케이엔씨글로벌,068150,2011/12,,,,,,
(주)케이엔씨글로벌,068150,2012/12,-11.43,-5.23,-9.33,65.36,0.08,50.56
(주)케이엔씨글로벌,068150,2013/12,-14.82,-13.38,-24.18,67.72,0.78,39.4
(주)케이엔씨글로벌,068150,2014/12,-98.32,-48.16,-107.71,100.72,1.73,-16.27
(주)케이엔씨글로벌,068150,2015/12,-71.11,-26.04,-58.68,58.98,1.65,-17
(주)케이엔엔,058400,2011/12,14.91,5.77,6.3,59.08,0.25,108.09
(주)케이엔엔,058400,2012/12,44.89,15.17,17.49,60.18,0.2,143.18
(주)케이엔엔,058400,2013/12,20.26,6.42,7.22,66.01,0.15,154.61
(주)케이엔엔,058400,2014/12,9.49,3.06,3.32,65.88,0.11,158.79
(주)케이엔엔,058400,2015/12,10.98,3.68,4.02,66.6,0.08,163.74
(주)케이엔엔,058400,2016/12,11.15,3.55,3.89,68.67,0.07,168.58
(주)케이엔엔,058400,2017/12,14.69,4.79,5.28,62.11,0.01,179.41
(주)케이엔엔,058400,2018/12,12.23,3.83,4.16,61.5,0.04,187.88
(주)케이엔엔,058400,2019/12,11.43,3.9,4.17,60.84,0.04,195.8
(주)케이엔엔,058400,2020/12,10.8,2.92,3.1,58.44,0.01,201.14
(주)케이엔엔,058400,2021/12,14.15,4.14,4.43,55.5,0,210.46
(주)케이엔제이,272110,2019/12,7.89,7.97,26.22,80.29,0,753.42
(주)케이엔제이,272110,2020/12,-11.67,-7.58,-20.41,76.18,0,590.16
(주)케이엔제이,272110,2021/12,11.88,6.64,16.83,72.09,0,1003.56
(주)케이엘넷,039420,2011/12,,,,,,
(주)케이엘넷,039420,2012/12,,,,,,
(주)케이엘넷,039420,2013/12,3.93,3.7,5.19,86.53,0,137.92
(주)케이엘넷,039420,2014/12,7.37,7.11,9.61,80.17,0,151.36
(주)케이엘넷,039420,2015/12,7.24,6.57,8.39,80.87,0,171.56
(주)케이엘넷,039420,2016/12,4.59,4.1,5.19,84.32,0,179.7
(주)케이엘넷,039420,2017/12,7.66,6.98,8.54,74.65,0,204.4
(주)케이엘넷,039420,2018/12,4.01,4.14,5.55,72.49,0,215.78
(주)케이엘넷,039420,2019/12,9.9,8.78,10.41,69.3,0,239.98
(주)케이엘넷,039420,2020/12,10.54,9.74,11.67,69.19,0,266.93
(주)케이엘넷,039420,2021/12,13.14,13.17,14.2,71.69,0,308.49
(주)케이엠,083550,2011/12,4.23,5.06,8.31,82.64,0.14,1143.5
(주)케이엠,083550,2012/12,2.11,2.74,3.98,86.8,0.1,1137.41
(주)케이엠,083550,2013/12,1.76,2.15,3.81,84.49,0.08,1170.53
(주)케이엠,083550,2014/12,2.7,3.11,4.74,86.36,0.2,1212.75
(주)케이엠,083550,2015/12,5.83,6.75,10.26,81.88,0.16,1334.85
(주)케이엠,083550,2016/12,3.13,3.41,5.27,83.05,0.17,1393.64
(주)케이엠,083550,2017/12,3.71,4.14,6.14,81.95,0.21,1409.83
(주)케이엠,083550,2018/12,3.87,4.21,6.07,82.27,0.21,1499.11
(주)케이엠,083550,2019/12,5.01,5.15,8.15,81.17,0.38,1607.74
(주)케이엠,083550,2020/12,17.38,21.48,32.92,67.47,0.08,2194.27
(주)케이엠,083550,2021/12,5.18,4.22,6.24,79.04,0.09,2287.46
(주)케이엠더블유,032500,2011/12,-22.93,-16.62,-123.19,76.28,0.56,227.98
(주)케이엠더블유,032500,2012/12,12.82,16.97,126.81,64.16,0.26,660.76
(주)케이엠더블유,032500,2013/12,12.56,16.43,59.99,65.82,0.39,1136.42
(주)케이엠더블유,032500,2014/12,-4.64,-4.58,-15.69,76.71,0.71,1138.38
(주)케이엠더블유,032500,2015/12,-21.75,-15.52,-75.49,86.45,0.82,611.94
(주)케이엠더블유,032500,2016/12,1.76,1.4,8.96,76.73,0.94,652.67
(주)케이엠더블유,032500,2017/12,-4.26,-4.12,-17.94,70,0.55,613.86
(주)케이엠더블유,032500,2018/12,-10.56,-12.85,-45.51,79.67,0.28,824.4
(주)케이엠더블유,032500,2019/12,15.03,29.31,67.76,68.1,0.23,988.79
(주)케이엠더블유,032500,2020/12,7.87,6.54,11.56,70.65,0.11,1125.44
(주)케이엠더블유,032500,2021/12,-1.82,-0.99,-1.51,75.55,0.26,1158.15
(주)케이이씨,092220,2011/12,-13.34,-8.23,-21.35,95.14,0.03,126.49
(주)케이이씨,092220,2012/12,-20.08,-11.86,-34.43,96.03,0.04,56.19
(주)케이이씨,092220,2013/12,-10.79,-7.14,-19.39,87.74,0.01,407.17
(주)케이이씨,092220,2014/12,1.47,0.9,3.54,84.44,0.02,398.09
(주)케이이씨,092220,2015/12,0.25,0.15,0.6,83.59,0.04,397.01
(주)케이이씨,092220,2016/12,0.03,0.02,0.17,85.17,0.02,342.94
(주)케이이씨,092220,2017/12,0.58,0.37,0.45,85.12,0.03,292.15
(주)케이이씨,092220,2018/12,0.81,0.49,0.67,85.24,0.04,290.54
(주)케이이씨,092220,2019/12,-9.78,-5.76,-8.99,88.73,0.05,256.36
(주)케이이씨,092220,2020/12,-22.31,-12.77,-24.43,87.16,0.02,178.84
(주)케이이씨,092220,2021/12,3.8,2.65,4.41,78.88,0.03,276.72
(주)케이지모빌리언스,046440,2011/12,11.26,5.58,11.91,58.91,0,814.29
(주)케이지모빌리언스,046440,2012/12,16.51,7.18,17.43,57.8,0,973.88
(주)케이지모빌리언스,046440,2013/12,7.51,3.29,8.55,56.07,0,1097.14
(주)케이지모빌리언스,046440,2014/12,,,,,,
(주)케이지모빌리언스,046440,2015/12,,,,,,
(주)케이지모빌리언스,046440,2016/12,7.91,2.86,7.37,54.7,0,1428.59
(주)케이지모빌리언스,046440,2017/12,7.42,3,7.8,54.65,0.63,1362.85
(주)케이지모빌리언스,046440,2018/12,5.97,2.58,6.04,50.83,0.97,1407.47
(주)케이지모빌리언스,046440,2019/12,9.16,3.8,8.18,52.1,1.1,1486.42
(주)케이지모빌리언스,046440,2020/12,8.35,4.88,9.16,62.39,0.82,1353.78
(주)케이지모빌리언스,046440,2021/12,9.59,6.11,10.54,66.81,0.76,1462.26
(주)케이지이니시스,035600,2011/12,8.73,7.8,16.75,77.03,1.69,868.3
(주)케이지이니시스,035600,2012/12,,,,,,
(주)케이지이니시스,035600,2013/12,5.2,4.12,10.78,74.77,0.7,1152.04
(주)케이지이니시스,035600,2014/12,4.69,4.57,10.47,79.27,0.51,1286.07
(주)케이지이니시스,035600,2015/12,0.48,0.57,-0.54,84.32,0.82,1261.09
(주)케이지이니시스,035600,2016/12,1.94,2.02,4.86,83.16,0.51,1261.58
(주)케이지이니시스,035600,2017/12,0.4,0.36,-0.21,69.2,1.17,1269.92
(주)케이지이니시스,035600,2018/12,4.31,4.29,17.61,64.17,0,1457.41
(주)케이지이니시스,035600,2019/12,6.28,5.43,21.61,62.64,0,1821
(주)케이지이니시스,035600,2020/12,6.54,3.96,15.23,72.62,0.38,2239.94
(주)케이지이니시스,035600,2021/12,6.14,4.39,14.44,74.89,0.37,2603.28
(주)케이티,030200,2011/12,6.6,4.92,12.67,0,0.84,709.07
(주)케이티,030200,2012/12,4.67,3.34,8.8,0,0.63,746.3
(주)케이티,030200,2013/12,-0.25,-0.17,-1.35,0,0.68,710.32
(주)케이티,030200,2014/12,-4.13,-2.82,-9.55,0,0.68,616.35
(주)케이티,030200,2015/12,2.83,2,5.22,0,0.8,648.56
(주)케이티,030200,2016/12,3.51,2.66,6.38,0,0.82,686.3
(주)케이티,030200,2017/12,2.4,1.87,4.12,0,0.84,701.39
(주)케이티,030200,2018/12,3.25,2.47,5.53,0,0.67,797
(주)케이티,030200,2019/12,2.75,2.02,4.61,0,0.62,826.34
(주)케이티,030200,2020/12,2.94,2.08,4.75,0,0.55,851.98
(주)케이티,030200,2021/12,5.86,4.12,9.36,0,0.69,921.82
(주)케이티서브마린,060370,2011/12,,,,,,
(주)케이티서브마린,060370,2012/12,,,,,,
(주)케이티서브마린,060370,2013/12,,,,,,
(주)케이티서브마린,060370,2014/12,,,,,,
(주)케이티서브마린,060370,2015/12,,,,,,
(주)케이티서브마린,060370,2016/12,,,,,,
(주)케이티서브마린,060370,2017/12,,,,,,
(주)케이티서브마린,060370,2018/12,,,,,,
(주)케이티서브마린,060370,2019/12,,,,,,
(주)케이티서브마린,060370,2020/12,,,,,,
(주)케이티서브마린,060370,2021/12,,,,,,
(주)케이티스카이라이프,053210,2011/12,5.6,4.98,14.19,0,0.66,141.51
(주)케이티스카이라이프,053210,2012/12,9.81,9.46,17.7,0,0.51,188.78
(주)케이티스카이라이프,053210,2013/12,11.67,11,19.63,0,0.79,237.68
(주)케이티스카이라이프,053210,2014/12,8.45,8.07,13.25,0,0.83,268.28
(주)케이티스카이라이프,053210,2015/12,11.04,10.47,15.77,0,1.52,315.53
(주)케이티스카이라이프,053210,2016/12,10.35,9.25,13.32,0,1.97,359.54
(주)케이티스카이라이프,053210,2017/12,8.36,7.3,10.25,0,2.82,389.57
(주)케이티스카이라이프,053210,2018/12,7.53,6.47,8.33,0,3.36,459.37
(주)케이티스카이라이프,053210,2019/12,8.06,6.73,8.02,0,3.43,491.06
(주)케이티스카이라이프,053210,2020/12,8.33,6.58,7.97,0,1.08,522.86
(주)케이티스카이라이프,053210,2021/12,8.16,4.88,7.6,0,4.17,568.27
(주)케이티씨에스,058850,2011/12,,,,,,
(주)케이티씨에스,058850,2012/12,,,,,,
(주)케이티씨에스,058850,2013/12,,,,,,
(주)케이티씨에스,058850,2014/12,2.24,4.39,9.02,0,0.88,501.03
(주)케이티씨에스,058850,2015/12,1.27,4.16,8.58,0,0.29,532.18
(주)케이티씨에스,058850,2016/12,0.82,2.35,5.12,0,0.27,545.95
(주)케이티씨에스,058850,2017/12,0.76,2.2,4.67,0,0.27,560.47
(주)케이티씨에스,058850,2018/12,1.12,3.26,7.3,0,0.24,569.35
(주)케이티씨에스,058850,2019/12,0.8,2.07,4.72,0,0.24,579.05
(주)케이티씨에스,058850,2020/12,1.22,2.97,6.64,0,0.29,611.19
(주)케이티씨에스,058850,2021/12,1.97,4.57,10.39,0,0.29,665.16
(주)케이티아이에스,058860,2011/12,,,,,,
(주)케이티아이에스,058860,2012/12,,,,,,
(주)케이티아이에스,058860,2013/12,,,,,,
(주)케이티아이에스,058860,2014/12,,,,,,
(주)케이티아이에스,058860,2015/12,,,,,,
(주)케이티아이에스,058860,2016/12,,,,,,
(주)케이티아이에스,058860,2017/12,,,,,,
(주)케이티아이에스,058860,2018/12,,,,,,
(주)케이티아이에스,058860,2019/12,,,,,,
(주)케이티아이에스,058860,2020/12,,,,,,
(주)케이티아이에스,058860,2021/12,,,,,,
(주)케이티알파,036030,2011/12,-0.43,-0.79,-1.58,95.11,0.38,414.49
(주)케이티알파,036030,2012/12,-2,-3.56,-5.35,95.44,0.06,382.85
(주)케이티알파,036030,2013/12,0.61,1.31,1.87,95,0.01,425.34
(주)케이티알파,036030,2014/12,,,,,,
(주)케이티알파,036030,2015/12,,,,,,
(주)케이티알파,036030,2016/12,,,,,,
(주)케이티알파,036030,2017/12,,,,,,
(주)케이티알파,036030,2018/12,,,,,,
(주)케이티알파,036030,2019/12,,,,,,
(주)케이티알파,036030,2020/12,,,,,,
(주)케이티알파,036030,2021/12,,,,,,
(주)케이티앤지,033780,2011/12,21.66,13.51,17.26,43.25,7.15,436.27
(주)케이티앤지,033780,2012/12,18.37,11.17,14.64,43.09,7.88,466.96
(주)케이티앤지,033780,2013/12,14.76,8.14,10.94,43.74,6.83,485.23
(주)케이티앤지,033780,2014/12,19.52,11.18,14.93,44.23,5.66,520.76
(주)케이티앤지,033780,2015/12,25.31,13.16,17.8,38.81,5.99,582.31
(주)케이티앤지,033780,2016/12,26.94,13.14,18.37,39.7,5.98,666.8
(주)케이티앤지,033780,2017/12,25.96,12.27,16.37,40.83,6.32,751.41
(주)케이티앤지,033780,2018/12,20.2,8.94,11.39,41.06,6.32,784.08
(주)케이티앤지,033780,2019/12,20.9,9.9,12.32,42.08,5.56,842.76
(주)케이티앤지,033780,2020/12,22.1,10.55,13.22,43.98,5.19,901.98
(주)케이티앤지,033780,2021/12,18.59,8.35,10.67,44.95,5.76,951.22
(주)케이프,064820,2011/12,,,,,,
(주)케이프,064820,2012/12,8.78,1.23,2.4,71.2,0.01,2235.65
(주)케이프,064820,2013/12,-83.3,-7.92,-15.14,85.18,0,1915.88
(주)케이프,064820,2014/12,0.73,0.09,0.65,86.52,0,939.78
(주)케이프,064820,2015/12,-15.18,-1.86,-3.02,85.21,0,875.11
(주)케이프,064820,2016/12,6.41,0.96,6.48,68.32,0,1271.18
(주)케이프,064820,2017/12,1.36,0.22,0.57,63.27,0,1078.88
(주)케이프,064820,2018/12,1.64,0.24,1.73,68.07,0,1023.97
(주)케이프,064820,2019/12,2.34,0.4,4.49,75.2,0,1060.18
(주)케이프,064820,2020/12,2.84,0.59,5.6,76.05,0,1036.9
(주)케이프,064820,2021/12,8.38,1.67,15.35,66.41,0,1201.58
(주)케이피에스,256940,2017/12,,,,,,
(주)케이피에스,256940,2018/12,16.75,17.81,22.02,65.56,0,1344.87
(주)케이피에스,256940,2019/12,-2.44,-0.9,-1.13,74.77,0,1313.92
(주)케이피에스,256940,2020/12,-16.74,-4.41,-5.98,74.06,0,553.97
(주)케이피에스,256940,2021/12,-380.95,-19.05,-27.55,118.52,0,558.46
(주)케이피에프,024880,2011/12,3.2,3.71,7.6,86.77,0.05,2110.51
(주)케이피에프,024880,2012/12,1.06,1.12,2.43,87.52,0.03,1884.66
(주)케이피에프,024880,2013/12,0.04,0.04,0.1,86.78,0.09,1857.93
(주)케이피에프,024880,2014/12,-7.47,-6.38,-17.47,87.18,0.14,1586.55
(주)케이피에프,024880,2015/12,3.35,2.95,8.8,85.76,0.06,1623.86
(주)케이피에프,024880,2016/12,1.3,1.14,3.42,86.64,0.09,1710.54
(주)케이피에프,024880,2017/12,3.51,3.15,9.48,86.68,0.05,1823.76
(주)케이피에프,024880,2018/12,2.49,2.26,6.51,87.04,0.03,1854.81
(주)케이피에프,024880,2019/12,2.02,1.85,4.91,86.71,0.03,1818.69
(주)케이피에프,024880,2020/12,-1.75,-1.48,-3.79,90.24,0.06,1638.74
(주)케이피에프,024880,2021/12,-1.65,-1.72,-2.85,92.16,0.04,1712.4
(주)케이피엠테크,042040,2011/12,-5.11,-4.88,-17.08,95.3,0.24,235.02
(주)케이피엠테크,042040,2012/12,-24.42,-23.7,-197.89,100.15,0.03,-47.67
(주)케이피엠테크,042040,2013/12,-64.84,-22.16,-949.65,115.99,0.15,-2.81
(주)케이피엠테크,042040,2014/12,10.17,9.09,85.9,82.5,0.05,74.55
(주)케이피엠테크,042040,2015/12,4.15,4.64,26.08,94.22,0.07,121.35
(주)케이피엠테크,042040,2016/12,-13.94,-5.14,-11.07,97.12,0.95,735.16
(주)케이피엠테크,042040,2017/12,-19.3,-5.47,-9.12,95.5,0,924.24
(주)케이피엠테크,042040,2018/12,110.95,20.42,33.13,83.4,0,1332.41
(주)케이피엠테크,042040,2019/12,-199.38,-19.56,-28.53,103.02,0,1031.8
(주)케이피엠테크,042040,2020/12,-42.58,-5.96,-7.4,101.91,0,828
(주)케이피엠테크,042040,2021/12,-116.71,-27.93,-37.15,97.68,0,556.67
(주)케이피케미칼,064420,2011/12,6.55,15.45,24.93,88.83,0.03,166.18
(주)케이피티유,054410,2011/12,-19.82,-7.1,-14.75,82.42,0,749.98
(주)케이피티유,054410,2012/12,-11.08,-3.76,-8.85,80.26,0,740.81
(주)케이피티유,054410,2013/12,,,,,,
(주)케이피티유,054410,2014/12,,,,,,
(주)케이피티유,054410,2015/12,,,,,,
(주)케이피티유,054410,2016/12,,,,,,
(주)케이피티유,054410,2017/12,16.03,6.21,12.92,81.95,0,1157
(주)케이피티유,054410,2018/12,8.99,3.38,6.92,83.89,0,1171.43
(주)케이피티유,054410,2019/12,,,,,,
(주)케이피티유,054410,2020/12,,,,,,
(주)케이피티유,054410,2021/12,,,,,,
(주)케일럼,258610,2017/12,,,,,,
(주)케일럼,258610,2018/12,11.95,5.21,11.74,78.25,0.07,582.5
(주)케일럼,258610,2019/12,-5.82,-2.32,-4.14,83.02,0.05,604.97
(주)케일럼,258610,2020/12,-76.41,-9.61,-20.49,82.47,0,533.33
(주)케일럼,258610,2021/12,-47.41,-26.58,-41.89,92.88,0,503.14
(주)켐온,217600,2015/12,,,,,,
(주)켐온,217600,2016/12,,,,,,
(주)켐온,217600,2017/12,,,,,,
(주)켐온,217600,2018/12,,,,,,
(주)켐온,217600,2019/12,,,,,,
(주)켐온,217600,2020/12,,,,,,
(주)켐온,217600,2021/12,,,,,,
(주)켐트로닉스,089010,2011/12,3.85,5.62,19.56,83.21,0,1509.55
(주)켐트로닉스,089010,2012/12,5.54,7.86,22.07,83.44,0,1823.9
(주)켐트로닉스,089010,2013/12,6.64,10.39,24.7,83.47,0.01,2260.3
(주)켐트로닉스,089010,2014/12,-1.66,-2.1,-5.22,90.89,0.02,1962.82
(주)켐트로닉스,089010,2015/12,-3.43,-3.98,-11.17,91.92,0.01,1732.09
(주)켐트로닉스,089010,2016/12,-2.4,-2.56,-7.67,91.34,0,1537.48
(주)켐트로닉스,089010,2017/12,-5.51,-7.22,-21.41,95.31,0,1099.36
(주)켐트로닉스,089010,2018/12,0.34,0.51,1.4,89.71,0,1133.7
(주)켐트로닉스,089010,2019/12,4.11,6.31,18.5,82.94,0,1311.86
(주)켐트로닉스,089010,2020/12,3.39,5.43,16.24,85.21,0,1510.33
(주)켐트로닉스,089010,2021/12,5.06,7.21,22.5,81.51,0,1873.05
(주)켐트로스,220260,2015/12,,,,,,
(주)켐트로스,220260,2016/12,,,,,,
(주)켐트로스,220260,2017/12,,,,,,
(주)켐트로스,220260,2018/12,,,,,,
(주)켐트로스,220260,2019/12,,,,,,
(주)켐트로스,220260,2020/12,,,,,,
(주)켐트로스,220260,2021/12,,,,,,
(주)코너스톤네트웍스,033110,2011/12,-43.29,-18.14,-31.51,75.51,0.81,161.45
(주)코너스톤네트웍스,033110,2012/12,-7.17,-2.73,-4.19,67.96,0.93,136.72
(주)코너스톤네트웍스,033110,2013/12,1.37,0.68,1.45,60.79,0.14,160.22
(주)코너스톤네트웍스,033110,2014/12,-82.01,-20.2,-29.47,68.8,0.32,98.72
(주)코너스톤네트웍스,033110,2015/12,-101.23,-25.98,-44.82,82.84,0.36,35.4
(주)코너스톤네트웍스,033110,2016/12,-30.55,-15.42,-30.25,73.63,0.2,13.13
(주)코너스톤네트웍스,033110,2017/12,-1354.12,-72.81,-266.81,85.12,1.58,-24.56
(주)코너스톤네트웍스,033110,2018/12,-77.64,-14.42,-26.38,84.35,0.09,-42.8
(주)코너스톤네트웍스,033110,2019/12,-383.08,-77.76,-162.33,101.62,0.21,-42.5
(주)코너스톤네트웍스,033110,2020/12,-712.56,-62.86,-199.01,33.93,0.83,-98.3
(주)코다코,046070,2011/12,,,,,,
(주)코다코,046070,2012/12,,,,,,
(주)코다코,046070,2013/12,2.42,2.16,8.77,84.5,0,401.95
(주)코다코,046070,2014/12,2.15,1.93,7.85,82.8,0,413.34
(주)코다코,046070,2015/12,2.29,2.01,7.74,81.3,0,449.64
(주)코다코,046070,2016/12,3.75,3.07,10.63,81.36,0,490.34
(주)코다코,046070,2017/12,-0.89,-0.6,-2.25,84.43,0,444.14
(주)코다코,046070,2018/12,-9.58,-6.11,-24.12,94.25,0,332.26
(주)코다코,046070,2019/12,-10.49,-6.48,-41.58,92.48,0,68.09
(주)코다코,046070,2020/12,-9.27,-5.54,-75.32,86.45,0,3.97
(주)코다코,046070,2021/12,2.49,1.81,33.25,85.77,0,35.23
(주)코데즈컴바인,047770,2011/12,1.36,1.68,5.29,42.91,1.89,151.18
(주)코데즈컴바인,047770,2012/12,-7.86,-8.5,-28.76,49.21,1.26,91.01
(주)코데즈컴바인,047770,2013/12,-12.98,-12.69,-52.65,56.94,1.07,8.61
(주)코데즈컴바인,047770,2014/12,-23.08,-23.34,-140.45,67.67,0.87,-74.9
(주)코데즈컴바인,047770,2015/12,-70.16,-24.72,-78.18,116.37,0.8,25.8
(주)코데즈컴바인,047770,2016/12,9.08,5.1,6.01,69.24,0.01,35.08
(주)코데즈컴바인,047770,2017/12,10.05,7.04,7.96,51.09,0.37,48.29
(주)코데즈컴바인,047770,2018/12,12.02,7.35,11.06,47.04,0.22,83.76
(주)코데즈컴바인,047770,2019/12,19.28,10.15,17.88,39.31,0.29,119.94
(주)코데즈컴바인,047770,2020/12,17.41,7.67,12.91,40.45,0.27,141.31
(주)코데즈컴바인,047770,2021/12,17.32,8.48,13.54,45.97,0.19,176.12
(주)코디,080530,2011/12,,,,,,
(주)코디,080530,2012/12,-18.81,-12.28,-27.02,93.67,0,447.99
(주)코디,080530,2013/12,-0.5,-0.33,0.49,80.63,0,468.81
(주)코디,080530,2014/12,1.3,0.97,0.1,83.77,0,489.87
(주)코디,080530,2015/12,-7.34,-6.04,-15.21,90.31,0,446.76
(주)코디,080530,2016/12,-159.05,-17.36,-32.38,91.88,0,410.57
(주)코디,080530,2017/12,-156.59,-29.77,-64.52,107.03,0,163.33
(주)코디,080530,2018/12,-58.38,-19.01,-44.39,94.15,0,451.52
(주)코디,080530,2019/12,-14.29,-8.93,-22.58,84.86,0,279.82
(주)코디,080530,2020/12,-5.18,-4.12,-9.18,75.71,0,201.71
(주)코디,080530,2021/12,-13.39,-10.41,-20.11,79.65,0,164.5
(주)코렌텍,104540,2013/12,11.85,6.76,10.37,50.81,1.24,981.89
(주)코렌텍,104540,2014/12,-5.52,-2.24,-3.16,46.85,1.36,1038.93
(주)코렌텍,104540,2015/12,-2.83,-1.21,-1.64,42.11,1.31,1074.04
(주)코렌텍,104540,2016/12,3.33,1.42,2.03,41.06,1.42,1160.58
(주)코렌텍,104540,2017/12,-19.5,-7.47,-12.72,41.07,2.04,993.27
(주)코렌텍,104540,2018/12,-89.1,-36.11,-75.92,45.44,1.79,384.77
(주)코렌텍,104540,2019/12,6.23,3.94,9.28,37.77,1.67,465.56
(주)코렌텍,104540,2020/12,3.89,1.98,4.12,39.19,0.46,698.33
(주)코렌텍,104540,2021/12,1.71,0.71,1.48,39.1,0.86,857.5
(주)코리아나화장품,027050,2011/12,0.61,0.55,1.02,21.19,2.8,275.07
(주)코리아나화장품,027050,2012/12,11.51,11.56,15.41,20.58,2.25,329.11
(주)코리아나화장품,027050,2013/12,0.28,0.26,0.37,24.94,1.96,328.77
(주)코리아나화장품,027050,2014/12,-5.65,-5.02,-8.24,28.49,2.34,295.62
(주)코리아나화장품,027050,2015/12,4.57,5.28,8.57,41.76,1,356.82
(주)코리아나화장품,027050,2016/12,3.28,3.39,5.09,42.54,1.08,366.39
(주)코리아나화장품,027050,2017/12,1.58,1.48,2.28,39.8,1.49,370.38
(주)코리아나화장품,027050,2018/12,1.43,1.36,2.22,42.94,1.71,371.84
(주)코리아나화장품,027050,2019/12,0.44,0.42,0.76,54.67,2.12,371.88
(주)코리아나화장품,027050,2020/12,-0.62,-0.46,-0.63,53.76,2.43,373.8
