회사명,거래소코드,회계년도,[제조]   연구비,[제조]   경상개발비,[제조]매출액(영업수익)(*)
(주)티비씨,033830,2012/12,0,0,36264741
(주)티비씨,033830,2013/12,0,0,33499370
(주)티비씨,033830,2014/12,0,0,35232833
(주)티비씨,033830,2015/12,0,0,40871385
(주)티비씨,033830,2016/12,0,0,38513717
(주)티비씨,033830,2017/12,0,0,41921451
(주)티비씨,033830,2018/12,0,0,40359498
(주)티비씨,033830,2019/12,0,0,49031092
(주)티비씨,033830,2020/12,0,0,35104478
(주)티비씨,033830,2021/12,0,0,42769475
(주)티비에이치글로벌,084870,2011/12,0,3037333,181462213
(주)티비에이치글로벌,084870,2012/12,0,2517694,173470827
(주)티비에이치글로벌,084870,2013/12,0,2661835,166970170
(주)티비에이치글로벌,084870,2014/12,0,3517664,146244923
(주)티비에이치글로벌,084870,2015/12,0,3309612,128501368
(주)티비에이치글로벌,084870,2016/12,0,2609107,158895899
(주)티비에이치글로벌,084870,2017/12,0,2061690,180047261
(주)티비에이치글로벌,084870,2018/12,0,2154043,208807277
(주)티비에이치글로벌,084870,2019/12,0,1853044,210778625
(주)티비에이치글로벌,084870,2020/12,0,1820078,173139708
(주)티비에이치글로벌,084870,2021/12,0,1970975,188075550
(주)티사이언티픽,057680,2011/12,0,765426,10719098
(주)티사이언티픽,057680,2012/12,0,1098938,9688822
(주)티사이언티픽,057680,2013/12,0,335069,8662180
(주)티사이언티픽,057680,2014/12,0,391617,25144567
(주)티사이언티픽,057680,2015/12,0,302538,37020529
(주)티사이언티픽,057680,2016/12,0,349910,29775243
(주)티사이언티픽,057680,2017/12,0,446658,44382402
(주)티사이언티픽,057680,2018/12,0,398712,5213668
(주)티사이언티픽,057680,2019/12,0,394541,7690404
(주)티사이언티픽,057680,2020/12,0,350006,9518948
(주)티사이언티픽,057680,2021/12,0,296592,10083529
(주)티씨엠생명과학,228180,2015/12,0,99465,1236558
(주)티씨엠생명과학,228180,2016/12,0,220033,1740083
(주)티씨엠생명과학,228180,2017/12,0,241281,2513565
(주)티씨엠생명과학,228180,2018/12,0,328222,3597758
(주)티씨엠생명과학,228180,2019/12,0,504610,3736788
(주)티씨케이,064760,2011/12,0,1381981,59442486
(주)티씨케이,064760,2012/12,0,1701392,48811038
(주)티씨케이,064760,2013/12,0,1184653,35055732
(주)티씨케이,064760,2014/12,0,1078771,45221490
(주)티씨케이,064760,2015/12,0,1523842,61929728
(주)티씨케이,064760,2016/12,0,2589465,89446645
(주)티씨케이,064760,2017/12,0,3168720,130310060
(주)티씨케이,064760,2018/12,0,3782974,170518830
(주)티씨케이,064760,2019/12,0,4674113,171378814
(주)티씨케이,064760,2020/12,0,4932036,228209745
(주)티씨케이,064760,2021/12,0,4815781,270766568
(주)티앤알바이오팹,246710,2018/12,0,1960074,974315
(주)티앤알바이오팹,246710,2019/12,0,2230290,1287126
(주)티앤알바이오팹,246710,2020/12,0,2951479,6805107
(주)티앤알바이오팹,246710,2021/12,0,3285117,3234679
(주)티앤엘,340570,2020/12,0,1961250,40617368
(주)티앤엘,340570,2021/12,0,2273968,71895452
(주)티에스넥스젠,043220,2011/12,0,331848,25509487
(주)티에스넥스젠,043220,2012/12,0,285231,3513154
(주)티에스넥스젠,043220,2013/12,0,0,15274093
(주)티에스넥스젠,043220,2014/12,0,0,17731354
(주)티에스넥스젠,043220,2015/12,0,0,14425574
(주)티에스넥스젠,043220,2016/12,0,0,18536385
(주)티에스넥스젠,043220,2017/12,0,566,23192844
(주)티에스넥스젠,043220,2018/12,0,5712,27959282
(주)티에스넥스젠,043220,2019/12,0,0,32394970
(주)티에스넥스젠,043220,2020/12,0,0,22768700
(주)티에스넥스젠,043220,2021/12,0,90432,18550043
(주)티에스아이,277880,2020/12,0,402643,45731826
(주)티에스아이,277880,2021/12,0,477179,67319918
(주)티에스엠텍,066350,2011/12,0,2247878,309708069
(주)티에스엠텍,066350,2012/12,0,2927789,324363555
(주)티에스엠텍,066350,2013/12,0,2657919,203621800
(주)티에스엠텍,066350,2014/12,0,2701083,236055569
(주)티에스이,131290,2011/12,0,0,100975654
(주)티에스이,131290,2012/12,0,0,62746280
(주)티에스이,131290,2013/12,0,0,74874934
(주)티에스이,131290,2014/12,0,0,105755004
(주)티에스이,131290,2015/12,0,0,81413248
(주)티에스이,131290,2016/12,0,0,61654193
(주)티에스이,131290,2017/12,0,0,101235629
(주)티에스이,131290,2018/12,0,0,107150369
(주)티에스이,131290,2019/12,0,0,114955821
(주)티에스이,131290,2020/12,0,0,181672207
(주)티에스이,131290,2021/12,0,0,215277647
(주)티에스트릴리온,284610,2017/12,0,0,55896683
(주)티에스트릴리온,284610,2018/12,0,0,73802991
(주)티에스트릴리온,284610,2019/12,0,158159,69311667
(주)티에스트릴리온,317240,2019/12,,,
(주)티에스트릴리온,317240,2020/12,0,272930,60652758
(주)티에스트릴리온,317240,2021/12,0,281272,47232888
(주)티에이치엔,019180,2011/12,0,0,138565321
(주)티에이치엔,019180,2012/12,0,0,166347384
(주)티에이치엔,019180,2013/12,0,0,190518114
(주)티에이치엔,019180,2014/12,0,0,179696159
(주)티에이치엔,019180,2015/12,0,0,240960633
(주)티에이치엔,019180,2016/12,0,0,258025320
(주)티에이치엔,019180,2017/12,0,0,263401715
(주)티에이치엔,019180,2018/12,0,0,331053733
(주)티에이치엔,019180,2019/12,0,0,356789121
(주)티에이치엔,019180,2020/12,0,0,313392799
(주)티에이치엔,019180,2021/12,0,0,368053474
(주)티엘비,356860,2020/12,0,2100302,184111813
(주)티엘비,356860,2021/12,0,2303457,178099830
(주)티엘아이,062860,2011/12,0,11798889,52328977
(주)티엘아이,062860,2012/12,0,6503955,64400824
(주)티엘아이,062860,2013/12,0,10121201,67278651
(주)티엘아이,062860,2014/12,0,12881323,85727352
(주)티엘아이,062860,2015/12,0,12409813,88281306
(주)티엘아이,062860,2016/12,0,13482482,72365334
(주)티엘아이,062860,2017/12,0,12191657,63190870
(주)티엘아이,062860,2018/12,0,12134367,45356294
(주)티엘아이,062860,2019/12,0,3115657,38672133
(주)티엘아이,062860,2020/12,0,6552677,34708178
(주)티엘아이,062860,2021/12,0,6345738,29012655
(주)티와이홀딩스,363280,2020/12,0,0,0
(주)티와이홀딩스,363280,2021/12,0,0,17270246
(주)티움바이오,321550,2019/12,0,5858076,1113000
(주)티움바이오,321550,2020/12,0,7998379,1048950
(주)티움바이오,321550,2021/12,0,14940667,0
(주)티웨이항공,091810,2018/12,0,0,731917177
(주)티웨이항공,091810,2019/12,0,0,810637178
(주)티웨이항공,091810,2020/12,0,0,269273100
(주)티웨이항공,091810,2021/12,0,0,214440786
(주)티웨이홀딩스,004870,2011/12,0,0,8879012
(주)티웨이홀딩스,004870,2012/12,0,0,7273315
(주)티웨이홀딩스,004870,2013/12,0,0,6709514
(주)티웨이홀딩스,004870,2014/12,0,0,17752275
(주)티웨이홀딩스,004870,2015/12,0,0,21988238
(주)티웨이홀딩스,004870,2016/12,0,0,29114533
(주)티웨이홀딩스,004870,2017/12,0,0,28755176
(주)티웨이홀딩스,004870,2018/12,0,0,5700337
(주)티웨이홀딩스,004870,2019/12,0,0,7080631
(주)티웨이홀딩스,004870,2020/12,0,0,7691297
(주)티웨이홀딩스,004870,2021/12,0,0,12351231
(주)티이씨앤코,008900,2011/12,0,398250,30415608
(주)티이씨앤코,008900,2013/12,0,0,79180915
(주)티이씨앤코,008900,2014/12,0,0,72968048
(주)티이씨앤코,008900,2015/12,0,0,53824701
(주)티케이케미칼,104480,2011/12,0,1072475,1000564178
(주)티케이케미칼,104480,2012/12,0,1398786,852763702
(주)티케이케미칼,104480,2013/12,0,548941,848025474
(주)티케이케미칼,104480,2014/12,0,519469,808487120
(주)티케이케미칼,104480,2015/12,0,375358,658977656
(주)티케이케미칼,104480,2016/12,0,343377,612392890
(주)티케이케미칼,104480,2017/12,0,1150280,714390502
(주)티케이케미칼,104480,2018/12,0,1980163,789034201
(주)티케이케미칼,104480,2019/12,0,1737113,612702078
(주)티케이케미칼,104480,2020/12,0,1365298,411027166
(주)티케이케미칼,104480,2021/12,0,1222241,673593541
(주)티티씨디펜스,309900,2019/12,0,467179,12531166
(주)티티씨디펜스,309900,2020/12,0,65640,1412032
(주)티티씨디펜스,309900,2021/12,0,0,0
(주)티플랙스,081150,2011/12,0,50000,138191727
(주)티플랙스,081150,2012/12,0,0,118863955
(주)티플랙스,081150,2013/12,0,0,108475891
(주)티플랙스,081150,2014/12,0,0,100664742
(주)티플랙스,081150,2015/12,0,0,92088256
(주)티플랙스,081150,2016/12,0,0,100401651
(주)티플랙스,081150,2017/12,0,0,117694298
(주)티플랙스,081150,2018/12,0,0,121665673
(주)티플랙스,081150,2019/12,0,0,131217033
(주)티플랙스,081150,2020/12,0,0,132616586
(주)티플랙스,081150,2021/12,0,0,189544184
(주)티피씨,130740,2011/12,0,1213071,43591439
(주)티피씨,130740,2012/12,0,1206476,44568189
(주)티피씨,130740,2013/12,0,964116,44500080
(주)티피씨,130740,2014/12,0,1286444,49314279
(주)티피씨,130740,2015/12,0,1363336,50815110
(주)티피씨,130740,2016/12,0,1513600,50731367
(주)티피씨,130740,2017/12,0,1469937,45175625
(주)티피씨,130740,2018/12,0,1514788,46243067
(주)티피씨,130740,2019/12,0,960196,41688505
(주)티피씨,130740,2020/12,0,680252,33350575
(주)티피씨,130740,2021/12,0,615337,40055384
(주)티피씨메카트로닉스,048770,2011/06,0,2091276,73093769
(주)티피씨메카트로닉스,048770,2012/06,0,2527874,63842912
(주)티피씨메카트로닉스,048770,2013/06,0,998946,64891281
(주)티피씨메카트로닉스,048770,2013/12,0,371656,36843377
(주)티피씨메카트로닉스,048770,2014/12,0,926555,64539548
(주)티피씨메카트로닉스,048770,2015/12,0,1076218,74243663
(주)티피씨메카트로닉스,048770,2016/12,0,1491078,74444535
(주)티피씨메카트로닉스,048770,2017/12,0,1058280,86574975
(주)티피씨메카트로닉스,048770,2018/12,0,1105898,80418607
(주)티피씨메카트로닉스,048770,2019/12,0,1123631,79264294
(주)티피씨메카트로닉스,048770,2020/12,0,1268033,76267151
(주)티피씨메카트로닉스,048770,2021/12,0,1305666,72947840
(주)파나진,046210,2011/12,0,408551,40731377
(주)파나진,046210,2012/12,0,612758,28641189
(주)파나진,046210,2013/12,0,422415,4216038
(주)파나진,046210,2014/12,0,743470,5011385
(주)파나진,046210,2015/12,0,301146,5920043
(주)파나진,046210,2016/12,0,880992,6961089
(주)파나진,046210,2017/12,0,1244871,7394731
(주)파나진,046210,2018/12,0,1445332,7703747
(주)파나진,046210,2019/12,0,1730572,7950193
(주)파나진,046210,2020/12,0,1790859,16266901
(주)파나진,046210,2021/12,0,2363145,15600834
(주)파라다이스,034230,2011/12,0,0,358251746
(주)파라다이스,034230,2012/12,0,0,401798843
(주)파라다이스,034230,2013/12,0,0,491178874
(주)파라다이스,034230,2014/12,0,0,490022427
(주)파라다이스,034230,2015/12,0,0,444511022
(주)파라다이스,034230,2016/12,0,0,520751140
(주)파라다이스,034230,2017/12,0,0,391971788
(주)파라다이스,034230,2018/12,0,0,403766411
(주)파라다이스,034230,2019/12,0,0,424588401
(주)파라다이스,034230,2020/12,0,0,213948026
(주)파라다이스,034230,2021/12,0,0,167041804
(주)파라텍,033540,2011/12,0,0,112402216
(주)파라텍,033540,2012/12,0,0,89929255
(주)파라텍,033540,2013/12,0,743595,106588578
(주)파라텍,033540,2014/12,0,740474,130527979
(주)파라텍,033540,2015/12,0,896535,147846422
(주)파라텍,033540,2016/12,0,884717,226669028
(주)파라텍,033540,2017/12,0,976913,259209218
(주)파라텍,033540,2018/12,0,992767,190819847
(주)파라텍,033540,2019/12,0,1273993,126217108
(주)파라텍,033540,2020/12,0,1696887,114795926
(주)파라텍,033540,2021/12,0,1246506,112845645
(주)파루,043200,2011/12,0,0,20276203
(주)파루,043200,2012/12,0,0,38477097
(주)파루,043200,2013/12,0,42102,36973596
(주)파루,043200,2014/12,0,1171348,57640974
(주)파루,043200,2015/12,0,3393189,126605756
(주)파루,043200,2016/12,0,4470927,102105486
(주)파루,043200,2017/12,0,7051328,24726561
(주)파루,043200,2018/12,0,3496988,34394062
(주)파루,043200,2019/12,0,2456605,52213153
(주)파루,043200,2020/12,0,1827293,40983610
(주)파루,043200,2021/12,0,430112,43122587
(주)파마리서치,214450,2015/12,0,1763360,37454867
(주)파마리서치,214450,2016/12,0,3378081,45566681
(주)파마리서치,214450,2017/12,0,4496585,53554110
(주)파마리서치,214450,2018/12,0,3765299,63065183
(주)파마리서치,214450,2019/12,0,4392732,81113704
(주)파마리서치,214450,2020/12,0,4430345,103851724
(주)파마리서치,214450,2021/12,0,5669773,138555801
(주)파멥신,208340,2018/12,0,2586956,1975
(주)파멥신,208340,2019/12,0,6832574,0
(주)파멥신,208340,2020/12,0,18695779,59818
(주)파멥신,208340,2021/12,0,29065634,67698
(주)파버나인,177830,2014/12,0,1082963,85023877
(주)파버나인,177830,2015/12,0,1308542,51726109
(주)파버나인,177830,2016/12,0,1285253,77543415
(주)파버나인,177830,2017/12,0,1409564,104275909
(주)파버나인,177830,2018/12,0,1515032,101453855
(주)파버나인,177830,2019/12,0,2237856,86811706
(주)파버나인,177830,2020/12,0,2276947,89587994
(주)파버나인,177830,2021/12,0,1732758,80207183
(주)파브코,101990,2011/12,0,78263,203430788
(주)파브코,101990,2012/12,0,67120,195987221
(주)파브코,101990,2013/12,0,0,168630788
(주)파세코,037070,2011/12,0,1330088,99549336
(주)파세코,037070,2012/12,0,1542866,104932698
(주)파세코,037070,2013/12,0,1603155,127114199
(주)파세코,037070,2014/12,0,1901142,138113542
(주)파세코,037070,2015/12,0,1853694,121416454
(주)파세코,037070,2016/12,0,1754643,101953271
(주)파세코,037070,2017/12,0,1946192,121285465
(주)파세코,037070,2018/12,0,1930379,149411990
(주)파세코,037070,2019/12,0,2001810,180409668
(주)파세코,037070,2020/12,0,2650693,198109927
(주)파세코,037070,2021/12,0,3193338,227184948
(주)파수,150900,2013/12,0,2404248,21297551
(주)파수,150900,2014/12,0,2656488,23118772
(주)파수,150900,2015/12,0,2331675,24614819
(주)파수,150900,2016/12,0,2701274,21164807
(주)파수,150900,2017/12,0,2651721,29207523
(주)파수,150900,2018/12,0,2443655,25818216
(주)파수,150900,2019/12,0,1956929,27164793
(주)파수,150900,2020/12,0,3281708,29391857
(주)파수,150900,2021/12,0,3178492,36814909
(주)파워넷,037030,2018/12,0,4375659,116872861
(주)파워넷,037030,2019/12,0,4465724,128553806
(주)파워넷,037030,2020/12,0,5547522,147184413
(주)파워넷,037030,2021/12,0,5521790,207856485
(주)파워로직스,047310,2011/12,0,0,396866201
(주)파워로직스,047310,2012/12,0,0,353321736
(주)파워로직스,047310,2013/12,0,0,484664485
(주)파워로직스,047310,2014/12,0,0,496962180
(주)파워로직스,047310,2015/12,0,7451255,503242870
(주)파워로직스,047310,2016/12,0,8127591,454209210
(주)파워로직스,047310,2017/12,0,8363909,685227802
(주)파워로직스,047310,2018/12,0,20792993,711098734
(주)파워로직스,047310,2019/12,0,27433580,1092201856
(주)파워로직스,047310,2020/12,0,17722320,837055040
(주)파워로직스,047310,2021/12,0,16059048,766534120
(주)파이버프로,368770,2021/12,,,
(주)파이오링크,170790,2013/12,0,3888535,23122190
(주)파이오링크,170790,2014/12,0,4194746,22288843
(주)파이오링크,170790,2015/12,0,5032932,21258393
(주)파이오링크,170790,2016/12,0,5470567,28675652
(주)파이오링크,170790,2017/12,0,5516809,18643859
(주)파이오링크,170790,2018/12,0,5645011,27358728
(주)파이오링크,170790,2019/12,0,5541974,35120293
(주)파이오링크,170790,2020/12,0,6315834,39838206
(주)파이오링크,170790,2021/12,0,8204138,54333903
(주)파인넥스,123260,2011/12,0,0,78350885
(주)파인넥스,123260,2012/12,0,0,30900644
(주)파인넥스,123260,2013/12,0,0,51473229
(주)파인넥스,123260,2014/12,0,0,46578284
(주)파인넥스,123260,2015/12,0,0,28514892
(주)파인넥스,123260,2016/12,0,0,12554438
(주)파인넥스,123260,2017/12,0,0,17405689
(주)파인넥스,123260,2018/12,0,0,14117750
(주)파인디앤씨,049120,2011/12,0,0,116903740
(주)파인디앤씨,049120,2012/12,0,0,57968864
(주)파인디앤씨,049120,2013/12,0,0,42518029
(주)파인디앤씨,049120,2014/12,0,0,49952921
(주)파인디앤씨,049120,2015/12,0,0,55477255
(주)파인디앤씨,049120,2016/12,0,5415,57180845
(주)파인디앤씨,049120,2017/12,0,1144793,60306603
(주)파인디앤씨,049120,2018/12,0,925797,58500272
(주)파인디앤씨,049120,2019/12,0,1167218,72339944
(주)파인디앤씨,049120,2020/12,0,679851,54545741
(주)파인디앤씨,049120,2021/12,0,669479,28833125
(주)파인디지털,038950,2011/12,0,4968462,64351871
(주)파인디지털,038950,2012/12,0,5335159,88067714
(주)파인디지털,038950,2013/12,0,6409126,84672537
(주)파인디지털,038950,2014/12,0,6581594,83869744
(주)파인디지털,038950,2015/12,0,7237714,68974651
(주)파인디지털,038950,2016/12,0,6577103,62721692
(주)파인디지털,038950,2017/12,0,5685980,57353157
(주)파인디지털,038950,2018/12,0,5096253,66328453
(주)파인디지털,038950,2019/12,0,5866769,78834895
(주)파인디지털,038950,2020/12,0,5389979,87950497
(주)파인디지털,038950,2021/12,0,5424173,85123361
(주)파인테크닉스,106240,2011/12,0,441143,71834677
(주)파인테크닉스,106240,2012/12,0,748086,94801998
(주)파인테크닉스,106240,2013/12,0,1455947,80685787
(주)파인테크닉스,106240,2014/12,0,1252974,152474183
(주)파인테크닉스,106240,2015/12,0,1415749,143807926
(주)파인테크닉스,106240,2016/12,0,1340791,189787081
(주)파인테크닉스,106240,2017/12,0,1370925,149753568
(주)파인테크닉스,106240,2018/12,0,1798105,108532638
(주)파인테크닉스,106240,2019/12,0,1854399,95839531
(주)파인테크닉스,106240,2020/12,0,2514099,113672270
(주)파인테크닉스,106240,2021/12,0,2772769,186657749
(주)파인텍,131760,2015/12,0,2676753,117868921
(주)파인텍,131760,2016/12,0,2346930,40940978
(주)파인텍,131760,2017/12,0,1048883,85675115
(주)파인텍,131760,2018/12,0,730091,53786007
(주)파인텍,131760,2019/12,0,1002940,63468160
(주)파인텍,131760,2020/12,0,1251364,63760476
(주)파인텍,131760,2021/12,0,941279,47615010
(주)파커스,065690,2011/12,0,0,71852248
(주)파커스,065690,2012/12,0,0,77822497
(주)파커스,065690,2013/12,0,0,63184302
(주)파커스,065690,2014/12,0,291096,54008463
(주)파커스,065690,2015/12,0,0,58585059
(주)파커스,065690,2016/12,0,0,54150205
(주)파커스,065690,2017/12,0,0,56470890
(주)파커스,065690,2018/12,0,0,48217682
(주)파커스,065690,2019/12,0,0,43703575
(주)파커스,065690,2020/12,0,0,34618635
(주)파커스,065690,2021/12,0,0,28421403
(주)파크시스템스,140860,2015/12,0,2413909,17138177
(주)파크시스템스,140860,2016/12,0,3040620,20843230
(주)파크시스템스,140860,2017/12,0,3469700,28149184
(주)파크시스템스,140860,2018/12,0,4392176,36455567
(주)파크시스템스,140860,2019/12,0,6129009,43960180
(주)파크시스템스,140860,2020/12,0,6443713,62732936
(주)파크시스템스,140860,2021/12,0,7366948,76303990
(주)파트론,091700,2011/12,0,20115000,359906000
(주)파트론,091700,2012/12,0,9878000,781473933
(주)파트론,091700,2013/12,0,16835000,1012592567
(주)파트론,091700,2014/12,0,13119053,731555791
(주)파트론,091700,2015/12,0,10352804,775978610
(주)파트론,091700,2016/12,0,10762957,763823136
(주)파트론,091700,2017/12,0,10327929,756897567
(주)파트론,091700,2018/12,0,11903323,745601470
(주)파트론,091700,2019/12,0,20534619,1203638773
(주)파트론,091700,2020/12,0,15407221,1116901828
(주)파트론,091700,2021/12,0,16648852,1221720807
(주)파티게임즈,194510,2014/12,0,5318651,24855132
(주)파티게임즈,194510,2015/12,0,4194536,19053737
(주)파티게임즈,194510,2016/12,0,6312307,24871599
(주)파티게임즈,194510,2017/12,0,3524165,25902769
(주)파티게임즈,194510,2018/12,0,0,13472988
(주)파티게임즈,194510,2019/12,0,0,11316637
(주)팍스넷,038160,2016/12,0,0,22243187
(주)팍스넷,038160,2017/12,0,0,18312104
(주)팍스넷,038160,2018/12,0,0,17462824
(주)팍스넷,038160,2019/12,0,3813090,7858043
(주)판타지오,032800,2011/12,0,0,8536925
(주)판타지오,032800,2012/12,0,0,8256898
(주)판타지오,032800,2013/12,0,0,7830331
(주)판타지오,187770,2013/12,0,0,16043881
(주)판타지오,032800,2014/12,0,0,8987091
(주)판타지오,032800,2015/12,0,0,20239533
(주)판타지오,032800,2016/12,0,0,19490209
(주)판타지오,032800,2017/12,0,0,7532640
(주)판타지오,032800,2018/12,0,0,7240647
(주)판타지오,032800,2019/12,0,0,10632665
(주)판타지오,032800,2020/12,0,0,9143394
(주)판타지오,032800,2021/12,0,0,10206973
(주)팜스빌,318010,2019/12,0,443471,29855066
(주)팜스빌,318010,2020/12,0,771346,39303630
(주)팜스빌,318010,2021/12,0,1188668,38952037
(주)팜스코,036580,2011/12,0,52507,532675688
(주)팜스코,036580,2012/12,0,92852,664946544
(주)팜스코,036580,2013/12,0,74067,743700593
(주)팜스코,036580,2014/12,0,82853,839533034
(주)팜스코,036580,2015/12,0,58684,875142420
(주)팜스코,036580,2016/12,0,98279,926709384
(주)팜스코,036580,2017/12,0,90084,987088648
(주)팜스코,036580,2018/12,0,108861,933106711
(주)팜스코,036580,2019/12,0,114357,959177507
(주)팜스코,036580,2020/12,0,147231,1162303300
(주)팜스코,036580,2021/12,0,127039,1322927818
(주)팜스토리,027710,2011/12,0,0,455665768
(주)팜스토리,027710,2012/12,0,0,462455454
(주)팜스토리,027710,2013/12,0,0,452740092
(주)팜스토리,027710,2014/12,0,0,404859463
(주)팜스토리,027710,2015/12,0,0,403834476
(주)팜스토리,027710,2016/12,0,0,382664933
(주)팜스토리,027710,2017/12,0,0,410529529
(주)팜스토리,027710,2018/12,0,0,460603851
(주)팜스토리,027710,2019/12,0,0,538289582
(주)팜스토리,027710,2020/12,0,10223,960780357
(주)팜스토리,027710,2021/12,0,0,1035698238
(주)팬스타엔터프라이즈,054300,2011/12,0,20446,32429140
(주)팬스타엔터프라이즈,054300,2012/12,0,0,32348399
(주)팬스타엔터프라이즈,054300,2013/12,0,0,25093204
(주)팬스타엔터프라이즈,054300,2014/12,0,0,24608545
(주)팬스타엔터프라이즈,054300,2015/12,0,0,24201066
(주)팬스타엔터프라이즈,054300,2016/12,0,0,28083159
(주)팬스타엔터프라이즈,054300,2017/12,0,0,33523260
(주)팬스타엔터프라이즈,054300,2018/12,0,0,28364862
(주)팬스타엔터프라이즈,054300,2019/12,0,20012,37189141
(주)팬스타엔터프라이즈,054300,2020/12,0,487811,32039780
(주)팬스타엔터프라이즈,054300,2021/12,0,101682,53330417
(주)팬엔터테인먼트,068050,2011/12,0,0,31693906
(주)팬엔터테인먼트,068050,2012/12,0,0,37559391
(주)팬엔터테인먼트,068050,2013/12,0,0,26885436
(주)팬엔터테인먼트,068050,2014/12,0,0,34146210
(주)팬엔터테인먼트,068050,2015/12,0,0,20659220
(주)팬엔터테인먼트,068050,2016/12,0,0,35051322
(주)팬엔터테인먼트,068050,2017/12,0,0,42144570
(주)팬엔터테인먼트,068050,2018/12,0,0,13021455
(주)팬엔터테인먼트,068050,2019/12,0,0,39631883
(주)팬엔터테인먼트,068050,2020/12,0,0,24351779
(주)팬엔터테인먼트,068050,2021/12,0,0,30404771
(주)팬젠,222110,2016/12,0,4216299,1461475
(주)팬젠,222110,2017/12,0,1648684,2372816
(주)팬젠,222110,2018/12,0,2579786,5679471
(주)팬젠,222110,2019/12,0,4522537,2881329
(주)팬젠,222110,2020/12,0,3675570,6191155
(주)팬젠,222110,2021/12,0,2733827,7935565
(주)퍼시스,016800,2011/12,0,2464419,277571985
(주)퍼시스,016800,2012/12,0,1967128,221951922
(주)퍼시스,016800,2013/12,0,2692661,217080675
(주)퍼시스,016800,2014/12,0,1549464,219919626
(주)퍼시스,016800,2015/12,0,822357,243624843
(주)퍼시스,016800,2016/12,0,960335,231594907
(주)퍼시스,016800,2017/12,0,1086019,289460886
(주)퍼시스,016800,2018/12,0,2386187,315669242
(주)퍼시스,016800,2019/12,0,2554401,304749764
(주)퍼시스,016800,2020/12,0,1899075,286852629
(주)퍼시스,016800,2021/12,0,1974099,326505280
(주)펄어비스,263750,2017/12,0,0,43291205
(주)펄어비스,263750,2018/12,0,0,366665453
(주)펄어비스,263750,2019/12,0,0,455670772
(주)펄어비스,263750,2020/12,0,0,404023719
(주)펄어비스,263750,2021/12,0,0,265964847
(주)펩트론,087010,2015/12,0,2006115,2812387
(주)펩트론,087010,2016/12,0,2771481,3130705
(주)펩트론,087010,2017/12,0,3737128,3215384
(주)펩트론,087010,2018/12,0,6069266,3861733
(주)펩트론,087010,2019/12,0,9835210,1801119
(주)펩트론,087010,2020/12,0,14179995,3120698
(주)펩트론,087010,2021/12,0,14841564,6624512
(주)포메탈,119500,2011/12,0,250470,67628111
(주)포메탈,119500,2012/12,0,230866,51788897
(주)포메탈,119500,2013/12,0,327890,52351488
(주)포메탈,119500,2014/12,0,261459,51403574
(주)포메탈,119500,2015/12,0,294319,44939766
(주)포메탈,119500,2016/12,0,275815,45817287
(주)포메탈,119500,2017/12,0,235450,54017360
(주)포메탈,119500,2018/12,0,320017,55441042
(주)포메탈,119500,2019/12,0,377790,51552409
(주)포메탈,119500,2020/12,0,393212,52212542
(주)포메탈,119500,2021/12,0,342181,62089299
(주)포스코아이씨티,022100,2011/12,0,12580666,983151888
(주)포스코아이씨티,022100,2012/12,0,11187752,1017662235
(주)포스코아이씨티,022100,2013/12,0,7349486,1050746877
(주)포스코아이씨티,022100,2014/12,0,7276954,921524007
(주)포스코아이씨티,022100,2015/12,0,11342905,804863200
(주)포스코아이씨티,022100,2016/12,0,10413860,838257963
(주)포스코아이씨티,022100,2017/12,0,12144820,918344970
(주)포스코아이씨티,022100,2018/12,0,12556399,894977850
(주)포스코아이씨티,022100,2019/12,0,14931636,936989858
(주)포스코아이씨티,022100,2020/12,0,18303583,935803064
(주)포스코아이씨티,022100,2021/12,0,16408223,839245467
(주)포스코엠텍,009520,2011/12,0,291887,602154804
(주)포스코엠텍,009520,2012/12,0,414929,618316162
(주)포스코엠텍,009520,2013/12,0,189205,902540718
(주)포스코엠텍,009520,2014/12,0,41424,432236014
(주)포스코엠텍,009520,2015/12,0,58972,343223525
(주)포스코엠텍,009520,2016/12,0,163088,259048105
(주)포스코엠텍,009520,2017/12,0,7778,257832361
(주)포스코엠텍,009520,2018/12,0,0,300968994
(주)포스코엠텍,009520,2019/12,0,31487,288697939
(주)포스코엠텍,009520,2020/12,0,25567,255399800
(주)포스코엠텍,009520,2021/12,0,112094,323878359
(주)포스코인터내셔널,047050,2011/12,0,1710000,18758511490
(주)포스코인터내셔널,047050,2012/12,0,1514000,17011373493
(주)포스코인터내셔널,047050,2013/12,0,2612000,16601357664
(주)포스코인터내셔널,047050,2014/12,0,2033000,19938097326
(주)포스코인터내셔널,047050,2015/12,0,4080000,16881039629
(주)포스코인터내셔널,047050,2016/12,0,1344000,15417229613
(주)포스코인터내셔널,047050,2017/12,0,2513000,20891525634
(주)포스코인터내셔널,047050,2018/12,0,2992000,23308796353
(주)포스코인터내셔널,047050,2019/12,0,2637000,22743722129
(주)포스코인터내셔널,047050,2020/12,0,48000,19224845261
(주)포스코인터내셔널,047050,2021/12,0,0,30527682713
(주)포스코케미칼,003670,2011/12,0,9877671,1186622662
(주)포스코케미칼,003670,2012/12,0,9822498,1292356397
(주)포스코케미칼,003670,2013/12,0,8296436,1280591024
(주)포스코케미칼,003670,2014/12,0,8390088,1330564357
(주)포스코케미칼,003670,2015/12,0,4679077,1175271695
