회사명,거래소코드,회계년도,[제조]자산(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),배당금_현금,[제조]      장기차입금(*)(IFRS),[제조]매출액증가율(IFRS)
깨끗한나라(주),004540,2016/12,516004445,50512376,,25379903,3.45
깨끗한나라(주),004540,2017/12,566143351,-4317460,,22625075,-5.71
깨끗한나라(주),004540,2018/12,586189841,-21917926,,26306606,-5.63
깨끗한나라(주),004540,2019/12,527190233,25043211,,59484441,-4.76
깨끗한나라(주),004540,2020/12,550924161,60464246,39820,28214648,-0.6
깨끗한나라(주),004540,2020/12,550924161,60464246,3723925,28214648,-0.6
깨끗한나라(주),004540,2021/12,583504193,27131168,,53870938,-2.29
나노씨엠에스(주),247660,2021/12,51291726,-1768598,,3636700,-3.62
나노캠텍(주),091970,2011/12,55329016,2355938,,4500000,-23.71
나노캠텍(주),091970,2012/12,64594226,-146640,,11000000,15.1
나노캠텍(주),091970,2013/12,68861494,5692053,491436,4000000,12.37
나노캠텍(주),091970,2014/12,69794704,5923564,292340,750000,-20.07
나노캠텍(주),091970,2015/12,64294228,1646498,,4000000,-20.91
나노캠텍(주),091970,2016/12,77413488,750588,,4000000,-9.04
나노캠텍(주),091970,2017/12,70586107,-7628295,,0,33.26
나노캠텍(주),091970,2018/12,97393350,-6179223,,0,-16.49
나노캠텍(주),091970,2019/12,66582647,6251533,,0,-46.13
나노캠텍(주),091970,2020/12,63435820,4229339,,0,1.15
나노캠텍(주),091970,2021/12,72583519,2404762,,0,-2.76
나라엠앤디(주),051490,2011/12,104726319,15793653,1615000,4097990,3.28
나라엠앤디(주),051490,2012/12,109992040,-1859241,1617000,3629220,10.25
나라엠앤디(주),051490,2013/12,106412734,7822519,1607954,546000,-1.19
나라엠앤디(주),051490,2014/12,126198203,820426,1606278,1842216,6.93
나라엠앤디(주),051490,2015/12,128276799,2524877,1518809,3083616,-1.9
나라엠앤디(주),051490,2016/12,136539030,15009947,1380736,4174416,-4.03
나라엠앤디(주),051490,2017/12,153129812,6532990,1104588,9098100,6.82
나라엠앤디(주),051490,2018/12,163991261,2608852,966515,10808916,-9.91
나라엠앤디(주),051490,2019/12,161963986,6909864,828441,7021866,1.34
나라엠앤디(주),051490,2020/12,148063220,4253798,690368,5179500,-4.34
나라엠앤디(주),051490,2021/12,140557016,7616354,690368,449600,2.3
나무기술(주),167380,2016/12,,,,,
나무기술(주),242040,2016/12,,,,,
나무기술(주),167380,2017/12,16055719,1354051,,0,0
나무기술(주),242040,2017/12,,,,,
나무기술(주),242040,2018/12,31194798,-4871292,,338983,0
나무기술(주),242040,2019/12,41667214,-468126,,0,24.68
나무기술(주),242040,2020/12,66106735,5924299,,2600000,9.68
나무기술(주),242040,2021/12,74168397,3074214,,4540000,2.32
나이스정보통신(주),036800,2011/12,112663462,23070400,1923000,0,22.24
나이스정보통신(주),036800,2012/12,150995371,24794096,1923000,0,18.61
나이스정보통신(주),036800,2013/12,188654754,34710236,2211830,0,12.69
나이스정보통신(주),036800,2014/12,246087931,42108689,2307997,0,12.39
나이스정보통신(주),036800,2015/12,290935340,23679307,2884996,0,17.01
나이스정보통신(주),036800,2016/12,242901972,49528415,3365829,0,4.82
나이스정보통신(주),036800,2017/12,269315231,39402203,3325480,0,-12.03
나이스정보통신(주),036800,2018/12,272882615,63824727,3945636,0,-1.29
나이스정보통신(주),036800,2019/12,285397852,58718510,4312050,0,-9.37
나이스정보통신(주),036800,2020/12,311981060,64261068,4312050,0,-4.09
나이스정보통신(주),036800,2021/12,354528341,57166455,5530673,0,8.66
나이스평가정보(주),030190,2011/12,115641904,17055961,4856000,0,543.76
나이스평가정보(주),030190,2012/12,131790039,26177578,5463000,0,13.89
나이스평가정보(주),030190,2013/12,140687581,20732701,5463146,0,28.66
나이스평가정보(주),030190,2014/12,158886722,23380295,6070162,0,29.16
나이스평가정보(주),030190,2015/12,180971986,30255614,7284194,0,26.64
나이스평가정보(주),030190,2016/12,209009986,36347067,7891211,0,3.39
나이스평가정보(주),030190,2017/12,233114682,42228976,8369591,0,4.41
나이스평가정보(주),030190,2018/12,265184148,46232071,11358731,0,7.44
나이스평가정보(주),030190,2019/12,312334965,54877411,13750042,0,6.74
나이스평가정보(주),030190,2020/12,353559933,70794999,16440268,0,10.49
나이스평가정보(주),030190,2021/12,416798080,75361256,19728322,0,10.75
남광토건(주),001260,2012/12,442047948,-72994306,,0,-41.52
남광토건(주),001260,2013/12,459326561,12828525,,0,-27.7
남광토건(주),001260,2015/12,226901178,8660507,,0,8.52
남광토건(주),001260,2016/12,175757649,-4584179,,0,-39.28
남광토건(주),001260,2017/12,166279837,1340890,,0,-37.03
남광토건(주),001260,2018/12,148770418,5000127,,0,35.95
남광토건(주),001260,2019/12,202430435,-1826299,,0,50.27
남광토건(주),001260,2020/12,203882591,38154032,,83332,0.75
남광토건(주),001260,2021/12,273842120,-10811766,,5000000,49.92
남양유업(주),003920,2011/12,1009309088,5523044,174995,0,17.01
남양유업(주),003920,2011/12,1009309088,5523044,681810,0,17.01
남양유업(주),003920,2012/12,1026635852,-10147297,174995,0,11.42
남양유업(주),003920,2012/12,1026635852,-10147297,679712,0,11.42
남양유업(주),003920,2013/12,969683243,-11707049,174995,0,-10.07
남양유업(주),003920,2013/12,969683243,-11707049,679712,0,-10.07
남양유업(주),003920,2014/12,957298111,-13326790,679712,0,-6.55
남양유업(주),003920,2014/12,957298111,-13326790,174995,0,-6.55
남양유업(주),003920,2015/12,988661708,77978090,174995,0,6.92
남양유업(주),003920,2015/12,988661708,77978090,679712,0,6.92
남양유업(주),003920,2016/12,1029616449,112129270,174995,0,1.04
남양유업(주),003920,2016/12,1029616449,112129270,679712,0,1.04
남양유업(주),003920,2017/12,1024257068,8446048,679712,0,-4.89
남양유업(주),003920,2017/12,1024257068,8446048,174995,0,-4.89
남양유업(주),003920,2018/12,1045543474,38841646,679712,0,-7.49
남양유업(주),003920,2018/12,1045543474,38841646,174995,0,-7.49
남양유업(주),003920,2019/12,1118753128,-5498532,174995,0,-4.9
남양유업(주),003920,2019/12,1118753128,-5498532,679712,0,-4.9
남양유업(주),003920,2020/12,1061495839,-53388424,679712,0,-8.08
남양유업(주),003920,2020/12,1061495839,-53388424,174995,0,-8.08
남양유업(주),003920,2021/12,999213819,38499037,679712,0,0.39
남양유업(주),003920,2021/12,999213819,38499037,174995,0,0.39
남해화학(주),025860,2011/12,631030361,-20062778,882000,0,32.94
남해화학(주),025860,2012/12,563136207,-18024892,603000,0,-2.73
남해화학(주),025860,2013/12,504051964,74298023,1841032,0,-5.26
남해화학(주),025860,2014/12,520015616,62774096,2320519,0,-10.05
남해화학(주),025860,2015/12,517179022,87705939,2876922,0,-5.47
남해화학(주),025860,2016/12,529918221,56945884,2157691,0,-7.34
남해화학(주),025860,2017/12,556938054,31253187,3835896,0,2.36
남해화학(주),025860,2018/12,547908234,7989290,2397435,0,10.72
남해화학(주),025860,2019/12,581138671,45291696,2876922,0,-4.47
남해화학(주),025860,2020/12,589444547,52497443,3835896,0,-14.94
남해화학(주),025860,2021/12,714905509,-118070471,2876922,0,43.77
남화산업(주),111710,2018/12,145441308,4818672,823520,0,-5.39
남화산업(주),111710,2019/12,147317587,6565412,1029400,0,11.59
남화산업(주),111710,2020/12,153225912,8442606,2058800,0,18.04
남화산업(주),111710,2021/12,166982771,15538623,4117600,0,46.17
남화토건(주),091590,2012/12,113172819,6126462,1761000,0,-0.58
남화토건(주),091590,2013/12,114955748,-4758384,1174000,0,2.89
남화토건(주),091590,2014/12,112438975,9970268,1174000,0,6.46
남화토건(주),091590,2015/12,110379419,7275942,821800,0,-47.3
남화토건(주),091590,2016/12,117890630,6958500,1174000,0,25.06
남화토건(주),091590,2017/12,120774386,-4475715,1174000,0,1.09
남화토건(주),091590,2018/12,121620165,1837127,821800,0,-23.27
남화토건(주),091590,2019/12,126988511,-2643356,821800,0,12.02
남화토건(주),091590,2020/12,135528551,16361538,1174000,0,39.7
남화토건(주),091590,2021/12,142632472,-3616772,1761000,0,42
네이버(주),035420,2011/12,1984793152,332892394,23568000,108374751,9.42
네이버(주),035420,2012/12,2641450894,561503723,26815000,194540660,5.31
네이버(주),035420,2013/12,2260146995,534085313,21870481,0,-19.05
네이버(주),035420,2014/12,2728444360,586877024,23042934,138021000,33.81
네이버(주),035420,2015/12,3383717649,791566782,32130690,0,30.79
네이버(주),035420,2016/12,3856490674,842858855,32581184,0,16.59
네이버(주),035420,2017/12,5342354582,911508643,42469708,0,17.39
네이버(주),035420,2018/12,5928592453,980430302,45901490,0,18.03
네이버(주),035420,2019/12,6671587334,1398627149,54688371,0,12.75
네이버(주),035420,2020/12,8823550534,1287119455,59278532,0,5.81
네이버(주),035420,2021/12,12962420566,1365965765,76291766,349525600,21.62
넥센타이어(주),002350,2011/12,1555779465,40957549,422500,210074714,8.95
넥센타이어(주),002350,2011/12,1555779465,40957549,5604949,210074714,8.95
넥센타이어(주),002350,2012/12,1691231536,99383074,422500,367130627,15.65
넥센타이어(주),002350,2012/12,1691231536,99383074,5604949,367130627,15.65
넥센타이어(주),002350,2013/12,1905328798,168832387,455000,368662323,1.4
넥센타이어(주),002350,2013/12,1905328798,168832387,6072028,368662323,1.4
넥센타이어(주),002350,2014/12,2136299587,247030866,7118357,427964866,0.14
넥센타이어(주),002350,2014/12,2136299587,247030866,520000,427964866,0.14
넥센타이어(주),002350,2015/12,2188678778,253471333,7592914,344945931,6.28
넥센타이어(주),002350,2015/12,2188678778,253471333,552500,344945931,6.28
넥센타이어(주),002350,2016/12,2226364296,332954968,682500,259606943,1.48
넥센타이어(주),002350,2016/12,2226364296,332954968,9491143,259606943,1.48
넥센타이어(주),002350,2017/12,2292876138,215954297,9616343,192891600,3.16
넥센타이어(주),002350,2017/12,2292876138,215954297,682500,192891600,3.16
넥센타이어(주),002350,2018/12,2519363378,220855265,9616343,343487068,2.93
넥센타이어(주),002350,2018/12,2519363378,220855265,682500,343487068,2.93
넥센타이어(주),002350,2019/12,2644615300,262570628,715000,315948603,2.4
넥센타이어(주),002350,2019/12,2644615300,262570628,10097160,315948603,2.4
넥센타이어(주),002350,2020/12,2681863928,178690453,10097160,170000000,-25.44
넥센타이어(주),002350,2020/12,2681863928,178690453,715000,170000000,-25.44
넥센타이어(주),002350,2021/12,2826255916,127890680,715000,130000000,17.08
넥센타이어(주),002350,2021/12,2826255916,127890680,10097160,130000000,17.08
넥스콘테크놀러지(주),038990,2011/12,263011879,2347686,974000,30253719,29.66
넥슨지티(주),041140,2011/12,79903290,22211833,,0,14.59
넥슨지티(주),041140,2012/12,90526423,20641595,,0,33.26
넥슨지티(주),041140,2013/12,109739801,22488114,,0,4.31
넥슨지티(주),041140,2014/12,132601147,26741005,,0,14.5
넥슨지티(주),041140,2015/12,149909990,19796018,,0,-5.01
넥슨지티(주),041140,2016/12,149532251,18197997,,0,-9.6
넥슨지티(주),041140,2017/12,131690028,-1377064,,0,-20.98
넥슨지티(주),041140,2018/12,127109839,5150751,,0,-35.02
넥슨지티(주),041140,2019/12,117667661,807682,,0,2.74
넥슨지티(주),041140,2020/12,120068153,2034798,,0,-7.8
넥슨지티(주),041140,2021/12,152219071,23089459,,0,106.84
넷마블(주),251270,2017/12,4811061974,194117536,30600211,0,55.51
넷마블(주),251270,2018/12,4576377600,68815550,,0,-30.5
넷마블(주),251270,2019/12,4511543913,141204325,,0,7.93
넷마블(주),251270,2020/12,6514109533,144300153,62760827,70000000,10.11
넷마블(주),251270,2021/12,9115218197,562220023,43261453,310000000,-4.27
농업회사법인(주)농우바이오,054050,2011/10,138708289,8282530,3450000,0,14.75
농업회사법인(주)농우바이오,054050,2012/09,156004416,4933565,3575000,0,0
농업회사법인(주)농우바이오,054050,2013/09,168997313,8900495,3575000,0,0
농업회사법인(주)농우바이오,054050,2014/09,181307031,11431312,3575000,0,2.5
농업회사법인(주)농우바이오,054050,2015/09,203918302,3369414,3575000,0,13.31
농업회사법인(주)농우바이오,054050,2015/12,209965570,1241066,,0,0
농업회사법인(주)농우바이오,054050,2016/12,212422656,4573360,,0,0
농업회사법인(주)농우바이오,054050,2017/12,229440574,-14930947,2860000,7600000,5.74
농업회사법인(주)농우바이오,054050,2018/12,253156055,27554600,5146500,0,-8.71
농업회사법인(주)농우바이오,054050,2019/12,271519435,-3770596,3206112,0,14.05
농업회사법인(주)농우바이오,054050,2020/12,279701647,4536837,3206112,0,7.85
농업회사법인(주)농우바이오,054050,2021/12,278074140,2514180,2741916,0,2.64
농업회사법인아시아종묘(주),154030,2018/09,34202393,-340201,,2400000,-16.17
농업회사법인아시아종묘(주),154030,2019/09,39457865,-1044896,,5969250,0.12
농업회사법인아시아종묘(주),154030,2020/09,39037072,-715901,,3836010,26.6
농업회사법인아시아종묘(주),154030,2021/09,41978133,1422491,,180370,6.59
뉴지랩파마(주),214870,2015/12,41785986,-23902,7250,0,11.2
뉴지랩파마(주),214870,2015/12,41785986,-23902,294146,0,11.2
뉴지랩파마(주),214870,2016/12,44541663,2166671,,2856076,-55.25
뉴지랩파마(주),214870,2017/12,73353796,-3404014,,2856076,-6.92
뉴지랩파마(주),214870,2018/12,58643750,-2716594,,0,-39.34
뉴지랩파마(주),214870,2019/12,120130164,-32411590,,4000000,416.18
뉴지랩파마(주),214870,2020/12,140163030,-18059196,,4800000,-43.32
뉴지랩파마(주),214870,2021/12,134695920,14612255,,2800000,-53.55
닉스테크(주),063840,2013/12,14640208,2516821,,505700,13.21
닉스테크(주),063840,2014/12,16902460,2657131,,1030590,-4.14
닉스테크(주),063840,2015/12,21137792,1187644,,0,9.01
다믈멀티미디어(주),093640,2011/12,12500427,-3150919,,1592480,-9.14
다믈멀티미디어(주),093640,2012/12,11732836,2879576,,747000,12.91
다믈멀티미디어(주),093640,2013/12,11146084,2153356,,339000,-13.7
다믈멀티미디어(주),093640,2014/12,11645684,330839,,118500,8.2
다믈멀티미디어(주),093640,2015/12,13920597,437768,,2955650,-8.54
다믈멀티미디어(주),093640,2016/12,14859738,1285069,,2760240,5.98
다믈멀티미디어(주),093640,2017/12,11051908,-3668230,,3100000,-28.55
다믈멀티미디어(주),093640,2018/12,14961218,-2227814,,2824940,-39.3
다믈멀티미디어(주),093640,2019/12,33393126,1646067,,458300,18.07
다믈멀티미디어(주),093640,2020/12,31214904,-543767,,91660,-32.47
다믈멀티미디어(주),093640,2021/12,72155012,862614,,0,28.13
다스코(주),058730,2011/12,88668290,-722549,586000,0,15.68
다스코(주),058730,2012/12,89424962,1924778,883000,0,25.15
다스코(주),058730,2013/12,107762576,8582601,1199074,0,6.33
다스코(주),058730,2014/12,106205861,9617464,1248500,0,3.04
다스코(주),058730,2015/12,128873589,17449129,1882500,0,21.4
다스코(주),058730,2016/12,157087155,13019281,3026000,8173752,16.06
다스코(주),058730,2017/12,225818139,-13815468,3850000,11424970,42.11
다스코(주),058730,2018/12,212293504,25245182,3053908,7529100,7.59
다스코(주),058730,2019/12,214790061,10804614,,1145820,-10.61
다스코(주),058730,2020/12,240138998,10415323,,13687489,-8.8
다스코(주),058730,2021/12,271523507,-17074963,,19020946,30.3
다이노나(주),086080,2018/12,33591770,-2174918,,0,177.64
다이노나(주),086080,2019/12,25872033,-5979125,,0,-84.3
다이노나(주),086080,2020/12,94963746,-7757367,,0,138.43
대덕GDS(주),004130,2011/12,427530669,33609924,5843143,0,15.83
대덕GDS(주),004130,2011/12,427530669,33609924,628300,0,15.83
대덕GDS(주),004130,2012/12,454534046,45144611,628300,0,11.31
대덕GDS(주),004130,2012/12,454534046,45144611,5828143,0,11.31
대덕GDS(주),004130,2013/12,521364483,78458698,628300,0,18.82
대덕GDS(주),004130,2013/12,521364483,78458698,5828143,0,18.82
대덕GDS(주),004130,2014/12,509041037,13227411,628300,0,-5.5
대덕GDS(주),004130,2014/12,509041037,13227411,6104216,0,-5.5
대덕GDS(주),004130,2015/12,506992982,55505894,628300,0,-8.66
대덕GDS(주),004130,2015/12,506992982,55505894,6104216,0,-8.66
대덕GDS(주),004130,2016/12,498433675,25191556,5951924,0,-9.93
대덕GDS(주),004130,2016/12,498433675,25191556,628300,0,-9.93
대덕GDS(주),004130,2017/12,553128068,43878383,5951924,0,6.39
대덕GDS(주),004130,2017/12,553128068,43878383,628300,0,6.39
대덕전자(주),353200,2020/12,797350352,87394826,14825078,0,
대덕전자(주),353200,2020/12,797350352,87394826,639133,0,
대덕전자(주),353200,2021/12,946516026,201374395,639133,0,0
대덕전자(주),353200,2021/12,946516026,201374395,14825078,0,0
대동금속(주),020400,2011/12,52702689,94674,192000,7229404,31.73
대동금속(주),020400,2012/12,52200058,2821762,144000,4745070,-9.66
대동금속(주),020400,2013/12,48017057,6346713,144000,4198390,-2.2
대동금속(주),020400,2014/12,56893629,927413,144000,4726710,2.58
대동금속(주),020400,2015/12,64501536,7300954,144000,4480030,-1.16
대동금속(주),020400,2016/12,65371060,2122584,120000,2683350,2.13
대동금속(주),020400,2017/12,69386122,1447988,144000,3006670,22.28
대동금속(주),020400,2018/12,85069831,186280,144000,8125000,8.24
대동금속(주),020400,2019/12,106533539,13175253,153232,5760417,9.48
대동금속(주),020400,2020/12,106206685,8288048,156463,4509560,25.52
대동금속(주),020400,2021/12,105938309,-1400149,191350,2336520,20.84
대동기어(주),008830,2011/12,121696546,-1863978,269000,8055250,13.34
대동기어(주),008830,2012/12,111213300,631297,224000,7386142,-13
대동기어(주),008830,2013/12,133982115,-2522827,269626,8038891,2.48
대동기어(주),008830,2014/12,144518750,7503529,269626,11361765,8.09
대동기어(주),008830,2015/12,166562280,10035072,269626,14687879,-9.93
대동기어(주),008830,2016/12,164578541,-1259758,179750,31611012,-19.14
대동기어(주),008830,2017/12,183471565,10871641,224688,16339413,22.2
대동기어(주),008830,2018/12,172786967,11265037,224688,11381082,16.3
대동기어(주),008830,2019/12,182832449,6145958,224688,12098272,8.4
대동기어(주),008830,2020/12,193003850,12512634,359501,16983858,9.31
대동기어(주),008830,2021/12,215060388,382088,359501,8672288,29.74
대동전자(주),008110,2011/03,117812427,4096839,,130756,-3.01
대동전자(주),008110,2012/03,108228370,-6287578,767000,0,-36.97
대동전자(주),008110,2013/03,105474070,1165536,490000,0,-11.88
대동전자(주),008110,2014/03,108720341,4671390,,0,19
대동전자(주),008110,2015/03,131376050,4267769,3010000,0,16.07
대동전자(주),008110,2016/03,136213679,259968,,0,-4.09
대동전자(주),008110,2017/03,135912575,2761915,,0,9.9
대동전자(주),008110,2018/03,134161046,1761797,,0,-11.81
대동전자(주),008110,2019/03,135673857,2436578,,0,-5.46
대동전자(주),008110,2020/03,138673138,4417957,4299652,0,9.97
대동전자(주),008110,2021/03,167956124,3346893,,0,13.49
대림비앤코(주),005750,2011/12,231366638,-12211850,1500000,910000,8.43
대림비앤코(주),005750,2012/12,237382723,-5070100,,31650000,13.08
대림비앤코(주),005750,2013/12,245815457,6835339,1005000,20890000,15.27
대림비앤코(주),005750,2014/12,261734785,8373527,1516722,25130000,22.95
대림비앤코(주),005750,2015/12,264094737,7781873,2015217,21000000,20.96
대림비앤코(주),005750,2016/12,282522438,12615262,2167391,27700000,14.48
대림비앤코(주),005750,2017/12,287399785,9107694,2500836,13000000,11.41
대림비앤코(주),005750,2018/12,301509879,17151445,2493186,31381735,8.85
대림비앤코(주),005750,2019/12,309384525,2737158,2145717,43049908,-1.47
대림비앤코(주),005750,2020/12,325621192,26622855,2167391,52000000,-1.88
대림비앤코(주),005750,2021/12,326208504,-1737841,2167391,23000000,12.69
대림통상(주),006570,2011/12,253155407,1597789,1827000,17166000,1.02
대림통상(주),006570,2012/12,245128282,2402667,1292000,4375000,-1.11
대림통상(주),006570,2013/12,249779907,6734047,2283750,16875000,-1.13
대림통상(주),006570,2014/12,256016474,-4883533,2283750,13875000,8.29
대림통상(주),006570,2015/12,230117987,1969789,2227906,9375000,-0.21
대림통상(주),006570,2016/12,227459707,11938785,2283750,5000000,4.52
대림통상(주),006570,2017/12,225994754,2315320,2283750,0,15.89
대림통상(주),006570,2018/12,195263948,-13921741,2283750,0,0.47
대림통상(주),006570,2019/12,176394259,-4712853,2131500,12820000,-12.08
대림통상(주),006570,2020/12,154247721,6052010,,13480000,-18.2
대림통상(주),006570,2021/12,155564413,-4997786,,2576667,-7.61
대모엔지니어링(주),317850,2019/12,74243887,-2170351,582709,15350000,-14.56
대모엔지니어링(주),317850,2020/12,74613026,4099030,332977,19705000,-9.57
대모엔지니어링(주),317850,2021/12,77830040,2237350,1498396,16675000,23.73
대보마그네틱(주),290670,2018/12,37073363,3356793,,0,0
대보마그네틱(주),290670,2019/12,62215458,1698421,,0,15.76
대보마그네틱(주),290670,2020/12,64661134,3163158,,0,-33.82
대보마그네틱(주),290670,2021/12,69231134,1715216,,200000,171.69
대봉엘에스(주),078140,2011/12,41539322,2623771,553000,29400,11.64
대봉엘에스(주),078140,2012/12,42960904,-1686244,554328,0,12.1
대봉엘에스(주),078140,2013/12,44921457,2803534,554329,0,-6.18
대봉엘에스(주),078140,2014/12,48697626,945384,554329,90000,21.65
대봉엘에스(주),078140,2015/12,54946324,5752847,554329,472000,11.99
대봉엘에스(주),078140,2016/12,62473216,4488684,554329,452800,18.62
대봉엘에스(주),078140,2017/12,64703394,4178231,554329,266667,-10.55
대봉엘에스(주),078140,2018/12,67272955,4501616,554329,133333,8.22
대봉엘에스(주),078140,2019/12,72704901,-492878,554329,5000000,-7.68
대봉엘에스(주),078140,2020/12,88420343,7123707,550508,5000000,8.1
대봉엘에스(주),078140,2021/12,94555632,2464809,547408,2916620,6.4
대상(주),001680,2011/12,1239159593,50350517,23645,8777134,15.85
대상(주),001680,2011/12,1239159593,50350517,150724,8777134,15.85
대상(주),001680,2011/12,1239159593,50350517,3441157,8777134,15.85
대상(주),001680,2012/12,1266125824,136227871,254703,7109951,11.46
대상(주),001680,2012/12,1266125824,136227871,5161736,7109951,11.46
대상(주),001680,2013/12,1356161854,145770049,5161736,6666707,1.14
대상(주),001680,2013/12,1356161854,145770049,219236,6666707,1.14
대상(주),001680,2013/12,1356161854,145770049,35468,6666707,1.14
대상(주),001680,2014/12,1375310209,121111163,70935,5033806,1.96
대상(주),001680,2014/12,1375310209,121111163,424769,5033806,1.96
대상(주),001680,2014/12,1375310209,121111163,10323473,5033806,1.96
대상(주),001680,2015/12,1597455104,87479487,561791,4272101,2.95
대상(주),001680,2015/12,1597455104,87479487,94580,4272101,2.95
대상(주),001680,2015/12,1597455104,87479487,13764630,4272101,2.95
대상(주),001680,2016/12,1909289889,57621247,94580,4292071,12.4
대상(주),001680,2016/12,1909289889,57621247,561791,4292071,12.4
대상(주),001680,2016/12,1909289889,57621247,13764630,4292071,12.4
대상(주),001680,2017/12,1894468926,125586715,17324012,4057212,18.21
대상(주),001680,2017/12,1894468926,125586715,698814,4057212,18.21
대상(주),001680,2018/12,1830365152,101619764,767325,3568249,2.09
대상(주),001680,2018/12,1830365152,101619764,19056414,3568249,2.09
대상(주),001680,2019/12,2207996552,131185409,835836,3052448,9.89
대상(주),001680,2019/12,2207996552,131185409,20788815,3052448,9.89
대상(주),001680,2020/12,2329225496,111096447,972858,30509798,6.02
대상(주),001680,2020/12,2329225496,111096447,24253618,30509798,6.02
대상(주),001680,2021/12,2627406794,49069719,27718420,30014893,10.38
대상(주),001680,2021/12,2627406794,49069719,1109881,30014893,10.38
대상홀딩스(주),084690,2011/12,390256195,4809369,5431880,11324744,21.45
대상홀딩스(주),084690,2011/12,390256195,4809369,146157,11324744,21.45
대상홀딩스(주),084690,2012/12,388207908,3549205,118752,13724744,1.64
대상홀딩스(주),084690,2012/12,388207908,3549205,4345504,13724744,1.64
대상홀딩스(주),084690,2013/12,388742576,7056261,4345505,13724744,19.9
대상홀딩스(주),084690,2013/12,388742576,7056261,118753,13724744,19.9
대상홀딩스(주),084690,2014/12,400115638,16492352,164427,13724744,114.22
대상홀딩스(주),084690,2014/12,400115638,16492352,6156131,13724744,114.22
대상홀딩스(주),084690,2015/12,404102642,9137370,164427,12217062,-27.46
대상홀딩스(주),084690,2015/12,404102642,9137370,6156131,12217062,-27.46
대상홀딩스(주),084690,2016/12,403285634,10774081,6156131,10811402,13.39
대상홀딩스(주),084690,2016/12,403285634,10774081,164427,10811402,13.39
대상홀딩스(주),084690,2017/12,405777950,11078790,173562,8503120,7.66
대상홀딩스(주),084690,2017/12,405777950,11078790,6518257,8503120,7.66
대상홀딩스(주),084690,2018/12,410727591,14351256,182696,5839530,13.38
대상홀딩스(주),084690,2018/12,410727591,14351256,6880382,5839530,13.38
대상홀딩스(주),084690,2019/12,405973675,20146481,7242508,2794152,45.74
대상홀딩스(주),084690,2019/12,405973675,20146481,191831,2794152,45.74
대상홀딩스(주),084690,2020/12,397945889,14784511,210101,646202,-12.87
대상홀딩스(주),084690,2020/12,397945889,14784511,7966758,646202,-12.87
대상홀딩스(주),084690,2021/12,489025555,10547214,8691009,9864,7.16
대상홀딩스(주),084690,2021/12,489025555,10547214,228370,9864,7.16
대성산업(주),128820,2011/12,2272495000,63602927,,219916420,0
대성산업(주),128820,2012/12,2608911589,-485874334,,374461317,2.79
대성산업(주),128820,2013/12,2230762599,-218870621,,608321033,-8.74
대성산업(주),128820,2014/12,1832916576,-24552307,,158144807,-10.71
대성산업(주),128820,2015/12,1021683483,-36475279,,6658650,-24.24
대성산업(주),128820,2016/12,888153501,9436654,,34439997,-6.87
대성산업(주),128820,2017/12,951642403,6528701,,19896820,-50.69
대성산업(주),128820,2018/12,930557087,-55805599,,65561657,131.27
대성산업(주),128820,2019/12,876703697,-22351409,,30429641,-9.48
대성산업(주),128820,2020/12,893222348,19173486,,121190205,-7.06
대성산업(주),128820,2021/12,903391133,-19867865,,210499893,10.89
대성에너지(주),117580,2011/12,582204879,50714125,8250000,22759704,12.91
대성에너지(주),117580,2012/12,644594045,35167838,6875000,23387360,11.59
대성에너지(주),117580,2013/12,652990816,38403316,6875000,18970971,4.05
대성에너지(주),117580,2014/12,683836034,42176376,6875000,16597180,4.65
대성에너지(주),117580,2015/12,627437223,35193489,6875000,14165407,-17.95
대성에너지(주),117580,2016/12,622322683,51438988,6875000,12497598,-15.63
대성에너지(주),117580,2017/12,645802827,47933834,6875000,11614630,3.71
대성에너지(주),117580,2018/12,653695753,51066176,6875000,9027690,0.61
대성에너지(주),117580,2019/12,696317903,48040989,6875000,6194308,0.43
대성에너지(주),117580,2020/12,702882791,35672137,6875000,4416514,-4.16
대성에너지(주),117580,2021/12,743488952,54464250,6798636,3116671,3.7
대성홀딩스(주),016710,2011/12,345500735,1010532,3217000,0,46.78
대성홀딩스(주),016710,2012/12,371334451,2789981,4022365,0,-1.59
대성홀딩스(주),016710,2013/12,412769433,9564327,4022365,0,25.85
대성홀딩스(주),016710,2014/12,412071144,3342923,4022365,0,-34.87
대성홀딩스(주),016710,2015/12,406135864,5263404,4022365,0,-14.3
대성홀딩스(주),016710,2016/12,407592706,7034523,4022365,0,0.11
대성홀딩스(주),016710,2017/12,394746659,7580933,4022365,0,-11.19
대성홀딩스(주),016710,2018/12,396480832,5740469,4022365,0,-7.93
대성홀딩스(주),016710,2019/12,355656382,1827187,4022365,0,-28.63
대성홀딩스(주),016710,2020/12,373637346,23184215,4022365,0,117.63
대성홀딩스(주),016710,2021/12,373572629,3512386,4022365,0,-48.14
대신정보통신(주),020180,2011/03,29135142,4510533,,0,1.9
대신정보통신(주),020180,2012/03,28593628,4056038,,0,18.17
대신정보통신(주),020180,2013/03,33784100,850312,,0,11.87
대신정보통신(주),020180,2014/03,33776026,4758437,,0,7.2
대신정보통신(주),020180,2015/03,40449261,5600003,576000,0,30.74
대신정보통신(주),020180,2016/03,45524783,6570549,576000,0,6.57
