,target,거래소코드,상장일,수명주기,통계청 한국표준산업분류 10차(대분류),회계년도,회사명,대주주지분변화분,외국인지분분변화,자산,당기순이익(손실),비유동자산증가율,유동자산증가율,자기자본증가율,매출액증가율,정상영업이익증가율,순이익증가율,총포괄이익증가율,매출액순이익률,총자본순이익률,자기자본순이익률,매출원가대매출액비율,광고선전비대매출액비율,유보율,비유동비율,유동비율,당좌비율,현금비율,부채비율,유동부채비율,차입금비율,이자보상배율(이자비용),유보액대비율,유보액대납입자본배율,투자집중도,1인년간평균급여(직원),토빈Q,WW지수,RDS,산업평균_총자산증가율차분,보통주식비율,외국인_주식분포비율,업력
42,0,2710,1984/12/21,성숙기,제조업,2018,(주)TCC스틸,-0.07,-3.0,166844088.0,4710640.0,5.29,-20.8,2.7,-7.26,80.37,18.59,21.47,5.7,2.71,3.22,85.04,0.0,1535.34,65.46,435.94,410.71,12.78,12.46,10.78,4.54,31.42,86.0,15.35,123.66,50205.0,0.5400667944314574,-0.191770569247167,0.0,-7.61109063761877,31.59,2.5,19.0
43,0,2710,1984/12/21,도입기,제조업,2019,(주)TCC스틸,3.01,-0.91,298505200.0,7232563.0,-3.98,32.11,2.66,7.99,-50.26,-89.23,-91.7,1.44,1.36,2.91,77.22,0.0,1080.21,110.17,101.75,89.53,10.92,120.78,108.7,61.62,5.62,41.52,10.81,86.3,58000.0,1.0725068176567778,0.3173648584091238,0.0350630686864692,11.07890936238123,23.28,1.81,18.0
44,0,79940,2005/10/19,성숙기,정보통신업,2013,(주)가비아,-0.38,-0.1099999999999999,78663280.0,2408941.0,-1.79,-6.44,9.3,-6.15,-2.28,96.99,118.8,1.95,2.34,7.71,82.82,0.13,648.87,86.03,127.62,84.74,30.39,167.18,141.95,65.04,3.04,32.47,6.55,75.72,38201.0,1.0234451449265782,-1.3969767537069266,0.0301514517371354,-3.99461570353346,24.0,0.51,15.0
45,1,79940,2005/10/19,성숙기,정보통신업,2014,(주)가비아,0.37,0.7100000000000004,60516645.0,4703350.0,6.84,19.67,18.64,28.89,40.13,7.14,15.19,6.97,8.06,14.75,80.26,0.01,323.9,23.06,193.45,157.22,52.58,82.55,82.44,5.13,34.34,43.17,3.24,89.68,54000.0,1.1511875323557677,0.0017956082917278,0.0069933749039537,17.803202331496166,10.74,2.97,7.0
46,1,79940,2005/10/19,성숙기,정보통신업,2015,(주)가비아,0.54,4.01,62102997.0,5463365.0,-24.27,6.51,14.52,-1.69,22.55,13.22,3.2,8.03,8.32,14.35,76.9,0.01,383.58,15.25,233.8,207.48,30.65,63.57,63.44,21.57,28.0,49.82,3.84,95.91,53000.0,1.024339857929884,-0.6116874722023559,0.0079523771443281,2.579830716270698,10.74,6.98,8.0
47,0,79940,2005/10/19,성장기,정보통신업,2016,(주)가비아,0.77,-0.48,69499188.0,5937017.0,12.66,3.71,11.52,-2.21,-24.42,-36.74,-36.74,4.57,8.9,11.49,75.78,0.43,188.52,73.15,207.57,157.23,21.05,27.61,26.23,0.92,67.58,51.23,1.89,52.85,36649.0,1.3529592719845878,-0.7743968304668709,0.0017712396540715,8.619830716270698,66.0,0.51,36.0
48,0,79940,2005/10/19,성숙기,정보통신업,2017,(주)가비아,0.0,2.81,250446108.0,7749733.0,3.05,-1.13,0.12,12.39,-30.47,-49.64,-87.62,4.8,6.18,7.73,83.73,0.06,1966.24,66.02,270.21,220.31,91.74,21.01,20.35,1.09,65.08,79.12,19.82,68.45,47000.0,0.7034149377637763,0.4726651905156016,0.0416127178184745,0.9489093623812298,44.75,9.02,18.0
49,0,79940,2005/10/19,성장기,정보통신업,2018,(주)가비아,-0.03,-0.78,261029485.0,3270540.0,-1.9,-10.34,1.0,-16.71,22.62,128.1,85.16,2.08,1.24,1.95,90.0,0.0,729.99,62.07,208.11,132.28,9.51,50.85,42.66,39.05,2.89,59.17,7.3,141.04,35722.0,0.6752982559307429,-1.878376140199206,0.0,-6.054615703533459,37.79,0.54,52.0
50,1,79940,2005/10/19,성숙기,정보통신업,2019,(주)가비아,-0.0099999999999999,1.58,259201088.0,5698435.0,4.99,-4.68,3.26,0.08,48.98,98.97,129.83,4.13,2.56,3.79,88.02,0.0,756.62,63.12,221.45,141.35,11.26,45.07,37.01,33.67,4.63,61.76,7.57,137.81,36898.0,0.7537397113857793,-1.0619244932695373,0.0,-0.910747247365109,38.32,2.12,53.0
51,0,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2013,(주)강원랜드,0.0099999999999999,-0.6400000000000001,249500753.0,4795639.0,-14.61,4.62,2.14,-6.7,21.08,-24.65,-24.6,3.34,1.98,2.78,86.71,0.0,774.72,52.77,238.02,174.68,13.38,36.71,35.27,26.34,7.12,65.69,7.75,133.39,44566.0,0.6761413578018339,-1.4642169610938796,0.0,-3.846740232843932,38.32,1.48,54.0
52,1,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2014,(주)강원랜드,0.0,-0.3799999999999999,252621318.0,7004564.0,-2.02,3.31,1.28,-1.74,-19.42,39.34,43.09,4.73,2.79,3.81,86.66,0.0,801.35,51.05,246.94,185.0,33.89,36.68,34.67,25.24,6.36,67.11,8.01,138.43,46949.0,0.6109689329346306,-0.0165946455255076,0.0,1.0889093623812296,38.58,1.1,55.0
53,1,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2015,(주)강원랜드,-0.0199999999999999,0.3999999999999999,247664771.0,2990978.0,-1.64,-2.15,0.47,-4.25,-70.5,-57.3,-59.68,2.12,1.2,1.61,87.37,0.0,805.42,49.71,281.42,213.67,24.98,32.66,29.47,21.78,1.61,69.21,8.1,144.09,49222.0,0.6845798974412877,-0.6948705049468972,0.0,-1.9875652910815256,38.13,1.5,56.0
54,1,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2016,(주)강원랜드,0.0199999999999999,-0.64,236858931.0,5642830.0,-4.69,-4.17,1.97,-6.99,12.61,88.66,109.72,4.36,2.37,3.01,85.0,0.0,822.41,46.6,355.91,268.44,27.96,24.78,21.97,13.59,2.01,73.66,8.25,148.91,48101.0,0.5644629178876096,-1.3796539591675003,0.0,-4.468294717190217,38.03,0.86,57.0
55,0,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2017,(주)강원랜드,-14.96,4.01,152570048.0,5943784.0,-4.28,-3.82,5.12,-4.4,-41.18,-33.95,-36.4,4.37,4.97,8.31,83.88,0.03,581.68,70.57,198.76,147.23,9.28,59.85,44.92,39.77,6.33,53.38,5.82,83.16,35000.0,1.437306764169072,-0.931650306382924,0.0,-4.070169283729302,54.78,5.36,27.0
56,0,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2018,(주)강원랜드,-0.02,-3.5699999999999994,191846950.0,12491066.0,3.46,2.26,2.38,5.27,-14.32,-58.89,-74.73,4.12,4.61,7.27,78.94,0.12,811.05,58.27,203.64,164.25,45.79,53.43,46.73,24.47,27.87,59.19,8.11,79.16,44405.0,1.2534233356329094,0.2354239928265956,0.0,2.55890936238123,52.13,4.36,31.0
57,0,35250,2003/09/04,성숙기,"예술, 스포츠 및 여가관련 서비스업",2019,(주)강원랜드,0.0,2.91,399992604.0,18142835.0,-0.81,1.35,8.2,7.26,54.43,74.68,75.99,4.99,5.35,10.68,78.74,0.23,501.04,71.58,179.07,159.6,61.12,64.46,51.86,23.77,11.47,56.27,6.57,87.25,68000.0,1.3058600703527008,-1.0613551980413038,0.0028500370269702,1.3953842964665406,25.53,5.99,43.0
58,0,114190,2009/11/20,쇠퇴기,제조업,2013,(주)강원에너지,-0.01,1.5699999999999994,429504382.0,24376990.0,-0.89,13.75,11.7,3.37,26.45,43.2,48.93,6.84,7.3,13.9,77.21,0.28,565.83,64.54,212.65,192.73,83.62,60.64,45.19,21.19,18.81,58.03,7.27,91.21,64000.0,1.6851544369109603,-0.9714944271781744,0.0032597095561895,7.169252752634891,25.56,7.56,44.0
59,0,114190,2009/11/20,쇠퇴기,제조업,2014,(주)강원에너지,0.11,0.3,49687810.0,719939.0,-0.1,1.75,1.89,-2.08,-63.11,-62.53,-27.17,2.34,1.45,1.85,84.48,0.0,227.64,82.26,404.82,205.14,85.91,26.59,10.95,9.46,7.04,54.89,2.28,138.22,36769.0,0.8053324145298414,-0.8014163849097957,0.0258008068183126,0.4998307162706981,45.88,1.27,54.0
60,0,114190,2009/11/20,성장기,제조업,2015,(주)강원에너지,-0.21,-0.81,51497215.0,2079543.0,3.57,3.77,4.8,1.31,7.49,188.85,75.57,6.68,4.11,5.17,84.79,0.0,243.36,81.29,339.38,177.46,57.37,25.19,12.93,5.98,7.35,56.61,2.43,138.05,43601.0,0.8986655103581815,-1.180075173289014,0.0305946045165339,4.63538429646654,42.03,0.46,55.0
61,0,114190,2009/11/20,쇠퇴기,제조업,2016,(주)강원에너지,3.289999999999999,0.91,96611903.0,1644359.0,6.19,1.87,7.84,17.15,-17.15,18.27,18.27,6.84,4.33,7.79,72.32,0.7,1316.62,73.75,161.65,86.69,23.2,70.37,59.77,54.16,5.88,54.96,13.04,157.98,30442.0,0.9036976349694716,-0.6485140606116225,0.038187866675542,4.695384296466541,55.81,0.99,14.0
